from_event,to_event,delta_t,shared_participants,changed_participants,weight,episode_id,context,from_label,to_label
event_00024,event_00025,0,,"U08,U15,U16,U20",1,episode_0006,CTX_0006,"{U16,U20}","{U08,U15}"
event_00026,event_00027,1,,"U02,U04,U06,U12",1,episode_0007,CTX_0007,"{U04,U12}","{U02,U06}"
event_00027,event_00028,1,,"U02,U06,U15,U21",1,episode_0007,CTX_0007,"{U02,U06}","{U15,U21}"
event_00029,event_00030,1,,"U01,U20,U37,U38",1,episode_0008,CTX_0008,"{U01,U20}","{U37,U38}"
event_00030,event_00031,1,U38,"U25,U37",1,episode_0008,CTX_0008,"{U37,U38}","{U25,U38}"
event_00032,event_00033,0,,"U07,U30,U31,U33",1,episode_0009,CTX_0009,"{U31,U33}","{U07,U30}"
event_00033,event_00034,-1,U07,"U09,U30",1,episode_0009,CTX_0009,"{U07,U30}","{U07,U09}"
event_00034,event_00035,1,,"U07,U09,U12,U34",1,episode_0009,CTX_0009,"{U07,U09}","{U12,U34}"
event_00036,event_00037,1,,"U06,U17,U31,U33",1,episode_0010,CTX_0010,"{U06,U33}","{U17,U31}"
event_00037,event_00038,2,,"U17,U24,U31,U32",1,episode_0010,CTX_0010,"{U17,U31}","{U24,U32}"
event_00039,event_00040,2,,"U25,U28,U33,U36",1,episode_0011,CTX_0011,"{U33,U36}","{U25,U28}"
event_00040,event_00041,2,,"U08,U25,U28,U38",1,episode_0011,CTX_0011,"{U25,U28}","{U08,U38}"
event_00042,event_00043,-1,,"U16,U30,U31,U39",1,episode_0012,CTX_0012,"{U30,U31}","{U16,U39}"
event_00043,event_00044,1,,"U16,U30,U33,U39",1,episode_0012,CTX_0012,"{U16,U39}","{U30,U33}"
event_00044,event_00045,2,,"U28,U30,U33,U36",1,episode_0012,CTX_0012,"{U30,U33}","{U28,U36}"
event_00046,event_00047,0,,"U22,U27,U35,U38",1,episode_0013,CTX_0013,"{U27,U38}","{U22,U35}"
event_00047,event_00048,-1,,"U20,U22,U33,U35",1,episode_0013,CTX_0013,"{U22,U35}","{U20,U33}"
event_00048,event_00049,1,,"U20,U29,U33,U37",1,episode_0013,CTX_0013,"{U20,U33}","{U29,U37}"
event_00050,event_00051,1,,"U14,U17,U28,U38",1,episode_0014,CTX_0014,"{U17,U38}","{U14,U28}"
event_00051,event_00052,1,,"U04,U11,U14,U28",1,episode_0014,CTX_0014,"{U14,U28}","{U04,U11}"
event_00053,event_00054,1,,"U06,U18,U22,U28",1,episode_0015,CTX_0015,"{U06,U22}","{U18,U28}"
event_00054,event_00055,1,,"U14,U18,U21,U28",1,episode_0015,CTX_0015,"{U18,U28}","{U14,U21}"
event_00056,event_00057,1,,"U10,U19,U21,U35",1,episode_0016,CTX_0016,"{U10,U19}","{U21,U35}"
event_00057,event_00058,-1,U21,"U18,U35",1,episode_0016,CTX_0016,"{U21,U35}","{U18,U21}"
event_00058,event_00059,1,,"U09,U18,U21,U22",1,episode_0016,CTX_0016,"{U18,U21}","{U09,U22}"
event_00060,event_00061,1,,"U02,U13,U18,U33",1,episode_0017,CTX_0017,"{U02,U18}","{U13,U33}"
event_00061,event_00062,1,,"U04,U13,U14,U33",1,episode_0017,CTX_0017,"{U13,U33}","{U04,U14}"
event_00063,event_00064,-1,,"U01,U33,U34,U37",1,episode_0018,CTX_0018,"{U01,U33}","{U34,U37}"
event_00064,event_00065,-1,,"U14,U26,U34,U37",1,episode_0018,CTX_0018,"{U34,U37}","{U14,U26}"
event_00065,event_00066,1,U26,"U02,U14",1,episode_0018,CTX_0018,"{U14,U26}","{U02,U26}"
event_00067,event_00068,0,,"U20,U26,U35,U36",1,episode_0019,CTX_0019,"{U20,U36}","{U26,U35}"
event_00068,event_00069,-1,,"U26,U32,U35,U38",1,episode_0019,CTX_0019,"{U26,U35}","{U32,U38}"
event_00069,event_00070,2,,"U27,U32,U35,U38",1,episode_0019,CTX_0019,"{U32,U38}","{U27,U35}"
event_00070,event_00071,-1,U35,"U19,U27",1,episode_0019,CTX_0019,"{U27,U35}","{U19,U35}"
event_00072,event_00073,1,,"U18,U21,U27,U29",1,episode_0020,CTX_0020,"{U21,U29}","{U18,U27}"
event_00073,event_00074,1,,"U03,U04,U18,U27",1,episode_0020,CTX_0020,"{U18,U27}","{U03,U04}"
event_00075,event_00076,1,,"U13,U17,U20,U39",1,episode_0021,CTX_0021,"{U13,U17}","{U20,U39}"
event_00076,event_00077,1,,"U10,U15,U20,U39",1,episode_0021,CTX_0021,"{U20,U39}","{U10,U15}"
event_00078,event_00079,1,,"U04,U05,U22,U38",1,episode_0022,CTX_0022,"{U05,U38}","{U04,U22}"
event_00079,event_00080,1,U22,"U04,U20",1,episode_0022,CTX_0022,"{U04,U22}","{U20,U22}"
event_00081,event_00082,2,,"U00,U01,U26,U34",1,episode_0023,CTX_0023,"{U26,U34}","{U00,U01}"
event_00082,event_00083,-1,,"U00,U01,U19,U23",1,episode_0023,CTX_0023,"{U00,U01}","{U19,U23}"
event_00083,event_00084,1,U23,"U12,U19",1,episode_0023,CTX_0023,"{U19,U23}","{U12,U23}"
event_00085,event_00086,1,,"U18,U19,U29,U30",1,episode_0024,CTX_0024,"{U19,U29}","{U18,U30}"
event_00086,event_00087,-1,U30,"U18,U23",1,episode_0024,CTX_0024,"{U18,U30}","{U23,U30}"
event_00087,event_00088,1,,"U19,U23,U30,U31",1,episode_0024,CTX_0024,"{U23,U30}","{U19,U31}"
event_00089,event_00090,1,,"U01,U02,U27,U36",1,episode_0025,CTX_0025,"{U01,U02}","{U27,U36}"
event_00090,event_00091,1,,"U02,U23,U27,U36",1,episode_0025,CTX_0025,"{U27,U36}","{U02,U23}"
event_00092,event_00093,2,,"U07,U18,U23,U31",1,episode_0026,CTX_0026,"{U18,U23}","{U07,U31}"
event_00093,event_00094,0,,"U03,U07,U24,U31",1,episode_0026,CTX_0026,"{U07,U31}","{U03,U24}"
event_00094,event_00095,-1,,"U03,U10,U24,U34",1,episode_0026,CTX_0026,"{U03,U24}","{U10,U34}"
event_00096,event_00097,1,,"U13,U18,U32,U34",1,episode_0027,CTX_0027,"{U13,U34}","{U18,U32}"
event_00097,event_00098,1,,"U18,U22,U32,U38",1,episode_0027,CTX_0027,"{U18,U32}","{U22,U38}"
event_00099,event_00100,1,,"U05,U34,U36,U39",1,episode_0028,CTX_0028,"{U34,U36}","{U05,U39}"
event_00100,event_00101,-1,U39,"U05,U23",1,episode_0028,CTX_0028,"{U05,U39}","{U23,U39}"
event_00101,event_00102,2,,"U23,U26,U37,U39",1,episode_0028,CTX_0028,"{U23,U39}","{U26,U37}"
event_00103,event_00104,-1,U26,"U06,U07",1,episode_0029,CTX_0029,"{U07,U26}","{U06,U26}"
event_00104,event_00105,2,U26,"U06,U12",1,episode_0029,CTX_0029,"{U06,U26}","{U12,U26}"
event_00105,event_00106,1,,"U12,U23,U26,U36",1,episode_0029,CTX_0029,"{U12,U26}","{U23,U36}"
event_00106,event_00107,-1,U36,"U08,U23",1,episode_0029,CTX_0029,"{U23,U36}","{U08,U36}"
event_00108,event_00109,1,U11,"U19,U22",1,episode_0030,CTX_0030,"{U11,U19}","{U11,U22}"
event_00109,event_00110,-1,U22,"U02,U11",1,episode_0030,CTX_0030,"{U11,U22}","{U02,U22}"
event_00110,event_00111,0,,"U02,U10,U15,U22",1,episode_0030,CTX_0030,"{U02,U22}","{U10,U15}"
event_00111,event_00112,-1,,"U10,U15,U22,U29",1,episode_0030,CTX_0030,"{U10,U15}","{U22,U29}"
event_00112,event_00113,-1,U22,"U29,U33",1,episode_0030,CTX_0030,"{U22,U29}","{U22,U33}"
event_00114,event_00115,1,,"U06,U13,U17,U22",1,episode_0031,CTX_0031,"{U06,U17}","{U13,U22}"
event_00115,event_00116,-1,U13,"U08,U22",1,episode_0031,CTX_0031,"{U13,U22}","{U08,U13}"
event_00116,event_00117,1,,"U01,U04,U08,U13",1,episode_0031,CTX_0031,"{U08,U13}","{U01,U04}"
event_00117,event_00118,-1,U04,"U01,U27",1,episode_0031,CTX_0031,"{U01,U04}","{U04,U27}"
event_00119,event_00120,-1,U15,"U13,U28",1,episode_0032,CTX_0032,"{U15,U28}","{U13,U15}"
event_00120,event_00121,1,,"U13,U15,U16,U24",1,episode_0032,CTX_0032,"{U13,U15}","{U16,U24}"
event_00121,event_00122,1,U16,"U24,U34",1,episode_0032,CTX_0032,"{U16,U24}","{U16,U34}"
event_00123,event_00124,1,,"U01,U18,U34,U37",1,episode_0033,CTX_0033,"{U01,U18}","{U34,U37}"
event_00124,event_00125,1,,"U12,U32,U34,U37",1,episode_0033,CTX_0033,"{U34,U37}","{U12,U32}"
event_00126,event_00127,1,,"U00,U05,U07,U33",1,episode_0034,CTX_0034,"{U05,U33}","{U00,U07}"
event_00127,event_00128,1,,"U00,U04,U06,U07",1,episode_0034,CTX_0034,"{U00,U07}","{U04,U06}"
event_00128,event_00129,-1,U04,"U06,U26",1,episode_0034,CTX_0034,"{U04,U06}","{U04,U26}"
event_00130,event_00131,1,,"U07,U16,U17,U22",1,episode_0035,CTX_0035,"{U07,U16}","{U17,U22}"
event_00131,event_00132,1,,"U12,U17,U18,U22",1,episode_0035,CTX_0035,"{U17,U22}","{U12,U18}"
event_00132,event_00133,-1,U12,"U14,U18",1,episode_0035,CTX_0035,"{U12,U18}","{U12,U14}"
event_00134,event_00135,1,,"U12,U15,U17,U35",1,episode_0036,CTX_0036,"{U15,U35}","{U12,U17}"
event_00135,event_00136,2,,"U12,U14,U17,U35",1,episode_0036,CTX_0036,"{U12,U17}","{U14,U35}"
event_00137,event_00138,1,,"U03,U08,U24,U30",1,episode_0037,CTX_0037,"{U08,U24}","{U03,U30}"
event_00138,event_00139,-1,U30,"U03,U09",1,episode_0037,CTX_0037,"{U03,U30}","{U09,U30}"
event_00139,event_00140,1,,"U09,U27,U30,U37",1,episode_0037,CTX_0037,"{U09,U30}","{U27,U37}"
event_00141,event_00142,1,,"U04,U19,U24,U39",1,episode_0038,CTX_0038,"{U19,U39}","{U04,U24}"
event_00142,event_00143,0,,"U04,U24,U37,U39",1,episode_0038,CTX_0038,"{U04,U24}","{U37,U39}"
event_00144,event_00145,1,,"U14,U16,U29,U33",1,episode_0039,CTX_0039,"{U14,U29}","{U16,U33}"
event_00145,event_00146,1,,"U01,U16,U19,U33",1,episode_0039,CTX_0039,"{U16,U33}","{U01,U19}"
event_00147,event_00148,1,,"U07,U24,U25,U26",1,episode_0040,CTX_0040,"{U07,U26}","{U24,U25}"
event_00148,event_00149,1,,"U08,U18,U24,U25",1,episode_0040,CTX_0040,"{U24,U25}","{U08,U18}"
event_00150,event_00151,1,,"U01,U05,U24,U39",1,episode_0041,CTX_0041,"{U05,U39}","{U01,U24}"
event_00151,event_00152,-1,U01,"U24,U32",1,episode_0041,CTX_0041,"{U01,U24}","{U01,U32}"
event_00152,event_00153,1,,"U01,U09,U32,U38",1,episode_0041,CTX_0041,"{U01,U32}","{U09,U38}"
event_00154,event_00155,1,,"U05,U13,U16,U20",1,episode_0042,CTX_0042,"{U13,U16}","{U05,U20}"
event_00155,event_00156,1,,"U05,U16,U20,U36",1,episode_0042,CTX_0042,"{U05,U20}","{U16,U36}"
event_00157,event_00158,0,U00,"U15,U23",1,episode_0043,CTX_0043,"{U00,U15}","{U00,U23}"
event_00158,event_00159,-1,U23,"U00,U09",1,episode_0043,CTX_0043,"{U00,U23}","{U09,U23}"
event_00159,event_00160,1,,"U04,U09,U21,U23",1,episode_0043,CTX_0043,"{U09,U23}","{U04,U21}"
event_00160,event_00161,-1,U21,"U04,U07",1,episode_0043,CTX_0043,"{U04,U21}","{U07,U21}"
event_00162,event_00163,1,,"U02,U12,U20,U39",1,episode_0044,CTX_0044,"{U12,U20}","{U02,U39}"
event_00163,event_00164,-1,U02,"U07,U39",1,episode_0044,CTX_0044,"{U02,U39}","{U02,U07}"
event_00164,event_00165,1,,"U02,U03,U07,U20",1,episode_0044,CTX_0044,"{U02,U07}","{U03,U20}"
event_00165,event_00166,-1,U03,"U08,U20",1,episode_0044,CTX_0044,"{U03,U20}","{U03,U08}"
event_00167,event_00168,1,,"U01,U12,U23,U27",1,episode_0045,CTX_0045,"{U12,U23}","{U01,U27}"
event_00168,event_00169,-1,U27,"U01,U04",1,episode_0045,CTX_0045,"{U01,U27}","{U04,U27}"
event_00169,event_00170,1,,"U04,U07,U18,U27",1,episode_0045,CTX_0045,"{U04,U27}","{U07,U18}"
event_00170,event_00171,-1,U18,"U07,U25",1,episode_0045,CTX_0045,"{U07,U18}","{U18,U25}"
event_00172,event_00173,-1,U31,"U09,U38",1,episode_0046,CTX_0046,"{U31,U38}","{U09,U31}"
event_00173,event_00174,1,,"U09,U13,U26,U31",1,episode_0046,CTX_0046,"{U09,U31}","{U13,U26}"
event_00174,event_00175,2,U13,"U05,U26",1,episode_0046,CTX_0046,"{U13,U26}","{U05,U13}"
event_00176,event_00177,1,,"U02,U19,U29,U32",1,episode_0047,CTX_0047,"{U19,U29}","{U02,U32}"
event_00177,event_00178,1,,"U02,U05,U17,U32",1,episode_0047,CTX_0047,"{U02,U32}","{U05,U17}"
event_00178,event_00179,-1,U05,"U13,U17",1,episode_0047,CTX_0047,"{U05,U17}","{U05,U13}"
event_00179,event_00180,-1,U05,"U13,U14",1,episode_0047,CTX_0047,"{U05,U13}","{U05,U14}"
event_00181,event_00182,2,,"U01,U13,U24,U39",1,episode_0048,CTX_0048,"{U13,U24}","{U01,U39}"
event_00182,event_00183,1,,"U01,U05,U37,U39",1,episode_0048,CTX_0048,"{U01,U39}","{U05,U37}"
event_00183,event_00184,-1,U05,"U34,U37",1,episode_0048,CTX_0048,"{U05,U37}","{U05,U34}"
event_00185,event_00186,-1,U25,"U20,U27",1,episode_0049,CTX_0049,"{U20,U25}","{U25,U27}"
event_00186,event_00187,2,,"U06,U21,U25,U27",1,episode_0049,CTX_0049,"{U25,U27}","{U06,U21}"
event_00187,event_00188,-1,U06,"U13,U21",1,episode_0049,CTX_0049,"{U06,U21}","{U06,U13}"
event_00188,event_00189,-1,U13,"U02,U06",1,episode_0049,CTX_0049,"{U06,U13}","{U02,U13}"
event_00189,event_00190,-1,U02,"U13,U18",1,episode_0049,CTX_0049,"{U02,U13}","{U02,U18}"
event_00190,event_00191,-1,U18,"U02,U31",1,episode_0049,CTX_0049,"{U02,U18}","{U18,U31}"
event_00192,event_00193,2,,"U01,U12,U31,U34",1,episode_0050,CTX_0050,"{U31,U34}","{U01,U12}"
event_00193,event_00194,1,,"U01,U12,U27,U32",1,episode_0050,CTX_0050,"{U01,U12}","{U27,U32}"
event_00195,event_00196,0,,"U02,U19,U23,U35",1,episode_0051,CTX_0051,"{U19,U23}","{U02,U35}"
event_00196,event_00197,0,U35,"U02,U09",1,episode_0051,CTX_0051,"{U02,U35}","{U09,U35}"
event_00197,event_00198,2,,"U00,U09,U13,U35",1,episode_0051,CTX_0051,"{U09,U35}","{U00,U13}"
event_00199,event_00200,1,,"U02,U14,U24,U37",1,episode_0052,CTX_0052,"{U02,U14}","{U24,U37}"
event_00200,event_00201,-1,U24,"U18,U37",1,episode_0052,CTX_0052,"{U24,U37}","{U18,U24}"
event_00201,event_00202,2,,"U14,U16,U18,U24",1,episode_0052,CTX_0052,"{U18,U24}","{U14,U16}"
event_00203,event_00204,2,,"U00,U05,U15,U22",1,episode_0053,CTX_0053,"{U15,U22}","{U00,U05}"
event_00204,event_00205,-1,U05,"U00,U29",1,episode_0053,CTX_0053,"{U00,U05}","{U05,U29}"
event_00205,event_00206,1,,"U05,U29,U34,U35",1,episode_0053,CTX_0053,"{U05,U29}","{U34,U35}"
event_00206,event_00207,-1,U35,"U17,U34",1,episode_0053,CTX_0053,"{U34,U35}","{U17,U35}"
event_00208,event_00209,1,,"U06,U07,U09,U12",1,episode_0054,CTX_0054,"{U07,U12}","{U06,U09}"
event_00209,event_00210,-1,U09,"U06,U30",1,episode_0054,CTX_0054,"{U06,U09}","{U09,U30}"
event_00210,event_00211,1,,"U01,U09,U30,U34",1,episode_0054,CTX_0054,"{U09,U30}","{U01,U34}"
event_00212,event_00213,1,,"U19,U35,U38,U39",1,episode_0055,CTX_0055,"{U19,U39}","{U35,U38}"
event_00213,event_00214,1,,"U19,U25,U35,U38",1,episode_0055,CTX_0055,"{U35,U38}","{U19,U25}"
event_00215,event_00216,1,U37,"U12,U18",1,episode_0056,CTX_0056,"{U18,U37}","{U12,U37}"
event_00216,event_00217,-1,U12,"U35,U37",1,episode_0056,CTX_0056,"{U12,U37}","{U12,U35}"
event_00217,event_00218,-1,U35,"U12,U27",1,episode_0056,CTX_0056,"{U12,U35}","{U27,U35}"
event_00218,event_00219,0,U27,"U08,U35",1,episode_0056,CTX_0056,"{U27,U35}","{U08,U27}"
event_00219,event_00220,-1,U27,"U08,U24",1,episode_0056,CTX_0056,"{U08,U27}","{U24,U27}"
event_00221,event_00222,1,,"U04,U13,U17,U37",1,episode_0057,CTX_0057,"{U13,U37}","{U04,U17}"
event_00222,event_00223,1,,"U04,U17,U24,U34",1,episode_0057,CTX_0057,"{U04,U17}","{U24,U34}"
event_00224,event_00225,1,,"U01,U16,U26,U30",1,episode_0058,CTX_0058,"{U01,U26}","{U16,U30}"
event_00225,event_00226,-1,U30,"U16,U27",1,episode_0058,CTX_0058,"{U16,U30}","{U27,U30}"
event_00226,event_00227,1,,"U22,U27,U30,U33",1,episode_0058,CTX_0058,"{U27,U30}","{U22,U33}"
event_00227,event_00228,-1,U22,"U13,U33",1,episode_0058,CTX_0058,"{U22,U33}","{U13,U22}"
event_00228,event_00229,-1,U13,"U22,U30",1,episode_0058,CTX_0058,"{U13,U22}","{U13,U30}"
event_00230,event_00231,2,,"U01,U14,U28,U36",1,episode_0059,CTX_0059,"{U14,U36}","{U01,U28}"
event_00231,event_00232,1,,"U01,U02,U13,U28",1,episode_0059,CTX_0059,"{U01,U28}","{U02,U13}"
event_00233,event_00234,2,,"U06,U07,U16,U30",1,episode_0060,CTX_0060,"{U07,U30}","{U06,U16}"
event_00234,event_00235,1,,"U06,U09,U16,U28",1,episode_0060,CTX_0060,"{U06,U16}","{U09,U28}"
event_00236,event_00237,1,,"U01,U04,U35,U36",1,episode_0061,CTX_0061,"{U01,U04}","{U35,U36}"
event_00237,event_00238,1,U36,"U02,U35",1,episode_0061,CTX_0061,"{U35,U36}","{U02,U36}"
event_00239,event_00240,1,U17,"U26,U30",1,episode_0062,CTX_0062,"{U17,U30}","{U17,U26}"
event_00240,event_00241,1,,"U02,U17,U26,U28",1,episode_0062,CTX_0062,"{U17,U26}","{U02,U28}"
event_00241,event_00242,-1,U28,"U02,U11",1,episode_0062,CTX_0062,"{U02,U28}","{U11,U28}"
event_00243,event_00244,1,,"U10,U15,U29,U38",1,episode_0063,CTX_0063,"{U10,U38}","{U15,U29}"
event_00244,event_00245,-1,U15,"U29,U35",1,episode_0063,CTX_0063,"{U15,U29}","{U15,U35}"
event_00245,event_00246,0,,"U01,U15,U35,U37",1,episode_0063,CTX_0063,"{U15,U35}","{U01,U37}"
event_00247,event_00248,1,,"U00,U03,U14,U17",1,episode_0064,CTX_0064,"{U00,U03}","{U14,U17}"
event_00248,event_00249,1,,"U14,U17,U18,U35",1,episode_0064,CTX_0064,"{U14,U17}","{U18,U35}"
event_00249,event_00250,-1,U18,"U10,U35",1,episode_0064,CTX_0064,"{U18,U35}","{U10,U18}"
event_00251,event_00252,2,,"U10,U33,U36,U39",1,episode_0065,CTX_0065,"{U36,U39}","{U10,U33}"
event_00252,event_00253,1,,"U03,U10,U15,U33",1,episode_0065,CTX_0065,"{U10,U33}","{U03,U15}"
event_00254,event_00255,1,,"U03,U24,U32,U37",1,episode_0066,CTX_0066,"{U24,U37}","{U03,U32}"
event_00255,event_00256,1,,"U00,U03,U32,U36",1,episode_0066,CTX_0066,"{U03,U32}","{U00,U36}"
event_00257,event_00258,0,,"U11,U16,U19,U27",1,episode_0067,CTX_0067,"{U16,U19}","{U11,U27}"
event_00258,event_00259,-1,U11,"U27,U33",1,episode_0067,CTX_0067,"{U11,U27}","{U11,U33}"
event_00259,event_00260,1,,"U05,U11,U14,U33",1,episode_0067,CTX_0067,"{U11,U33}","{U05,U14}"
event_00261,event_00262,-1,U07,"U03,U33",1,episode_0068,CTX_0068,"{U07,U33}","{U03,U07}"
event_00262,event_00263,0,,"U03,U07,U27,U28",1,episode_0068,CTX_0068,"{U03,U07}","{U27,U28}"
event_00263,event_00264,-1,U27,"U16,U28",1,episode_0068,CTX_0068,"{U27,U28}","{U16,U27}"
event_00264,event_00265,2,,"U10,U16,U27,U31",1,episode_0068,CTX_0068,"{U16,U27}","{U10,U31}"
event_00266,event_00267,2,,"U01,U03,U30,U38",1,episode_0069,CTX_0069,"{U30,U38}","{U01,U03}"
event_00267,event_00268,-1,U01,"U03,U17",1,episode_0069,CTX_0069,"{U01,U03}","{U01,U17}"
event_00268,event_00269,1,,"U00,U01,U17,U25",1,episode_0069,CTX_0069,"{U01,U17}","{U00,U25}"
event_00270,event_00271,1,,"U09,U17,U19,U24",1,episode_0070,CTX_0070,"{U17,U19}","{U09,U24}"
event_00271,event_00272,1,,"U07,U09,U24,U26",1,episode_0070,CTX_0070,"{U09,U24}","{U07,U26}"
event_00272,event_00273,-1,,"U07,U12,U14,U26",1,episode_0070,CTX_0070,"{U07,U26}","{U12,U14}"
event_00274,event_00275,1,,"U13,U15,U24,U35",1,episode_0071,CTX_0071,"{U13,U35}","{U15,U24}"
event_00275,event_00276,2,,"U15,U21,U24,U27",1,episode_0071,CTX_0071,"{U15,U24}","{U21,U27}"
event_00277,event_00278,2,,"U05,U08,U24,U39",1,episode_0072,CTX_0072,"{U05,U24}","{U08,U39}"
event_00278,event_00279,1,,"U08,U11,U13,U39",1,episode_0072,CTX_0072,"{U08,U39}","{U11,U13}"
event_00279,event_00280,-1,U11,"U13,U28",1,episode_0072,CTX_0072,"{U11,U13}","{U11,U28}"
event_00281,event_00282,1,,"U13,U19,U21,U36",1,episode_0073,CTX_0073,"{U13,U19}","{U21,U36}"
event_00282,event_00283,2,,"U07,U21,U33,U36",1,episode_0073,CTX_0073,"{U21,U36}","{U07,U33}"
event_00284,event_00285,2,U19,"U13,U32",1,episode_0074,CTX_0074,"{U13,U19}","{U19,U32}"
event_00285,event_00286,1,,"U10,U19,U32,U39",1,episode_0074,CTX_0074,"{U19,U32}","{U10,U39}"
event_00286,event_00287,-1,U39,"U06,U10",1,episode_0074,CTX_0074,"{U10,U39}","{U06,U39}"
event_00287,event_00288,-1,U39,"U06,U08",1,episode_0074,CTX_0074,"{U06,U39}","{U08,U39}"
event_00289,event_00290,1,,"U00,U14,U15,U18",1,episode_0075,CTX_0075,"{U14,U18}","{U00,U15}"
event_00290,event_00291,1,,"U00,U03,U11,U15",1,episode_0075,CTX_0075,"{U00,U15}","{U03,U11}"
event_00292,event_00293,2,,"U06,U34,U36,U39",1,episode_0076,CTX_0076,"{U06,U36}","{U34,U39}"
event_00293,event_00294,1,,"U26,U29,U34,U39",1,episode_0076,CTX_0076,"{U34,U39}","{U26,U29}"
event_00295,event_00296,-1,U14,"U15,U24",1,episode_0077,CTX_0077,"{U14,U15}","{U14,U24}"
event_00296,event_00297,1,,"U14,U24,U30,U37",1,episode_0077,CTX_0077,"{U14,U24}","{U30,U37}"
event_00298,event_00299,0,,"U05,U15,U17,U33",1,episode_0078,CTX_0078,"{U15,U17}","{U05,U33}"
event_00299,event_00300,-1,U33,"U05,U14",1,episode_0078,CTX_0078,"{U05,U33}","{U14,U33}"
event_00300,event_00301,1,,"U14,U22,U33,U35",1,episode_0078,CTX_0078,"{U14,U33}","{U22,U35}"
event_00302,event_00303,2,,"U01,U04,U06,U15",1,episode_0079,CTX_0079,"{U04,U15}","{U01,U06}"
event_00303,event_00304,1,,"U01,U06,U07,U10",1,episode_0079,CTX_0079,"{U01,U06}","{U07,U10}"
event_00305,event_00306,0,,"U05,U10,U12,U35",1,episode_0080,CTX_0080,"{U05,U10}","{U12,U35}"
event_00306,event_00307,-1,,"U07,U11,U12,U35",1,episode_0080,CTX_0080,"{U12,U35}","{U07,U11}"
event_00307,event_00308,1,,"U07,U11,U21,U34",1,episode_0080,CTX_0080,"{U07,U11}","{U21,U34}"
event_00309,event_00310,1,U05,"U08,U16",1,episode_0081,CTX_0081,"{U05,U16}","{U05,U08}"
event_00310,event_00311,1,,"U05,U08,U21,U25",1,episode_0081,CTX_0081,"{U05,U08}","{U21,U25}"
event_00312,event_00313,2,,"U29,U33,U34,U36",1,episode_0082,CTX_0082,"{U29,U36}","{U33,U34}"
event_00313,event_00314,1,U33,"U00,U34",1,episode_0082,CTX_0082,"{U33,U34}","{U00,U33}"
event_00314,event_00315,-1,U00,"U33,U37",1,episode_0082,CTX_0082,"{U00,U33}","{U00,U37}"
event_00316,event_00317,2,,"U06,U19,U27,U31",1,episode_0083,CTX_0083,"{U27,U31}","{U06,U19}"
event_00317,event_00318,0,,"U05,U06,U19,U38",1,episode_0083,CTX_0083,"{U06,U19}","{U05,U38}"
event_00318,event_00319,-1,U05,"U29,U38",1,episode_0083,CTX_0083,"{U05,U38}","{U05,U29}"
event_00320,event_00321,2,,"U05,U09,U26,U32",1,episode_0084,CTX_0084,"{U05,U09}","{U26,U32}"
event_00321,event_00322,1,U32,"U07,U26",1,episode_0084,CTX_0084,"{U26,U32}","{U07,U32}"
event_00323,event_00324,1,,"U02,U10,U23,U35",1,episode_0085,CTX_0085,"{U10,U23}","{U02,U35}"
event_00324,event_00325,2,,"U02,U25,U27,U35",1,episode_0085,CTX_0085,"{U02,U35}","{U25,U27}"
