from_event,to_event,delta_t,shared_participants,changed_participants,weight,episode_id,context,from_label,to_label
event_00031,event_00032,0,"C,E",B,1,episode_0005,N,"{B,C,E}","{C,E}"
event_00032,event_00033,3,,"C,D,E,G",1,episode_0005,N,"{C,E}","{D,G}"
event_00033,event_00034,3,,"B,C,D,E,G",1,episode_0005,N,"{D,G}","{B,C,E}"
event_00034,event_00035,1,"C,E",B,1,episode_0005,N,"{B,C,E}","{C,E}"
event_00036,event_00037,-1,"A,B",G,1,episode_0006,X,"{A,B}","{A,B,G}"
event_00037,event_00038,4,"A,B","C,G",1,episode_0006,X,"{A,B,G}","{A,B,C}"
event_00038,event_00039,0,"B,C",A,1,episode_0006,X,"{A,B,C}","{B,C}"
event_00039,event_00040,4,C,"B,D",1,episode_0006,X,"{B,C}","{C,D}"
event_00040,event_00041,2,D,"C,H",1,episode_0006,X,"{C,D}","{D,H}"
event_00042,event_00043,3,B,"A,E",1,episode_0007,Z,"{A,B}","{B,E}"
event_00043,event_00044,-1,"B,E",D,1,episode_0007,Z,"{B,E}","{B,D,E}"
event_00044,event_00045,4,"B,E","C,D,F",1,episode_0007,Z,"{B,D,E}","{B,C,E,F}"
event_00045,event_00046,1,"E,F","B,C",1,episode_0007,Z,"{B,C,E,F}","{E,F}"
event_00047,event_00048,3,"C,F","B,D",1,episode_0008,N,"{C,F}","{B,C,D,F}"
event_00048,event_00049,0,"B,F","C,D",1,episode_0008,N,"{B,C,D,F}","{B,F}"
event_00049,event_00050,0,"B,F",C,1,episode_0008,N,"{B,F}","{B,C,F}"
event_00050,event_00051,3,"B,C",F,1,episode_0008,N,"{B,C,F}","{B,C}"
event_00052,event_00053,3,B,"A,C,G",1,episode_0009,X,"{A,B}","{B,C,G}"
event_00053,event_00054,0,"B,C",G,1,episode_0009,X,"{B,C,G}","{B,C}"
event_00054,event_00055,-1,"B,C",F,1,episode_0009,X,"{B,C}","{B,C,F}"
event_00055,event_00056,1,"B,C","E,F",1,episode_0009,X,"{B,C,F}","{B,C,E}"
event_00056,event_00057,3,C,"B,D,E",1,episode_0009,X,"{B,C,E}","{C,D}"
event_00057,event_00058,1,,"B,C,D,E,F",1,episode_0009,X,"{C,D}","{B,E,F}"
event_00059,event_00060,3,B,"A,E",1,episode_0010,Z,"{A,B}","{B,E}"
event_00060,event_00061,0,"B,E",C,1,episode_0010,Z,"{B,E}","{B,C,E}"
event_00061,event_00062,3,E,"B,C,F",1,episode_0010,Z,"{B,C,E}","{E,F}"
event_00063,event_00064,0,"D,G",C,1,episode_0011,N,"{C,D,G}","{D,G}"
event_00064,event_00065,-1,"D,G","E,F",1,episode_0011,N,"{D,G}","{D,E,F,G}"
event_00065,event_00066,1,"D,G","C,E,F",1,episode_0011,N,"{D,E,F,G}","{C,D,G}"
event_00066,event_00067,3,G,"A,C,D",1,episode_0011,N,"{C,D,G}","{A,G}"
event_00067,event_00068,1,G,"A,H",1,episode_0011,N,"{A,G}","{G,H}"
event_00068,event_00069,2,,"A,E,G,H",1,episode_0011,N,"{G,H}","{A,E}"
event_00069,event_00070,2,"A,E",,1,episode_0011,N,"{A,E}","{A,E}"
event_00071,event_00072,-1,"A,B",C,1,episode_0012,Z,"{A,B}","{A,B,C}"
event_00072,event_00073,1,"A,B","C,F",1,episode_0012,Z,"{A,B,C}","{A,B,F}"
event_00073,event_00074,3,B,"A,E,F",1,episode_0012,Z,"{A,B,F}","{B,E}"
event_00074,event_00075,4,E,"B,F",1,episode_0012,Z,"{B,E}","{E,F}"
event_00076,event_00077,3,B,"A,C",1,episode_0013,X,"{A,B}","{B,C}"
event_00077,event_00078,3,C,"B,D,H",1,episode_0013,X,"{B,C}","{C,D,H}"
event_00078,event_00079,0,"C,D",H,1,episode_0013,X,"{C,D,H}","{C,D}"
event_00080,event_00081,-1,"B,G",C,1,episode_0014,N,"{B,G}","{B,C,G}"
event_00081,event_00082,4,B,"C,G,H",1,episode_0014,N,"{B,C,G}","{B,H}"
event_00082,event_00083,-1,"B,H",F,1,episode_0014,N,"{B,H}","{B,F,H}"
event_00083,event_00084,4,H,"B,C,F",1,episode_0014,N,"{B,F,H}","{C,H}"
event_00084,event_00085,1,C,"B,H",1,episode_0014,N,"{C,H}","{B,C}"
event_00086,event_00087,0,"A,B",H,1,episode_0015,X,"{A,B}","{A,B,H}"
event_00087,event_00088,4,B,"A,C,H",1,episode_0015,X,"{A,B,H}","{B,C}"
event_00088,event_00089,4,C,"B,D",1,episode_0015,X,"{B,C}","{C,D}"
event_00089,event_00090,1,D,"C,H",1,episode_0015,X,"{C,D}","{D,H}"
event_00091,event_00092,-1,"A,B",D,1,episode_0016,Z,"{A,B}","{A,B,D}"
event_00092,event_00093,5,B,"A,D,E",1,episode_0016,Z,"{A,B,D}","{B,E}"
event_00093,event_00094,1,"B,E","C,G",1,episode_0016,Z,"{B,E}","{B,C,E,G}"
event_00094,event_00095,3,E,"B,C,F,G",1,episode_0016,Z,"{B,C,E,G}","{E,F}"
event_00095,event_00096,1,,"A,B,E,F",1,episode_0016,Z,"{E,F}","{A,B}"
event_00097,event_00098,1,"C,H",G,1,episode_0017,N,"{C,G,H}","{C,H}"
event_00098,event_00099,4,H,"A,C",1,episode_0017,N,"{C,H}","{A,H}"
event_00099,event_00100,0,"A,H",G,1,episode_0017,N,"{A,H}","{A,G,H}"
event_00100,event_00101,3,H,"A,C,G",1,episode_0017,N,"{A,G,H}","{C,H}"
event_00101,event_00102,1,H,"C,D",1,episode_0017,N,"{C,H}","{D,H}"
event_00102,event_00103,1,H,"C,D",1,episode_0017,N,"{D,H}","{C,H}"
event_00104,event_00105,2,,"A,B,E,G",1,episode_0018,Z,"{A,B}","{E,G}"
event_00105,event_00106,1,E,"B,G",1,episode_0018,Z,"{E,G}","{B,E}"
event_00106,event_00107,3,E,"B,F",1,episode_0018,Z,"{B,E}","{E,F}"
event_00107,event_00108,-1,"E,F",A,1,episode_0018,Z,"{E,F}","{A,E,F}"
event_00109,event_00110,0,"A,B",C,1,episode_0019,X,"{A,B}","{A,B,C}"
event_00110,event_00111,3,"A,B,C",,1,episode_0019,X,"{A,B,C}","{A,B,C}"
event_00111,event_00112,0,"B,C",A,1,episode_0019,X,"{A,B,C}","{B,C}"
event_00112,event_00113,1,B,"C,H",1,episode_0019,X,"{B,C}","{B,H}"
event_00113,event_00114,2,,"B,C,D,H",1,episode_0019,X,"{B,H}","{C,D}"
event_00114,event_00115,-1,"C,D",F,1,episode_0019,X,"{C,D}","{C,D,F}"
event_00116,event_00117,0,"A,C",H,1,episode_0020,N,"{A,C,H}","{A,C}"
event_00117,event_00118,3,,"A,C,E,H",1,episode_0020,N,"{A,C}","{E,H}"
event_00118,event_00119,-1,"E,H",A,1,episode_0020,N,"{E,H}","{A,E,H}"
event_00119,event_00120,1,"A,E,H",F,1,episode_0020,N,"{A,E,H}","{A,E,F,H}"
event_00120,event_00121,3,"F,H","A,D,E",1,episode_0020,N,"{A,E,F,H}","{D,F,H}"
event_00121,event_00122,0,"D,H",F,1,episode_0020,N,"{D,F,H}","{D,H}"
event_00123,event_00124,1,A,"B,C",1,episode_0021,X,"{A,B}","{A,C}"
event_00124,event_00125,3,C,"A,B",1,episode_0021,X,"{A,C}","{B,C}"
event_00125,event_00126,-1,"B,C",D,1,episode_0021,X,"{B,C}","{B,C,D}"
event_00126,event_00127,4,"C,D",B,1,episode_0021,X,"{B,C,D}","{C,D}"
event_00128,event_00129,0,"A,B","E,G",1,episode_0022,Z,"{A,B}","{A,B,E,G}"
event_00129,event_00130,2,E,"A,B,G,H",1,episode_0022,Z,"{A,B,E,G}","{E,H}"
event_00130,event_00131,1,E,"B,H",1,episode_0022,Z,"{E,H}","{B,E}"
event_00131,event_00132,3,E,"B,F",1,episode_0022,Z,"{B,E}","{E,F}"
event_00132,event_00133,-1,"E,F",C,1,episode_0022,Z,"{E,F}","{C,E,F}"
event_00134,event_00135,0,"A,D",H,1,episode_0023,N,"{A,D,H}","{A,D}"
event_00135,event_00136,3,A,"B,D",1,episode_0023,N,"{A,D}","{A,B}"
event_00136,event_00137,3,B,"A,E",1,episode_0023,N,"{A,B}","{B,E}"
event_00137,event_00138,2,E,"B,C",1,episode_0023,N,"{B,E}","{C,E}"
event_00139,event_00140,1,"A,B","E,G",1,episode_0024,Z,"{A,B,G}","{A,B,E}"
event_00140,event_00141,4,"B,E",A,1,episode_0024,Z,"{A,B,E}","{B,E}"
event_00141,event_00142,-1,"B,E",H,1,episode_0024,Z,"{B,E}","{B,E,H}"
event_00142,event_00143,4,E,"B,F,H",1,episode_0024,Z,"{B,E,H}","{E,F}"
event_00144,event_00145,-1,"A,B",D,1,episode_0025,X,"{A,B}","{A,B,D}"
event_00145,event_00146,4,B,"A,C,D",1,episode_0025,X,"{A,B,D}","{B,C}"
event_00146,event_00147,4,C,"B,D",1,episode_0025,X,"{B,C}","{C,D}"
event_00147,event_00148,1,"C,D",H,1,episode_0025,X,"{C,D}","{C,D,H}"
event_00149,event_00150,3,A,"C,E",1,episode_0026,N,"{A,C}","{A,E}"
event_00150,event_00151,1,E,"A,D",1,episode_0026,N,"{A,E}","{D,E}"
event_00151,event_00152,3,,"A,C,D,E",1,episode_0026,N,"{D,E}","{A,C}"
event_00152,event_00153,2,"A,C",,1,episode_0026,N,"{A,C}","{A,C}"
event_00154,event_00155,3,B,"A,C",1,episode_0027,X,"{A,B}","{B,C}"
event_00155,event_00156,2,"B,C",A,1,episode_0027,X,"{B,C}","{A,B,C}"
event_00156,event_00157,3,C,"A,B,D",1,episode_0027,X,"{A,B,C}","{C,D}"
event_00157,event_00158,1,D,"B,C",1,episode_0027,X,"{C,D}","{B,D}"
event_00158,event_00159,1,D,"B,C",1,episode_0027,X,"{B,D}","{C,D}"
event_00160,event_00161,0,"A,B",D,1,episode_0028,Z,"{A,B,D}","{A,B}"
event_00161,event_00162,3,B,"A,E",1,episode_0028,Z,"{A,B}","{B,E}"
event_00162,event_00163,2,"B,E",A,1,episode_0028,Z,"{B,E}","{A,B,E}"
event_00163,event_00164,3,E,"A,B,F",1,episode_0028,Z,"{A,B,E}","{E,F}"
event_00165,event_00166,0,"A,B",D,1,episode_0029,N,"{A,B,D}","{A,B}"
event_00166,event_00167,-1,"A,B",G,1,episode_0029,N,"{A,B}","{A,B,G}"
event_00167,event_00168,1,"A,B","D,G",1,episode_0029,N,"{A,B,G}","{A,B,D}"
event_00168,event_00169,4,A,"B,D,E,G",1,episode_0029,N,"{A,B,D}","{A,E,G}"
event_00169,event_00170,1,"A,G",E,1,episode_0029,N,"{A,E,G}","{A,G}"
event_00170,event_00171,2,,"A,C,D,G",1,episode_0029,N,"{A,G}","{C,D}"
event_00171,event_00172,1,D,"C,F",1,episode_0029,N,"{C,D}","{D,F}"
event_00172,event_00173,-1,"D,F",A,1,episode_0029,N,"{D,F}","{A,D,F}"
event_00174,event_00175,1,B,"A,E",1,episode_0030,Z,"{A,B}","{B,E}"
event_00175,event_00176,3,"B,E",,1,episode_0030,Z,"{B,E}","{B,E}"
event_00176,event_00177,1,"B,E",G,1,episode_0030,Z,"{B,E}","{B,E,G}"
event_00177,event_00178,3,E,"B,F,G",1,episode_0030,Z,"{B,E,G}","{E,F}"
event_00178,event_00179,2,"E,F",,1,episode_0030,Z,"{E,F}","{E,F}"
event_00180,event_00181,3,"A,B",C,1,episode_0031,X,"{A,B}","{A,B,C}"
event_00181,event_00182,1,"B,C",A,1,episode_0031,X,"{A,B,C}","{B,C}"
event_00182,event_00183,4,C,"B,D,F,G",1,episode_0031,X,"{B,C}","{C,D,F,G}"
event_00183,event_00184,0,"C,D","F,G",1,episode_0031,X,"{C,D,F,G}","{C,D}"
event_00185,event_00186,3,"C,F",D,1,episode_0032,N,"{C,F}","{C,D,F}"
event_00186,event_00187,0,"C,F",D,1,episode_0032,N,"{C,D,F}","{C,F}"
event_00187,event_00188,-2,"C,F",G,1,episode_0032,N,"{C,F}","{C,F,G}"
event_00188,event_00189,1,"C,F","D,G",1,episode_0032,N,"{C,F,G}","{C,D,F}"
event_00189,event_00190,3,"C,F",D,1,episode_0032,N,"{C,D,F}","{C,F}"
event_00191,event_00192,4,B,"A,C",1,episode_0033,X,"{A,B}","{B,C}"
event_00192,event_00193,3,C,"A,B,D,F",1,episode_0033,X,"{B,C}","{A,C,D,F}"
event_00193,event_00194,0,"C,D","A,F",1,episode_0033,X,"{A,C,D,F}","{C,D}"
event_00194,event_00195,0,"C,D",E,1,episode_0033,X,"{C,D}","{C,D,E}"
event_00196,event_00197,0,"A,B",F,1,episode_0034,Z,"{A,B}","{A,B,F}"
event_00197,event_00198,3,B,"A,E,F",1,episode_0034,Z,"{A,B,F}","{B,E}"
event_00198,event_00199,3,E,"A,B,F",1,episode_0034,Z,"{B,E}","{A,E,F}"
event_00199,event_00200,2,"E,F",A,1,episode_0034,Z,"{A,E,F}","{E,F}"
event_00201,event_00202,2,A,"B,E",1,episode_0035,N,"{A,E}","{A,B}"
event_00202,event_00203,1,A,"B,F",1,episode_0035,N,"{A,B}","{A,F}"
event_00203,event_00204,-1,"A,F",B,1,episode_0035,N,"{A,F}","{A,B,F}"
event_00204,event_00205,4,A,"B,D,F",1,episode_0035,N,"{A,B,F}","{A,D}"
event_00205,event_00206,-1,"A,D",E,1,episode_0035,N,"{A,D}","{A,D,E}"
event_00207,event_00208,0,"A,B",F,1,episode_0036,X,"{A,B,F}","{A,B}"
event_00208,event_00209,0,"A,B",C,1,episode_0036,X,"{A,B}","{A,B,C}"
event_00209,event_00210,3,"B,C",A,1,episode_0036,X,"{A,B,C}","{B,C}"
event_00210,event_00211,-1,"B,C",H,1,episode_0036,X,"{B,C}","{B,C,H}"
event_00211,event_00212,4,"B,C","D,F,H",1,episode_0036,X,"{B,C,H}","{B,C,D,F}"
event_00212,event_00213,0,"C,D","B,F",1,episode_0036,X,"{B,C,D,F}","{C,D}"
event_00214,event_00215,1,B,"A,G",1,episode_0037,Z,"{B,G}","{A,B}"
event_00215,event_00216,3,B,"A,E",1,episode_0037,Z,"{A,B}","{B,E}"
event_00216,event_00217,0,"B,E",D,1,episode_0037,Z,"{B,E}","{B,D,E}"
event_00217,event_00218,3,E,"B,D,F",1,episode_0037,Z,"{B,D,E}","{E,F}"
event_00218,event_00219,1,E,"D,F",1,episode_0037,Z,"{E,F}","{D,E}"
event_00219,event_00220,1,E,"D,F",1,episode_0037,Z,"{D,E}","{E,F}"
event_00221,event_00222,0,"A,D",C,1,episode_0038,N,"{A,D}","{A,C,D}"
event_00222,event_00223,3,A,"C,D,G",1,episode_0038,N,"{A,C,D}","{A,G}"
event_00223,event_00224,3,G,"A,H",1,episode_0038,N,"{A,G}","{G,H}"
event_00225,event_00226,1,"A,B",H,1,episode_0039,X,"{A,B}","{A,B,H}"
event_00226,event_00227,3,"A,B,H","C,D,E",1,episode_0039,X,"{A,B,H}","{A,B,C,D,E,H}"
event_00227,event_00228,0,"B,C","A,D,E,H",1,episode_0039,X,"{A,B,C,D,E,H}","{B,C}"
event_00228,event_00229,-1,"B,C",A,1,episode_0039,X,"{B,C}","{A,B,C}"
event_00229,event_00230,4,C,"A,B,D",1,episode_0039,X,"{A,B,C}","{C,D}"
event_00231,event_00232,0,"A,B","C,G",1,episode_0040,Z,"{A,B,C,G}","{A,B}"
event_00232,event_00233,-1,"A,B",C,1,episode_0040,Z,"{A,B}","{A,B,C}"
event_00233,event_00234,4,"B,C","A,E",1,episode_0040,Z,"{A,B,C}","{B,C,E}"
event_00234,event_00235,0,"B,E",C,1,episode_0040,Z,"{B,C,E}","{B,E}"
event_00235,event_00236,3,E,"B,F",1,episode_0040,Z,"{B,E}","{E,F}"
event_00237,event_00238,0,"G,H",D,1,episode_0041,N,"{G,H}","{D,G,H}"
event_00238,event_00239,4,G,"D,F,H",1,episode_0041,N,"{D,G,H}","{F,G}"
event_00239,event_00240,3,G,"F,H",1,episode_0041,N,"{F,G}","{G,H}"
event_00241,event_00242,0,"A,B",F,1,episode_0042,X,"{A,B,F}","{A,B}"
event_00242,event_00243,-1,"A,B",D,1,episode_0042,X,"{A,B}","{A,B,D}"
event_00243,event_00244,1,"A,B","D,E",1,episode_0042,X,"{A,B,D}","{A,B,E}"
event_00244,event_00245,3,B,"A,C,E",1,episode_0042,X,"{A,B,E}","{B,C}"
event_00245,event_00246,4,C,"B,D",1,episode_0042,X,"{B,C}","{C,D}"
event_00247,event_00248,3,B,"A,E",1,episode_0043,Z,"{A,B}","{B,E}"
event_00248,event_00249,-1,"B,E",H,1,episode_0043,Z,"{B,E}","{B,E,H}"
event_00249,event_00250,3,H,"B,E,G",1,episode_0043,Z,"{B,E,H}","{G,H}"
event_00250,event_00251,1,,"E,F,G,H",1,episode_0043,Z,"{G,H}","{E,F}"
event_00251,event_00252,2,"E,F",,1,episode_0043,Z,"{E,F}","{E,F}"
event_00253,event_00254,0,"F,H",G,1,episode_0044,N,"{F,G,H}","{F,H}"
event_00254,event_00255,0,"F,H",A,1,episode_0044,N,"{F,H}","{A,F,H}"
event_00255,event_00256,3,,"A,B,D,F,G,H",1,episode_0044,N,"{A,F,H}","{B,D,G}"
event_00256,event_00257,0,"B,D",G,1,episode_0044,N,"{B,D,G}","{B,D}"
event_00257,event_00258,3,D,"B,E",1,episode_0044,N,"{B,D}","{D,E}"
event_00259,event_00260,0,"A,B",H,1,episode_0045,X,"{A,B,H}","{A,B}"
event_00260,event_00261,3,B,"A,C",1,episode_0045,X,"{A,B}","{B,C}"
event_00261,event_00262,3,C,"B,D",1,episode_0045,X,"{B,C}","{C,D}"
event_00262,event_00263,-1,"C,D","A,B",1,episode_0045,X,"{C,D}","{A,B,C,D}"
event_00264,event_00265,1,"A,B",C,1,episode_0046,Z,"{A,B,C}","{A,B}"
event_00265,event_00266,4,,"A,B,C,E",1,episode_0046,Z,"{A,B}","{C,E}"
event_00266,event_00267,1,E,"B,C,H",1,episode_0046,Z,"{C,E}","{B,E,H}"
event_00267,event_00268,1,"B,E",H,1,episode_0046,Z,"{B,E,H}","{B,E}"
event_00268,event_00269,3,E,"B,F",1,episode_0046,Z,"{B,E}","{E,F}"
event_00269,event_00270,-1,"E,F",C,1,episode_0046,Z,"{E,F}","{C,E,F}"
event_00271,event_00272,3,E,"B,D,H",1,episode_0047,N,"{D,E}","{B,E,H}"
event_00272,event_00273,0,"E,H",B,1,episode_0047,N,"{B,E,H}","{E,H}"
event_00273,event_00274,3,E,"C,H",1,episode_0047,N,"{E,H}","{C,E}"
event_00274,event_00275,1,E,"C,G",1,episode_0047,N,"{C,E}","{E,G}"
event_00276,event_00277,3,B,"A,C",1,episode_0048,X,"{A,B}","{B,C}"
event_00277,event_00278,3,C,"B,D",1,episode_0048,X,"{B,C}","{C,D}"
event_00278,event_00279,-1,"C,D",H,1,episode_0048,X,"{C,D}","{C,D,H}"
event_00280,event_00281,3,B,"A,E",1,episode_0049,Z,"{A,B}","{B,E}"
event_00281,event_00282,5,E,"B,F",1,episode_0049,Z,"{B,E}","{E,F}"
event_00282,event_00283,-1,"E,F",D,1,episode_0049,Z,"{E,F}","{D,E,F}"
event_00284,event_00285,4,,"B,C,E,F",1,episode_0050,N,"{B,C}","{E,F}"
event_00285,event_00286,1,E,"D,F",1,episode_0050,N,"{E,F}","{D,E}"
event_00286,event_00287,3,D,"C,E",1,episode_0050,N,"{D,E}","{C,D}"
event_00287,event_00288,0,"C,D",B,1,episode_0050,N,"{C,D}","{B,C,D}"
event_00289,event_00290,1,"A,B",G,1,episode_0051,Z,"{A,B}","{A,B,G}"
event_00290,event_00291,5,B,"A,E,G",1,episode_0051,Z,"{A,B,G}","{B,E}"
event_00291,event_00292,3,E,"B,F",1,episode_0051,Z,"{B,E}","{E,F}"
event_00293,event_00294,3,B,"A,C,D",1,episode_0052,X,"{A,B}","{B,C,D}"
event_00294,event_00295,0,"B,C",D,1,episode_0052,X,"{B,C,D}","{B,C}"
event_00295,event_00296,3,C,"B,D",1,episode_0052,X,"{B,C}","{C,D}"
event_00297,event_00298,-1,"B,E",G,1,episode_0053,N,"{B,E}","{B,E,G}"
event_00298,event_00299,3,E,"B,C,G",1,episode_0053,N,"{B,E,G}","{C,E}"
event_00299,event_00300,1,,"A,C,E,F",1,episode_0053,N,"{C,E}","{A,F}"
event_00300,event_00301,3,F,"A,G",1,episode_0053,N,"{A,F}","{F,G}"
event_00301,event_00302,2,"F,G",,1,episode_0053,N,"{F,G}","{F,G}"
event_00303,event_00304,2,"A,B","E,F",1,episode_0054,X,"{A,B}","{A,B,E,F}"
event_00304,event_00305,3,B,"A,C,E,F",1,episode_0054,X,"{A,B,E,F}","{B,C}"
event_00305,event_00306,3,C,"B,D",1,episode_0054,X,"{B,C}","{C,D}"
event_00306,event_00307,2,"C,D",,1,episode_0054,X,"{C,D}","{C,D}"
event_00308,event_00309,1,,"A,B,G,H",1,episode_0055,Z,"{A,B}","{G,H}"
event_00309,event_00310,2,H,"B,E,F,G",1,episode_0055,Z,"{G,H}","{B,E,F,H}"
event_00310,event_00311,0,"B,E","F,H",1,episode_0055,Z,"{B,E,F,H}","{B,E}"
event_00311,event_00312,-1,"B,E",C,1,episode_0055,Z,"{B,E}","{B,C,E}"
event_00312,event_00313,4,E,"B,C,F",1,episode_0055,Z,"{B,C,E}","{E,F}"
event_00313,event_00314,-1,"E,F",H,1,episode_0055,Z,"{E,F}","{E,F,H}"
event_00315,event_00316,-1,"D,G",C,1,episode_0056,N,"{D,G}","{C,D,G}"
event_00316,event_00317,2,D,"C,F,G",1,episode_0056,N,"{C,D,G}","{D,F}"
event_00317,event_00318,2,,"B,C,D,F,G",1,episode_0056,N,"{D,F}","{B,C,G}"
event_00318,event_00319,0,"B,G",C,1,episode_0056,N,"{B,C,G}","{B,G}"
event_00319,event_00320,3,,"A,B,D,G",1,episode_0056,N,"{B,G}","{A,D}"
event_00320,event_00321,1,D,"A,E",1,episode_0056,N,"{A,D}","{D,E}"
event_00322,event_00323,-1,"A,B",C,1,episode_0057,X,"{A,B}","{A,B,C}"
event_00323,event_00324,4,"B,C",A,1,episode_0057,X,"{A,B,C}","{B,C}"
event_00324,event_00325,0,"B,C",F,1,episode_0057,X,"{B,C}","{B,C,F}"
event_00325,event_00326,3,C,"A,B,D,F",1,episode_0057,X,"{B,C,F}","{A,C,D}"
event_00326,event_00327,0,"C,D",A,1,episode_0057,X,"{A,C,D}","{C,D}"
event_00328,event_00329,1,"A,C",B,1,episode_0058,Z,"{A,C}","{A,B,C}"
event_00329,event_00330,3,B,"A,C,E",1,episode_0058,Z,"{A,B,C}","{B,E}"
event_00330,event_00331,0,"B,E","D,G",1,episode_0058,Z,"{B,E}","{B,D,E,G}"
event_00331,event_00332,3,"E,G","B,D,F",1,episode_0058,Z,"{B,D,E,G}","{E,F,G}"
event_00332,event_00333,0,"E,F",G,1,episode_0058,Z,"{E,F,G}","{E,F}"
event_00333,event_00334,-1,"E,F",D,1,episode_0058,Z,"{E,F}","{D,E,F}"
event_00334,event_00335,3,,"C,D,E,F,G",1,episode_0058,Z,"{D,E,F}","{C,G}"
event_00336,event_00337,1,A,"C,E,H",1,episode_0059,N,"{A,H}","{A,C,E}"
event_00337,event_00338,3,,"A,C,D,E,F",1,episode_0059,N,"{A,C,E}","{D,F}"
event_00338,event_00339,1,D,"F,H",1,episode_0059,N,"{D,F}","{D,H}"
event_00339,event_00340,3,,"A,C,D,H",1,episode_0059,N,"{D,H}","{A,C}"
event_00340,event_00341,-1,"A,C","F,H",1,episode_0059,N,"{A,C}","{A,C,F,H}"
event_00341,event_00342,1,"A,C","B,D,F,H",1,episode_0059,N,"{A,C,F,H}","{A,B,C,D}"
event_00343,event_00344,0,"A,B",E,1,episode_0060,Z,"{A,B}","{A,B,E}"
event_00344,event_00345,3,"B,E",A,1,episode_0060,Z,"{A,B,E}","{B,E}"
event_00345,event_00346,0,"B,E",C,1,episode_0060,Z,"{B,E}","{B,C,E}"
event_00346,event_00347,3,E,"B,C,F",1,episode_0060,Z,"{B,C,E}","{E,F}"
event_00348,event_00349,1,"A,B",C,1,episode_0061,X,"{A,B,C}","{A,B}"
event_00349,event_00350,3,B,"A,C",1,episode_0061,X,"{A,B}","{B,C}"
event_00350,event_00351,-1,"B,C",G,1,episode_0061,X,"{B,C}","{B,C,G}"
event_00351,event_00352,4,C,"B,D,G",1,episode_0061,X,"{B,C,G}","{C,D}"
event_00352,event_00353,-1,"C,D",G,1,episode_0061,X,"{C,D}","{C,D,G}"
event_00354,event_00355,3,B,"A,C",1,episode_0062,X,"{A,B}","{B,C}"
event_00355,event_00356,3,,"A,B,C,H",1,episode_0062,X,"{B,C}","{A,H}"
event_00356,event_00357,1,,"A,C,D,H",1,episode_0062,X,"{A,H}","{C,D}"
event_00358,event_00359,3,B,"A,E",1,episode_0063,Z,"{A,B}","{B,E}"
event_00359,event_00360,3,E,"B,F",1,episode_0063,Z,"{B,E}","{E,F}"
event_00361,event_00362,0,"A,B",C,1,episode_0064,X,"{A,B}","{A,B,C}"
event_00362,event_00363,3,"B,C",A,1,episode_0064,X,"{A,B,C}","{B,C}"
event_00363,event_00364,0,"B,C",F,1,episode_0064,X,"{B,C}","{B,C,F}"
event_00364,event_00365,3,C,"B,D,F",1,episode_0064,X,"{B,C,F}","{C,D}"
