event_id,episode_id,t_start,t_end,participants,label,intensities,context,source_window,outcome
event_00073,episode_0012,206,206,"A,B,F","{A,B,F}","{""A"": 0.9699, ""B"": 0.9699, ""F"": 0.8131}",Z,union:heu_like:heu:206:206,Y2
event_00074,episode_0012,209,211,"B,E","{B,E}","{""B"": 0.967, ""E"": 0.9484}",Z,union:sliding_window:209:211|heu_like:heu:209:211,Y2
event_00075,episode_0012,215,215,"E,F","{E,F}","{""E"": 0.8503, ""F"": 0.9482}",Z,union:heu_like:heu:215:215,Y2
event_00076,episode_0013,221,223,"A,B","{A,B}","{""A"": 0.9563, ""B"": 0.9536}",X,union:sliding_window:221:223|heu_like:heu:221:223,Y1
event_00077,episode_0013,226,228,"B,C","{B,C}","{""B"": 0.9506, ""C"": 0.9562}",X,union:sliding_window:226:228|heu_like:heu:226:228,Y1
event_00078,episode_0013,231,231,"C,D,H","{C,D,H}","{""C"": 0.876, ""D"": 0.8148, ""H"": 0.8133}",X,union:heu_like:heu:231:231,Y1
event_00079,episode_0013,231,233,"C,D","{C,D}","{""C"": 0.9761, ""D"": 0.9745}",X,union:sliding_window:231:233|heu_like:heu:232:233,Y1
event_00080,episode_0014,238,240,"B,G","{B,G}","{""B"": 0.944, ""G"": 0.9329}",N,union:sliding_window:238:240|heu_like:heu:238:238|heu_like:heu:240:240,YN
event_00081,episode_0014,239,239,"B,C,G","{B,C,G}","{""B"": 0.944, ""C"": 0.8059, ""G"": 0.944}",N,union:heu_like:heu:239:239,YN
event_00082,episode_0014,243,245,"B,H","{B,H}","{""B"": 0.9701, ""H"": 0.9293}",N,union:sliding_window:243:245|heu_like:heu:243:243|heu_like:heu:245:245,YN
event_00083,episode_0014,244,244,"B,F,H","{B,F,H}","{""B"": 0.9571, ""F"": 0.813, ""H"": 0.9462}",N,union:heu_like:heu:244:244,YN
event_00084,episode_0014,248,248,"C,H","{C,H}","{""C"": 0.8172, ""H"": 0.876}",N,union:heu_like:heu:248:248,YN
event_00085,episode_0014,249,250,"B,C","{B,C}","{""B"": 0.9026, ""C"": 0.9588}",N,union:heu_like:heu:249:250,YN
event_00086,episode_0015,255,257,"A,B","{A,B}","{""A"": 0.9109, ""B"": 0.9449}",X,union:sliding_window:255:257|heu_like:heu:255:256,Y1
event_00087,episode_0015,257,257,"A,B,H","{A,B,H}","{""A"": 0.9699, ""B"": 0.9699, ""H"": 0.8107}",X,union:heu_like:heu:257:257,Y1
event_00088,episode_0015,261,262,"B,C","{B,C}","{""B"": 0.9023, ""C"": 0.9583}",X,union:heu_like:heu:261:262,Y1
event_00089,episode_0015,266,267,"C,D","{C,D}","{""C"": 0.9649, ""D"": 0.9284}",X,union:heu_like:heu:266:267,Y1
event_00090,episode_0015,268,268,"D,H","{D,H}","{""D"": 0.973, ""H"": 0.8202}",X,union:heu_like:heu:268:268,Y1
event_00091,episode_0016,272,274,"A,B","{A,B}","{""A"": 0.9302, ""B"": 0.9393}",Z,union:sliding_window:272:274|heu_like:heu:272:272|heu_like:heu:274:274,Y2
event_00092,episode_0016,273,273,"A,B,D","{A,B,D}","{""A"": 0.944, ""B"": 0.944, ""D"": 0.804}",Z,union:heu_like:heu:273:273,Y2
event_00093,episode_0016,278,278,"B,E","{B,E}","{""B"": 0.8515, ""E"": 0.9462}",Z,union:heu_like:heu:278:278,Y2
event_00094,episode_0016,279,279,"B,C,E,G","{B,C,E,G}","{""B"": 0.9533, ""C"": 0.8146, ""E"": 0.9703, ""G"": 0.8124}",Z,union:heu_like:heu:279:279,Y2
event_00095,episode_0016,282,284,"E,F","{E,F}","{""E"": 0.9426, ""F"": 0.9471}",Z,union:sliding_window:282:284|heu_like:heu:282:284,Y2
event_00096,episode_0016,285,285,"A,B","{A,B}","{""A"": 0.8143, ""B"": 0.83}",Z,union:heu_like:heu:285:285,Y2
event_00097,episode_0017,289,289,"C,G,H","{C,G,H}","{""C"": 0.8, ""G"": 0.8, ""H"": 0.8}",N,union:heu_like:heu:289:289,YN
event_00098,episode_0017,290,290,"C,H","{C,H}","{""C"": 0.944, ""H"": 0.944}",N,union:heu_like:heu:290:290,YN
event_00099,episode_0017,294,296,"A,H","{A,H}","{""A"": 0.9138, ""H"": 0.9511}",N,union:sliding_window:294:296|heu_like:heu:294:295,YN
event_00100,episode_0017,296,296,"A,G,H","{A,G,H}","{""A"": 0.9703, ""G"": 0.8217, ""H"": 0.9716}",N,union:heu_like:heu:296:296,YN
event_00101,episode_0017,299,299,"C,H","{C,H}","{""C"": 0.8195, ""H"": 0.8768}",N,union:heu_like:heu:299:299,YN
event_00102,episode_0017,300,300,"D,H","{D,H}","{""D"": 0.8163, ""H"": 0.9578}",N,union:heu_like:heu:300:300,YN
event_00103,episode_0017,301,301,"C,H","{C,H}","{""C"": 0.8974, ""H"": 0.9724}",N,union:heu_like:heu:301:301,YN
event_00104,episode_0018,306,308,"A,B","{A,B}","{""A"": 0.9546, ""B"": 0.973}",Z,union:sliding_window:306:308|heu_like:heu:306:308,Y2
event_00105,episode_0018,310,310,"E,G","{E,G}","{""E"": 0.8103, ""G"": 0.8123}",Z,union:heu_like:heu:310:310,Y2
event_00106,episode_0018,311,313,"B,E","{B,E}","{""B"": 0.9567, ""E"": 0.9879}",Z,union:sliding_window:311:313|heu_like:heu:311:313,Y2
event_00107,episode_0018,316,318,"E,F","{E,F}","{""E"": 0.9641, ""F"": 0.9466}",Z,union:sliding_window:316:318|heu_like:heu:316:316|heu_like:heu:318:318,Y2
event_00108,episode_0018,317,317,"A,E,F","{A,E,F}","{""A"": 0.8147, ""E"": 0.958, ""F"": 0.9466}",Z,union:heu_like:heu:317:317,Y2
event_00109,episode_0019,323,325,"A,B","{A,B}","{""A"": 0.9422, ""B"": 0.9373}",X,union:sliding_window:323:325|heu_like:heu:323:324,Y1
event_00110,episode_0019,325,325,"A,B,C","{A,B,C}","{""A"": 0.9699, ""B"": 0.9699, ""C"": 0.8069}",X,union:heu_like:heu:325:325,Y1
event_00111,episode_0019,328,328,"A,B,C","{A,B,C}","{""A"": 0.8754, ""B"": 0.8725, ""C"": 0.8625}",X,union:heu_like:heu:328:328,Y1
event_00112,episode_0019,328,330,"B,C","{B,C}","{""B"": 0.9784, ""C"": 0.9781}",X,union:sliding_window:328:330|heu_like:heu:329:330,Y1
event_00113,episode_0019,331,331,"B,H","{B,H}","{""B"": 0.975, ""H"": 0.8144}",X,union:heu_like:heu:331:331,Y1
event_00114,episode_0019,333,335,"C,D","{C,D}","{""C"": 0.9573, ""D"": 0.9325}",X,union:sliding_window:333:335|heu_like:heu:333:333|heu_like:heu:335:335,Y1
event_00115,episode_0019,334,334,"C,D,F","{C,D,F}","{""C"": 0.9573, ""D"": 0.9463, ""F"": 0.8156}",X,union:heu_like:heu:334:334,Y1
event_00116,episode_0020,340,340,"A,C,H","{A,C,H}","{""A"": 0.8, ""C"": 0.8, ""H"": 0.8}",N,union:heu_like:heu:340:340,YN
event_00117,episode_0020,340,342,"A,C","{A,C}","{""A"": 0.9854, ""C"": 0.9845}",N,union:sliding_window:340:342|heu_like:heu:341:342,YN
event_00118,episode_0020,345,347,"E,H","{E,H}","{""E"": 0.9067, ""H"": 0.9207}",N,union:sliding_window:345:347|heu_like:heu:345:345,YN
event_00119,episode_0020,346,346,"A,E,H","{A,E,H}","{""A"": 0.9063, ""E"": 0.9462, ""H"": 0.9509}",N,union:heu_like:heu:346:346,YN
event_00120,episode_0020,347,347,"A,E,F,H","{A,E,F,H}","{""A"": 0.9631, ""E"": 0.9703, ""F"": 0.8135, ""H"": 0.9712}",N,union:heu_like:heu:347:347,YN
event_00121,episode_0020,350,350,"D,F,H","{D,F,H}","{""D"": 0.812, ""F"": 0.8636, ""H"": 0.8727}",N,union:heu_like:heu:350:350,YN
event_00122,episode_0020,350,352,"D,H","{D,H}","{""D"": 0.9892, ""H"": 0.9787}",N,union:sliding_window:350:352|heu_like:heu:351:352,YN
event_00123,episode_0021,357,358,"A,B","{A,B}","{""A"": 0.872, ""B"": 0.872}",X,union:heu_like:heu:357:358,Y1
event_00124,episode_0021,359,359,"A,C","{A,C}","{""A"": 0.9699, ""C"": 0.8118}",X,union:heu_like:heu:359:359,Y1
event_00125,episode_0021,362,364,"B,C","{B,C}","{""B"": 0.9503, ""C"": 0.9537}",X,union:sliding_window:362:364|heu_like:heu:362:362|heu_like:heu:364:364,Y1
event_00126,episode_0021,363,363,"B,C,D","{B,C,D}","{""B"": 0.9532, ""C"": 0.9552, ""D"": 0.8144}",X,union:heu_like:heu:363:363,Y1
event_00127,episode_0021,367,369,"C,D","{C,D}","{""C"": 0.9769, ""D"": 0.9368}",X,union:sliding_window:367:369|heu_like:heu:367:369,Y1
event_00128,episode_0022,374,376,"A,B","{A,B}","{""A"": 0.9519, ""B"": 0.9552}",Z,union:sliding_window:374:376|heu_like:heu:374:375,Y2
event_00129,episode_0022,376,376,"A,B,E,G","{A,B,E,G}","{""A"": 0.9699, ""B"": 0.9699, ""E"": 0.8103, ""G"": 0.8075}",Z,union:heu_like:heu:376:376,Y2
event_00130,episode_0022,378,378,"E,H","{E,H}","{""E"": 0.8955, ""H"": 0.8152}",Z,union:heu_like:heu:378:378,Y2
event_00131,episode_0022,379,381,"B,E","{B,E}","{""B"": 0.948, ""E"": 0.981}",Z,union:sliding_window:379:381|heu_like:heu:379:381,Y2
event_00132,episode_0022,384,386,"E,F","{E,F}","{""E"": 0.9465, ""F"": 0.9403}",Z,union:sliding_window:384:386|heu_like:heu:384:384|heu_like:heu:386:386,Y2
event_00133,episode_0022,385,385,"C,E,F","{C,E,F}","{""C"": 0.8155, ""E"": 0.9569, ""F"": 0.947}",Z,union:heu_like:heu:385:385,Y2
event_00134,episode_0023,391,391,"A,D,H","{A,D,H}","{""A"": 0.8, ""D"": 0.8, ""H"": 0.8}",N,union:heu_like:heu:391:391,YN
event_00135,episode_0023,391,393,"A,D","{A,D}","{""A"": 0.9878, ""D"": 0.9676}",N,union:sliding_window:391:393|heu_like:heu:392:393,YN
event_00136,episode_0023,396,398,"A,B","{A,B}","{""A"": 0.9677, ""B"": 0.9564}",N,union:sliding_window:396:398|heu_like:heu:396:398,YN
event_00137,episode_0023,401,403,"B,E","{B,E}","{""B"": 0.9708, ""E"": 0.9562}",N,union:sliding_window:401:403|heu_like:heu:401:403,YN
event_00138,episode_0023,405,405,"C,E","{C,E}","{""C"": 0.812, ""E"": 0.9113}",N,union:heu_like:heu:405:405,YN
event_00139,episode_0024,408,408,"A,B,G","{A,B,G}","{""A"": 0.8, ""B"": 0.8, ""G"": 0.8}",Z,union:heu_like:heu:408:408,Y2
event_00140,episode_0024,409,409,"A,B,E","{A,B,E}","{""A"": 0.944, ""B"": 0.944, ""E"": 0.8078}",Z,union:heu_like:heu:409:409,Y2
event_00141,episode_0024,413,415,"B,E","{B,E}","{""B"": 0.9379, ""E"": 0.941}",Z,union:sliding_window:413:415|heu_like:heu:413:413|heu_like:heu:415:415,Y2
event_00142,episode_0024,414,414,"B,E,H","{B,E,H}","{""B"": 0.9527, ""E"": 0.9521, ""H"": 0.8177}",Z,union:heu_like:heu:414:414,Y2
event_00143,episode_0024,418,420,"E,F","{E,F}","{""E"": 0.9849, ""F"": 0.9564}",Z,union:sliding_window:418:420|heu_like:heu:418:420,Y2
event_00144,episode_0025,425,427,"A,B","{A,B}","{""A"": 0.9414, ""B"": 0.9302}",X,union:sliding_window:425:427|heu_like:heu:425:425|heu_like:heu:427:427,Y1
event_00145,episode_0025,426,426,"A,B,D","{A,B,D}","{""A"": 0.944, ""B"": 0.944, ""D"": 0.8047}",X,union:heu_like:heu:426:426,Y1
event_00146,episode_0025,430,432,"B,C","{B,C}","{""B"": 0.9797, ""C"": 0.9559}",X,union:sliding_window:430:432|heu_like:heu:430:432,Y1
event_00147,episode_0025,436,436,"C,D","{C,D}","{""C"": 0.8534, ""D"": 0.9469}",X,union:heu_like:heu:436:436,Y1
event_00148,episode_0025,437,437,"C,D,H","{C,D,H}","{""C"": 0.9536, ""D"": 0.9704, ""H"": 0.8129}",X,union:heu_like:heu:437:437,Y1
event_00149,episode_0026,442,444,"A,C","{A,C}","{""A"": 0.9295, ""C"": 0.9658}",N,union:sliding_window:442:444|heu_like:heu:442:444,YN
event_00150,episode_0026,447,448,"A,E","{A,E}","{""A"": 0.9148, ""E"": 0.8802}",N,union:heu_like:heu:447:448,YN
event_00151,episode_0026,449,449,"D,E","{D,E}","{""D"": 0.8147, ""E"": 0.9704}",N,union:heu_like:heu:449:449,YN
event_00152,episode_0026,452,452,"A,C","{A,C}","{""A"": 0.8524, ""C"": 0.8189}",N,union:heu_like:heu:452:452,YN
event_00153,episode_0026,454,454,"A,C","{A,C}","{""A"": 0.9716, ""C"": 0.8974}",N,union:heu_like:heu:454:454,YN
event_00154,episode_0027,459,461,"A,B","{A,B}","{""A"": 0.9531, ""B"": 0.9611}",X,union:sliding_window:459:461|heu_like:heu:459:461,Y1
event_00155,episode_0027,464,464,"B,C","{B,C}","{""B"": 0.8744, ""C"": 0.8157}",X,union:heu_like:heu:464:464,Y1
event_00156,episode_0027,466,466,"A,B,C","{A,B,C}","{""A"": 0.8391, ""B"": 0.9723, ""C"": 0.8939}",X,union:heu_like:heu:466:466,Y1
event_00157,episode_0027,469,469,"C,D","{C,D}","{""C"": 0.8681, ""D"": 0.8258}",X,union:heu_like:heu:469:469,Y1
event_00158,episode_0027,470,470,"B,D","{B,D}","{""B"": 0.8487, ""D"": 0.9486}",X,union:heu_like:heu:470:470,Y1
event_00159,episode_0027,471,471,"C,D","{C,D}","{""C"": 0.9003, ""D"": 0.9708}",X,union:heu_like:heu:471:471,Y1
event_00160,episode_0028,476,476,"A,B,D","{A,B,D}","{""A"": 0.8, ""B"": 0.8, ""D"": 0.8}",Z,union:heu_like:heu:476:476,Y2
event_00161,episode_0028,476,478,"A,B","{A,B}","{""A"": 0.9692, ""B"": 0.9639}",Z,union:sliding_window:476:478|heu_like:heu:477:478,Y2
event_00162,episode_0028,481,481,"B,E","{B,E}","{""B"": 0.8735, ""E"": 0.8137}",Z,union:heu_like:heu:481:481,Y2
event_00163,episode_0028,483,483,"A,B,E","{A,B,E}","{""A"": 0.8365, ""B"": 0.9723, ""E"": 0.8931}",Z,union:heu_like:heu:483:483,Y2
event_00164,episode_0028,486,488,"E,F","{E,F}","{""E"": 0.9702, ""F"": 0.9562}",Z,union:sliding_window:486:488|heu_like:heu:486:488,Y2
event_00165,episode_0029,493,493,"A,B,D","{A,B,D}","{""A"": 0.8, ""B"": 0.8, ""D"": 0.8}",N,union:heu_like:heu:493:493,YN
event_00166,episode_0029,493,495,"A,B","{A,B}","{""A"": 1.0193, ""B"": 0.9957}",N,union:sliding_window:493:495,YN
event_00167,episode_0029,494,494,"A,B,G","{A,B,G}","{""A"": 0.944, ""B"": 0.944, ""G"": 0.8055}",N,union:heu_like:heu:494:494,YN
event_00168,episode_0029,495,495,"A,B,D","{A,B,D}","{""A"": 0.9699, ""B"": 0.9699, ""D"": 0.8931}",N,union:heu_like:heu:495:495,YN
event_00169,episode_0029,499,499,"A,E,G","{A,E,G}","{""A"": 0.8527, ""E"": 0.8134, ""G"": 0.9629}",N,union:heu_like:heu:499:499,YN
event_00170,episode_0029,500,500,"A,G","{A,G}","{""A"": 0.9535, ""G"": 0.9733}",N,union:heu_like:heu:500:500,YN
event_00171,episode_0029,502,502,"C,D","{C,D}","{""C"": 0.8157, ""D"": 0.8235}",N,union:heu_like:heu:502:502,YN
event_00172,episode_0029,503,505,"D,F","{D,F}","{""D"": 0.9598, ""F"": 0.9512}",N,union:sliding_window:503:505|heu_like:heu:503:503|heu_like:heu:505:505,YN
event_00173,episode_0029,504,504,"A,D,F","{A,D,F}","{""A"": 0.8525, ""D"": 0.9707, ""F"": 0.9611}",N,union:heu_like:heu:504:504,YN
event_00174,episode_0030,510,512,"A,B","{A,B}","{""A"": 0.9778, ""B"": 0.951}",Z,union:sliding_window:510:512|heu_like:heu:510:512,Y2
event_00175,episode_0030,513,513,"B,E","{B,E}","{""B"": 0.9746, ""E"": 0.8134}",Z,union:heu_like:heu:513:513,Y2
