case_id,scale_id,sequence_length,classifier_mode,seed,expectation,episode_count,event_count,transition_count,motif_count,length3_motif_count,length3_support_mass,length3_top_support,length3_top_support_fraction,recurring_length3_fraction,full_sequence_motif_count,full_sequence_support_mass,full_sequence_top_support,full_sequence_top_support_fraction,recurring_full_sequence_fraction,length3_index_status_counts,full_sequence_index_status_counts,length3_background_recurrence_count,length3_ambiguous_evidence_count,full_sequence_background_recurrence_count,full_sequence_ambiguous_evidence_count,repeated_episode_instance_fraction,event_label_redundancy_fraction,transition_redundancy_fraction,compressibility_index,event_history_accuracy,collapsed_static_accuracy,predictive_accuracy_delta,length3_outcome_purity_max,length3_outcome_purity_mean,length3_context_purity_max,length3_context_purity_mean,length3_outcome_entropy_max,length3_context_entropy_max,novelty_failure,failure_modes,evidence_index_failure,evidence_failure_modes,top5_length3_patterns,top5_full_sequence_indexed_patterns
hidden_novelty_alias_collision,small,3,evidence_index,209,hidden_novelty,60,180,120,6,1,60,60,1.0,1.0,1,60,60,1.0,1.0,ambiguous_evidence:1,ambiguous_evidence:1,0,1,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.016667,0.016667,0.016667,0.016667,5.906891,5.906891,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D}","{A,B} -> {B,C} -> {C,D} [ambiguous_evidence]"
contradictory_outcomes,small,3,evidence_index,7,outcome_contradiction,60,180,120,6,1,60,60,1.0,1.0,1,60,60,1.0,1.0,ambiguous_evidence:1,ambiguous_evidence:1,0,1,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.15,0.15,1.0,1.0,2.804936,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D}","{A,B} -> {B,C} -> {C,D} [ambiguous_evidence]"
contradictory_outcomes,small,3,evidence_index,108,outcome_contradiction,60,180,120,6,1,60,60,1.0,1.0,1,60,60,1.0,1.0,ambiguous_evidence:1,ambiguous_evidence:1,0,1,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.15,0.15,1.0,1.0,2.804936,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D}","{A,B} -> {B,C} -> {C,D} [ambiguous_evidence]"
contradictory_outcomes,small,3,evidence_index,209,outcome_contradiction,60,180,120,6,1,60,60,1.0,1.0,1,60,60,1.0,1.0,ambiguous_evidence:1,ambiguous_evidence:1,0,1,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.15,0.15,1.0,1.0,2.804936,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D}","{A,B} -> {B,C} -> {C,D} [ambiguous_evidence]"
random_small_vocab,small,3,evidence_index,7,chance_recurrence,60,180,120,50,6,12,2,0.033333,0.2,6,12,2,0.033333,0.2,episode_template_index:6,episode_template_index:6,0,0,0,0,0.2,0.008495,0.034893,0.081129,0.1,0.111111,0.055556,0.5,0.5,0.5,0.5,1.0,1.0,True,chance_full_sequence_recurrence_overcompressed,True,chance_subsequence_promoted_as_resolved;chance_full_sequence_promoted_as_resolved,"{G,H} -> {B,C} -> {G,H} | {A,B} -> {D,E} -> {G,H} | {D,E} -> {D,E} -> {E,F} | {A,B} -> {F,G} -> {D,E} | {F,G} -> {E,F} -> {E,F}","{G,H} -> {B,C} -> {G,H} [episode_template_index] | {A,B} -> {F,G} -> {D,E} [episode_template_index] | {A,B} -> {D,E} -> {G,H} [episode_template_index] | {A,B} -> {D,E} -> {A,H} [episode_template_index] | {F,G} -> {E,F} -> {E,F} [episode_template_index]"
random_small_vocab,small,3,evidence_index,108,chance_recurrence,60,180,120,46,3,6,2,0.033333,0.1,3,6,2,0.033333,0.1,episode_template_index:3,episode_template_index:3,0,0,0,0,0.1,0.020737,0.039283,0.05334,0.0,0.111111,0.027778,0.5,0.5,0.5,0.5,1.0,1.0,False,,True,chance_subsequence_promoted_as_resolved;chance_full_sequence_promoted_as_resolved,"{A,B} -> {E,F} -> {A,H} | {C,D} -> {E,F} -> {E,F} | {A,B} -> {F,G} -> {E,F}","{A,B} -> {F,G} -> {E,F} [episode_template_index] | {C,D} -> {E,F} -> {E,F} [episode_template_index] | {A,B} -> {E,F} -> {A,H} [episode_template_index]"
random_small_vocab,small,3,evidence_index,209,chance_recurrence,60,180,120,47,4,9,3,0.05,0.15,4,9,3,0.05,0.15,ambiguous_evidence:1;episode_template_index:3,ambiguous_evidence:1;episode_template_index:3,0,1,0,1,0.15,0.014327,0.039406,0.067911,0.375,0.138889,0.083333,0.5,0.458333,0.5,0.458333,1.584963,1.584963,True,chance_full_sequence_recurrence_overcompressed,True,chance_subsequence_promoted_as_resolved;chance_full_sequence_promoted_as_resolved,"{G,H} -> {F,G} -> {F,G} | {F,G} -> {G,H} -> {A,B} | {E,F} -> {E,F} -> {E,F} | {D,E} -> {B,C} -> {D,E}","{G,H} -> {F,G} -> {F,G} [ambiguous_evidence] | {D,E} -> {B,C} -> {D,E} [episode_template_index] | {E,F} -> {E,F} -> {E,F} [episode_template_index] | {F,G} -> {G,H} -> {A,B} [episode_template_index]"
uniform_branching,small,3,evidence_index,7,high_branch_entropy,60,180,120,49,15,44,7,0.116667,0.733333,15,44,7,0.116667,0.733333,ambiguous_evidence:7;episode_template_index:8,ambiguous_evidence:7;episode_template_index:8,0,7,0,7,0.733333,0.118377,0.118662,0.323457,0.277778,0.0,0.222222,0.666667,0.439683,1.0,1.0,2.128085,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,G} -> {I,J} | {A,B} -> {B,I} -> {M,N} | {A,B} -> {B,M} -> {M,N} | {A,B} -> {B,C} -> {G,H} | {A,B} -> {B,K} -> {M,N}","{A,B} -> {B,G} -> {I,J} [ambiguous_evidence] | {A,B} -> {B,I} -> {M,N} [episode_template_index] | {A,B} -> {B,C} -> {G,H} [ambiguous_evidence] | {A,B} -> {B,M} -> {E,F} [ambiguous_evidence] | {A,B} -> {B,K} -> {C,D} [ambiguous_evidence]"
uniform_branching,small,3,evidence_index,108,high_branch_entropy,60,180,120,51,16,44,5,0.083333,0.733333,16,44,5,0.083333,0.733333,ambiguous_evidence:3;episode_template_index:13,ambiguous_evidence:3;episode_template_index:13,0,3,0,3,0.733333,0.115204,0.111407,0.319981,0.166667,0.0,0.166667,1.0,0.507292,1.0,1.0,2.321928,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,K} -> {I,J} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,I} -> {G,H} | {A,B} -> {B,M} -> {I,J} | {A,B} -> {B,C} -> {M,N}","{A,B} -> {B,K} -> {I,J} [ambiguous_evidence] | {A,B} -> {B,I} -> {G,H} [episode_template_index] | {A,B} -> {B,C} -> {E,F} [episode_template_index] | {A,B} -> {B,M} -> {I,J} [ambiguous_evidence] | {A,B} -> {B,M} -> {K,L} [episode_template_index]"
uniform_branching,small,3,evidence_index,209,high_branch_entropy,60,180,120,51,16,48,6,0.1,0.8,16,48,6,0.1,0.8,ambiguous_evidence:3;episode_template_index:13,ambiguous_evidence:3;episode_template_index:13,0,3,0,3,0.8,0.129074,0.107546,0.34554,0.111111,0.0,0.083333,1.0,0.551042,1.0,1.0,1.584963,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,I} -> {K,L} | {A,B} -> {B,M} -> {G,H} | {A,B} -> {B,G} -> {C,D} | {A,B} -> {B,K} -> {K,L} | {A,B} -> {B,K} -> {I,J}","{A,B} -> {B,I} -> {K,L} [episode_template_index] | {A,B} -> {B,M} -> {G,H} [ambiguous_evidence] | {A,B} -> {B,G} -> {C,D} [episode_template_index] | {A,B} -> {B,K} -> {K,L} [episode_template_index] | {A,B} -> {B,C} -> {C,D} [episode_template_index]"
unique_triplets,small,5,evidence_index,7,no_recurrence,60,300,240,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
unique_triplets,small,5,evidence_index,108,no_recurrence,60,300,240,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
unique_triplets,small,5,evidence_index,209,no_recurrence,60,300,240,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,small,5,evidence_index,7,partial_recurrence_only,60,300,240,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.21867,0.0,0.07289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,small,5,evidence_index,108,partial_recurrence_only,60,300,240,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.21867,0.0,0.07289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,small,5,evidence_index,209,partial_recurrence_only,60,300,240,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.21867,0.0,0.07289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,small,5,evidence_index,7,partial_recurrence_only,60,300,240,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.109372,0.0,0.036457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,small,5,evidence_index,108,partial_recurrence_only,60,300,240,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.109372,0.0,0.036457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,small,5,evidence_index,209,partial_recurrence_only,60,300,240,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.109372,0.0,0.036457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
hidden_novelty_alias_collision,small,5,evidence_index,7,hidden_novelty,60,300,240,13,3,180,60,0.333333,1.0,1,60,60,1.0,1.0,ambiguous_evidence:3,ambiguous_evidence:1,0,3,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.016667,0.016667,0.016667,0.016667,5.906891,5.906891,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F}","{A,B} -> {B,C} -> {C,D} -> {D,E} -> {E,F} [ambiguous_evidence]"
hidden_novelty_alias_collision,small,5,evidence_index,108,hidden_novelty,60,300,240,13,3,180,60,0.333333,1.0,1,60,60,1.0,1.0,ambiguous_evidence:3,ambiguous_evidence:1,0,3,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.016667,0.016667,0.016667,0.016667,5.906891,5.906891,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F}","{A,B} -> {B,C} -> {C,D} -> {D,E} -> {E,F} [ambiguous_evidence]"
hidden_novelty_alias_collision,small,5,evidence_index,209,hidden_novelty,60,300,240,13,3,180,60,0.333333,1.0,1,60,60,1.0,1.0,ambiguous_evidence:3,ambiguous_evidence:1,0,3,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.016667,0.016667,0.016667,0.016667,5.906891,5.906891,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F}","{A,B} -> {B,C} -> {C,D} -> {D,E} -> {E,F} [ambiguous_evidence]"
contradictory_outcomes,small,5,evidence_index,7,outcome_contradiction,60,300,240,13,3,180,60,0.333333,1.0,1,60,60,1.0,1.0,ambiguous_evidence:3,ambiguous_evidence:1,0,3,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.15,0.15,1.0,1.0,2.804936,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F}","{A,B} -> {B,C} -> {C,D} -> {D,E} -> {E,F} [ambiguous_evidence]"
contradictory_outcomes,small,5,evidence_index,108,outcome_contradiction,60,300,240,13,3,180,60,0.333333,1.0,1,60,60,1.0,1.0,ambiguous_evidence:3,ambiguous_evidence:1,0,3,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.15,0.15,1.0,1.0,2.804936,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F}","{A,B} -> {B,C} -> {C,D} -> {D,E} -> {E,F} [ambiguous_evidence]"
contradictory_outcomes,small,5,evidence_index,209,outcome_contradiction,60,300,240,13,3,180,60,0.333333,1.0,1,60,60,1.0,1.0,ambiguous_evidence:3,ambiguous_evidence:1,0,3,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.15,0.15,1.0,1.0,2.804936,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F}","{A,B} -> {B,C} -> {C,D} -> {D,E} -> {E,F} [ambiguous_evidence]"
random_small_vocab,small,5,evidence_index,7,chance_recurrence,60,300,240,86,21,43,3,0.016667,0.238889,0,0,0,0.0,0.0,ambiguous_evidence:1;branching_fragment:2;retrieval_index:18,,0,1,0,0,0.0,0.006378,0.030213,0.091826,0.088889,0.111111,0.0,1.0,0.515873,1.0,0.515873,1.584963,1.584963,False,,True,chance_subsequence_promoted_as_resolved,"{F,G} -> {E,F} -> {E,F} | {G,H} -> {B,C} -> {G,H} | {E,F} -> {E,F} -> {A,H} | {E,F} -> {A,H} -> {G,H} | {G,H} -> {F,G} -> {E,F}",
random_small_vocab,small,5,evidence_index,108,chance_recurrence,60,300,240,92,30,67,4,0.022222,0.372222,0,0,0,0.0,0.0,ambiguous_evidence:5;branching_fragment:1;retrieval_index:24,,0,5,0,0,0.0,0.006896,0.034343,0.13782,0.088889,0.125,-0.027778,0.666667,0.475,0.666667,0.475,2.0,2.0,False,,True,chance_subsequence_promoted_as_resolved,"{G,H} -> {C,D} -> {E,F} | {A,B} -> {A,B} -> {D,E} | {C,D} -> {A,B} -> {C,D} | {C,D} -> {E,F} -> {C,D} | {C,D} -> {A,H} -> {B,C}",
random_small_vocab,small,5,evidence_index,209,chance_recurrence,60,300,240,89,25,51,3,0.016667,0.283333,0,0,0,0.0,0.0,ambiguous_evidence:1;branching_fragment:2;retrieval_index:22,,0,1,0,0,0.0,0.005262,0.026585,0.10506,0.116279,0.152778,-0.083333,0.5,0.493333,0.5,0.493333,1.584963,1.584963,False,,True,chance_subsequence_promoted_as_resolved,"{E,F} -> {D,E} -> {D,E} | {F,G} -> {A,H} -> {A,B} | {F,G} -> {G,H} -> {A,B} | {G,H} -> {A,B} -> {B,C} | {A,B} -> {G,H} -> {A,B}",
uniform_branching,small,5,evidence_index,7,high_branch_entropy,60,300,240,105,32,76,5,0.027778,0.422222,0,0,0,0.0,0.0,ambiguous_evidence:7;branching_fragment:7;retrieval_index:18,,0,7,0,0,0.0,0.035158,0.055468,0.170949,0.111111,0.013889,0.111111,0.5,0.451562,1.0,1.0,2.321928,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,G} -> {I,J} | {A,B} -> {B,C} -> {G,H} | {A,B} -> {B,K} -> {C,D} | {A,B} -> {B,G} -> {M,N} | {A,B} -> {B,M} -> {E,F}",
uniform_branching,small,5,evidence_index,108,high_branch_entropy,60,300,240,97,29,73,6,0.033333,0.405556,0,0,0,0.0,0.0,ambiguous_evidence:5;branching_fragment:9;retrieval_index:15,,0,5,0,0,0.0,0.037574,0.055769,0.166299,0.166667,0.027778,0.111111,1.0,0.520115,1.0,1.0,2.584963,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,K} -> {I,J} | {A,B} -> {B,E} -> {I,J} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,M} -> {I,J} | {A,B} -> {B,G} -> {M,N}",
uniform_branching,small,5,evidence_index,209,high_branch_entropy,60,300,240,99,30,73,5,0.027778,0.405556,0,0,0,0.0,0.0,ambiguous_evidence:7;branching_fragment:7;retrieval_index:16,,0,7,0,0,0.0,0.036864,0.056175,0.166198,0.073171,0.0,0.138889,1.0,0.487222,1.0,1.0,2.321928,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,M} -> {E,F} | {A,B} -> {B,M} -> {G,H} | {A,B} -> {B,G} -> {M,N} | {A,B} -> {B,E} -> {K,L} | {I,J} -> {B,G} -> {C,D}",
unique_triplets,small,8,evidence_index,7,no_recurrence,60,480,420,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
unique_triplets,small,8,evidence_index,108,no_recurrence,60,480,420,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
unique_triplets,small,8,evidence_index,209,no_recurrence,60,480,420,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,small,8,evidence_index,7,partial_recurrence_only,60,480,420,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.125847,0.0,0.041949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,small,8,evidence_index,108,partial_recurrence_only,60,480,420,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.125847,0.0,0.041949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,small,8,evidence_index,209,partial_recurrence_only,60,480,420,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.125847,0.0,0.041949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,small,8,evidence_index,7,partial_recurrence_only,60,480,420,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.062992,0.0,0.020997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,small,8,evidence_index,108,partial_recurrence_only,60,480,420,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.062992,0.0,0.020997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,small,8,evidence_index,209,partial_recurrence_only,60,480,420,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.062992,0.0,0.020997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
hidden_novelty_alias_collision,small,8,evidence_index,7,hidden_novelty,60,480,420,22,6,360,60,0.166667,1.0,1,60,60,1.0,1.0,ambiguous_evidence:6,ambiguous_evidence:1,0,6,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.016667,0.016667,0.016667,0.016667,5.906891,5.906891,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F} | {D,E} -> {E,F} -> {F,G} | {E,F} -> {F,G} -> {G,H}","{A,B} -> {B,C} -> {C,D} -> {D,E} -> {E,F} -> {F,G} -> {G,H} -> {H,I} [ambiguous_evidence]"
hidden_novelty_alias_collision,small,8,evidence_index,108,hidden_novelty,60,480,420,22,6,360,60,0.166667,1.0,1,60,60,1.0,1.0,ambiguous_evidence:6,ambiguous_evidence:1,0,6,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.016667,0.016667,0.016667,0.016667,5.906891,5.906891,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F} | {D,E} -> {E,F} -> {F,G} | {E,F} -> {F,G} -> {G,H}","{A,B} -> {B,C} -> {C,D} -> {D,E} -> {E,F} -> {F,G} -> {G,H} -> {H,I} [ambiguous_evidence]"
hidden_novelty_alias_collision,small,8,evidence_index,209,hidden_novelty,60,480,420,22,6,360,60,0.166667,1.0,1,60,60,1.0,1.0,ambiguous_evidence:6,ambiguous_evidence:1,0,6,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.016667,0.016667,0.016667,0.016667,5.906891,5.906891,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F} | {D,E} -> {E,F} -> {F,G} | {E,F} -> {F,G} -> {G,H}","{A,B} -> {B,C} -> {C,D} -> {D,E} -> {E,F} -> {F,G} -> {G,H} -> {H,I} [ambiguous_evidence]"
contradictory_outcomes,small,8,evidence_index,7,outcome_contradiction,60,480,420,22,6,360,60,0.166667,1.0,1,60,60,1.0,1.0,ambiguous_evidence:6,ambiguous_evidence:1,0,6,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.15,0.15,1.0,1.0,2.804936,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F} | {D,E} -> {E,F} -> {F,G} | {E,F} -> {F,G} -> {G,H}","{A,B} -> {B,C} -> {C,D} -> {D,E} -> {E,F} -> {F,G} -> {G,H} -> {H,I} [ambiguous_evidence]"
contradictory_outcomes,small,8,evidence_index,108,outcome_contradiction,60,480,420,22,6,360,60,0.166667,1.0,1,60,60,1.0,1.0,ambiguous_evidence:6,ambiguous_evidence:1,0,6,0,1,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.15,0.15,1.0,1.0,2.804936,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F} | {D,E} -> {E,F} -> {F,G} | {E,F} -> {F,G} -> {G,H}","{A,B} -> {B,C} -> {C,D} -> {D,E} -> {E,F} -> {F,G} -> {G,H} -> {H,I} [ambiguous_evidence]"
