from_event,to_event,delta_t,shared_participants,changed_participants,weight,episode_id,context,from_label,to_label
event_00048,event_00049,3,B,"A,E",1,episode_0016,Z,"{A,B}","{B,E}"
event_00049,event_00050,3,E,"B,F",1,episode_0016,Z,"{B,E}","{E,F}"
event_00051,event_00052,3,,"A,B,E,H",1,episode_0017,N,"{A,H}","{B,E}"
event_00052,event_00053,3,,"B,C,D,E",1,episode_0017,N,"{B,E}","{C,D}"
event_00054,event_00055,3,B,"A,C",1,episode_0018,X,"{A,B}","{B,C}"
event_00055,event_00056,3,C,"B,D",1,episode_0018,X,"{B,C}","{C,D}"
event_00057,event_00058,3,B,"A,E",1,episode_0019,Z,"{A,B}","{B,E}"
event_00058,event_00059,3,E,"B,F",1,episode_0019,Z,"{B,E}","{E,F}"
event_00060,event_00061,3,,"A,B,G,H",1,episode_0020,N,"{G,H}","{A,B}"
event_00061,event_00062,3,,"A,B,C,G",1,episode_0020,N,"{A,B}","{C,G}"
event_00063,event_00064,3,B,"A,C",1,episode_0021,X,"{A,B}","{B,C}"
event_00064,event_00065,3,C,"B,D",1,episode_0021,X,"{B,C}","{C,D}"
event_00066,event_00067,3,B,"A,E",1,episode_0022,Z,"{A,B}","{B,E}"
event_00067,event_00068,3,E,"B,F",1,episode_0022,Z,"{B,E}","{E,F}"
event_00069,event_00070,3,D,"F,G",1,episode_0023,N,"{D,F}","{D,G}"
event_00070,event_00071,3,G,"D,H",1,episode_0023,N,"{D,G}","{G,H}"
event_00072,event_00073,3,B,"A,E",1,episode_0024,Z,"{A,B}","{B,E}"
event_00073,event_00074,3,E,"B,F",1,episode_0024,Z,"{B,E}","{E,F}"
event_00075,event_00076,3,B,"A,C",1,episode_0025,X,"{A,B}","{B,C}"
event_00076,event_00077,3,C,"B,D",1,episode_0025,X,"{B,C}","{C,D}"
event_00078,event_00079,3,,"A,B,D,H",1,episode_0026,N,"{D,H}","{A,B}"
event_00079,event_00080,3,"A,B",,1,episode_0026,N,"{A,B}","{A,B}"
event_00081,event_00082,3,B,"A,E",1,episode_0027,Z,"{A,B}","{B,E}"
event_00082,event_00083,3,E,"B,F",1,episode_0027,Z,"{B,E}","{E,F}"
event_00084,event_00085,3,B,"A,C",1,episode_0028,X,"{A,B}","{B,C}"
event_00085,event_00086,3,C,"B,D",1,episode_0028,X,"{B,C}","{C,D}"
event_00087,event_00088,3,,"A,E,G,H",1,episode_0029,N,"{E,H}","{A,G}"
event_00088,event_00089,3,A,"B,G",1,episode_0029,N,"{A,G}","{A,B}"
event_00090,event_00091,3,B,"A,C",1,episode_0030,X,"{A,B}","{B,C}"
event_00091,event_00092,3,C,"B,D",1,episode_0030,X,"{B,C}","{C,D}"
event_00093,event_00094,3,B,"A,E",1,episode_0031,Z,"{A,B}","{B,E}"
event_00094,event_00095,3,E,"B,F",1,episode_0031,Z,"{B,E}","{E,F}"
event_00096,event_00097,3,A,"E,G",1,episode_0032,N,"{A,G}","{A,E}"
event_00097,event_00098,3,A,"E,F",1,episode_0032,N,"{A,E}","{A,F}"
event_00099,event_00100,3,B,"A,C",1,episode_0033,X,"{A,B}","{B,C}"
event_00100,event_00101,3,C,"B,D",1,episode_0033,X,"{B,C}","{C,D}"
event_00102,event_00103,3,B,"A,E",1,episode_0034,Z,"{A,B}","{B,E}"
event_00103,event_00104,3,E,"B,F",1,episode_0034,Z,"{B,E}","{E,F}"
event_00105,event_00106,3,,"A,B,E,F",1,episode_0035,N,"{A,F}","{B,E}"
event_00106,event_00107,3,,"B,E,F,G",1,episode_0035,N,"{B,E}","{F,G}"
event_00108,event_00109,3,B,"A,E",1,episode_0036,Z,"{A,B}","{B,E}"
event_00109,event_00110,3,E,"B,F",1,episode_0036,Z,"{B,E}","{E,F}"
event_00111,event_00112,3,B,"A,C",1,episode_0037,X,"{A,B}","{B,C}"
event_00112,event_00113,3,C,"B,D",1,episode_0037,X,"{B,C}","{C,D}"
event_00114,event_00115,3,,"A,C,F,H",1,episode_0038,N,"{C,F}","{A,H}"
event_00115,event_00116,3,A,"G,H",1,episode_0038,N,"{A,H}","{A,G}"
event_00117,event_00118,3,B,"A,C",1,episode_0039,X,"{A,B}","{B,C}"
event_00118,event_00119,3,C,"B,D",1,episode_0039,X,"{B,C}","{C,D}"
event_00120,event_00121,3,B,"A,E",1,episode_0040,Z,"{A,B}","{B,E}"
event_00121,event_00122,3,E,"B,F",1,episode_0040,Z,"{B,E}","{E,F}"
event_00123,event_00124,3,C,"D,E",1,episode_0041,N,"{C,E}","{C,D}"
event_00124,event_00125,3,,"A,C,D,F",1,episode_0041,N,"{C,D}","{A,F}"
event_00126,event_00127,3,B,"A,C",1,episode_0042,X,"{A,B}","{B,C}"
event_00127,event_00128,3,C,"B,D",1,episode_0042,X,"{B,C}","{C,D}"
event_00129,event_00130,3,B,"A,E",1,episode_0043,Z,"{A,B}","{B,E}"
event_00130,event_00131,3,E,"B,F",1,episode_0043,Z,"{B,E}","{E,F}"
event_00132,event_00133,3,,"A,B,C,G",1,episode_0044,N,"{B,G}","{A,C}"
event_00133,event_00134,3,,"A,C,E,F",1,episode_0044,N,"{A,C}","{E,F}"
event_00135,event_00136,3,B,"A,C",1,episode_0045,X,"{A,B}","{B,C}"
event_00136,event_00137,3,C,"B,D",1,episode_0045,X,"{B,C}","{C,D}"
event_00138,event_00139,3,B,"A,E",1,episode_0046,Z,"{A,B}","{B,E}"
event_00139,event_00140,3,E,"B,F",1,episode_0046,Z,"{B,E}","{E,F}"
event_00141,event_00142,3,,"A,B,F,H",1,episode_0047,N,"{A,B}","{F,H}"
event_00142,event_00143,3,,"C,D,F,H",1,episode_0047,N,"{F,H}","{C,D}"
event_00144,event_00145,3,B,"A,E",1,episode_0048,Z,"{A,B}","{B,E}"
event_00145,event_00146,3,E,"B,F",1,episode_0048,Z,"{B,E}","{E,F}"
event_00147,event_00148,3,B,"A,C",1,episode_0049,X,"{A,B}","{B,C}"
event_00148,event_00149,3,C,"B,D",1,episode_0049,X,"{B,C}","{C,D}"
event_00150,event_00151,3,F,"D,E",1,episode_0050,N,"{D,F}","{E,F}"
event_00151,event_00152,3,F,"E,G",1,episode_0050,N,"{E,F}","{F,G}"
event_00153,event_00154,3,B,"A,E",1,episode_0051,Z,"{A,B}","{B,E}"
event_00154,event_00155,3,E,"B,F",1,episode_0051,Z,"{B,E}","{E,F}"
event_00156,event_00157,3,B,"A,C",1,episode_0052,X,"{A,B}","{B,C}"
event_00157,event_00158,3,C,"B,D",1,episode_0052,X,"{B,C}","{C,D}"
event_00159,event_00160,3,,"A,C,G,H",1,episode_0053,N,"{A,G}","{C,H}"
event_00160,event_00161,3,,"C,E,F,H",1,episode_0053,N,"{C,H}","{E,F}"
event_00162,event_00163,3,B,"A,C",1,episode_0054,X,"{A,B}","{B,C}"
event_00163,event_00164,3,C,"B,D",1,episode_0054,X,"{B,C}","{C,D}"
event_00165,event_00166,3,B,"A,E",1,episode_0055,Z,"{A,B}","{B,E}"
event_00166,event_00167,3,E,"B,F",1,episode_0055,Z,"{B,E}","{E,F}"
event_00168,event_00169,3,,"A,B,D,G",1,episode_0056,N,"{A,G}","{B,D}"
event_00169,event_00170,3,D,"B,E",1,episode_0056,N,"{B,D}","{D,E}"
event_00171,event_00172,3,B,"A,C",1,episode_0057,X,"{A,B}","{B,C}"
event_00172,event_00173,3,C,"B,D",1,episode_0057,X,"{B,C}","{C,D}"
event_00174,event_00175,3,B,"A,E",1,episode_0058,Z,"{A,B}","{B,E}"
event_00175,event_00176,3,E,"B,F",1,episode_0058,Z,"{B,E}","{E,F}"
event_00177,event_00178,3,G,"E,F",1,episode_0059,N,"{E,G}","{F,G}"
event_00178,event_00179,3,,"D,E,F,G",1,episode_0059,N,"{F,G}","{D,E}"
event_00180,event_00181,3,B,"A,C",1,episode_0060,X,"{A,B}","{B,C}"
event_00181,event_00182,3,C,"B,D",1,episode_0060,X,"{B,C}","{C,D}"
event_00183,event_00184,3,B,"A,E",1,episode_0061,Z,"{A,B}","{B,E}"
event_00184,event_00185,3,E,"B,F",1,episode_0061,Z,"{B,E}","{E,F}"
event_00186,event_00187,3,B,"A,C",1,episode_0062,X,"{A,B}","{B,C}"
event_00187,event_00188,3,C,"B,D",1,episode_0062,X,"{B,C}","{C,D}"
event_00189,event_00190,3,B,"A,E",1,episode_0063,Z,"{A,B}","{B,E}"
event_00190,event_00191,3,E,"B,F",1,episode_0063,Z,"{B,E}","{E,F}"
event_00192,event_00193,3,B,"A,E",1,episode_0064,Z,"{A,B}","{B,E}"
event_00193,event_00194,3,E,"B,F",1,episode_0064,Z,"{B,E}","{E,F}"
event_00195,event_00196,3,B,"A,C",1,episode_0065,X,"{A,B}","{B,C}"
event_00196,event_00197,3,C,"B,D",1,episode_0065,X,"{B,C}","{C,D}"
event_00198,event_00199,3,B,"A,E",1,episode_0066,Z,"{A,B}","{B,E}"
event_00199,event_00200,3,E,"B,F",1,episode_0066,Z,"{B,E}","{E,F}"
event_00201,event_00202,3,B,"A,C",1,episode_0067,X,"{A,B}","{B,C}"
event_00202,event_00203,3,C,"B,D",1,episode_0067,X,"{B,C}","{C,D}"
event_00204,event_00205,3,B,"A,C",1,episode_0068,X,"{A,B}","{B,C}"
event_00205,event_00206,3,C,"B,D",1,episode_0068,X,"{B,C}","{C,D}"
event_00207,event_00208,3,B,"A,E",1,episode_0069,Z,"{A,B}","{B,E}"
event_00208,event_00209,3,E,"B,F",1,episode_0069,Z,"{B,E}","{E,F}"
event_00210,event_00211,3,B,"A,C",1,episode_0070,X,"{A,B}","{B,C}"
event_00211,event_00212,3,C,"B,D",1,episode_0070,X,"{B,C}","{C,D}"
event_00213,event_00214,3,B,"A,E",1,episode_0071,Z,"{A,B}","{B,E}"
event_00214,event_00215,3,E,"B,F",1,episode_0071,Z,"{B,E}","{E,F}"
event_00216,event_00217,3,B,"A,C",1,episode_0072,X,"{A,B}","{B,C}"
event_00217,event_00218,3,C,"B,D",1,episode_0072,X,"{B,C}","{C,D}"
event_00219,event_00220,3,B,"A,E",1,episode_0073,Z,"{A,B}","{B,E}"
event_00220,event_00221,3,E,"B,F",1,episode_0073,Z,"{B,E}","{E,F}"
event_00222,event_00223,3,B,"A,C",1,episode_0074,X,"{A,B}","{B,C}"
event_00223,event_00224,3,C,"B,D",1,episode_0074,X,"{B,C}","{C,D}"
event_00225,event_00226,3,B,"A,E",1,episode_0075,Z,"{A,B}","{B,E}"
event_00226,event_00227,3,E,"B,F",1,episode_0075,Z,"{B,E}","{E,F}"
event_00228,event_00229,3,B,"A,C",1,episode_0076,X,"{A,B}","{B,C}"
event_00229,event_00230,3,C,"B,D",1,episode_0076,X,"{B,C}","{C,D}"
event_00231,event_00232,3,B,"A,E",1,episode_0077,Z,"{A,B}","{B,E}"
event_00232,event_00233,3,E,"B,F",1,episode_0077,Z,"{B,E}","{E,F}"
event_00234,event_00235,3,B,"A,E",1,episode_0078,Z,"{A,B}","{B,E}"
event_00235,event_00236,3,E,"B,F",1,episode_0078,Z,"{B,E}","{E,F}"
event_00237,event_00238,3,B,"A,C",1,episode_0079,X,"{A,B}","{B,C}"
event_00238,event_00239,3,C,"B,D",1,episode_0079,X,"{B,C}","{C,D}"
event_00240,event_00241,3,B,"A,E",1,episode_0080,Z,"{A,B}","{B,E}"
event_00241,event_00242,3,E,"B,F",1,episode_0080,Z,"{B,E}","{E,F}"
event_00243,event_00244,3,B,"A,C",1,episode_0081,X,"{A,B}","{B,C}"
event_00244,event_00245,3,C,"B,D",1,episode_0081,X,"{B,C}","{C,D}"
event_00246,event_00247,3,B,"A,E",1,episode_0082,Z,"{A,B}","{B,E}"
event_00247,event_00248,3,E,"B,F",1,episode_0082,Z,"{B,E}","{E,F}"
event_00249,event_00250,3,B,"A,C",1,episode_0083,X,"{A,B}","{B,C}"
event_00250,event_00251,3,C,"B,D",1,episode_0083,X,"{B,C}","{C,D}"
event_00252,event_00253,3,B,"A,E",1,episode_0084,Z,"{A,B}","{B,E}"
event_00253,event_00254,3,E,"B,F",1,episode_0084,Z,"{B,E}","{E,F}"
event_00255,event_00256,3,B,"A,C",1,episode_0085,X,"{A,B}","{B,C}"
event_00256,event_00257,3,C,"B,D",1,episode_0085,X,"{B,C}","{C,D}"
event_00258,event_00259,3,B,"A,E",1,episode_0086,Z,"{A,B}","{B,E}"
event_00259,event_00260,3,E,"B,F",1,episode_0086,Z,"{B,E}","{E,F}"
event_00261,event_00262,3,B,"A,C",1,episode_0087,X,"{A,B}","{B,C}"
event_00262,event_00263,3,C,"B,D",1,episode_0087,X,"{B,C}","{C,D}"
event_00264,event_00265,3,B,"A,C",1,episode_0088,X,"{A,B}","{B,C}"
event_00265,event_00266,3,C,"B,D",1,episode_0088,X,"{B,C}","{C,D}"
event_00267,event_00268,3,B,"A,E",1,episode_0089,Z,"{A,B}","{B,E}"
event_00268,event_00269,3,E,"B,F",1,episode_0089,Z,"{B,E}","{E,F}"
event_00270,event_00271,3,B,"A,C",1,episode_0090,X,"{A,B}","{B,C}"
event_00271,event_00272,3,C,"B,D",1,episode_0090,X,"{B,C}","{C,D}"
event_00273,event_00274,3,B,"A,E",1,episode_0091,Z,"{A,B}","{B,E}"
event_00274,event_00275,3,E,"B,F",1,episode_0091,Z,"{B,E}","{E,F}"
event_00276,event_00277,3,B,"A,E",1,episode_0092,Z,"{A,B}","{B,E}"
event_00277,event_00278,3,E,"B,F",1,episode_0092,Z,"{B,E}","{E,F}"
event_00279,event_00280,3,B,"A,C",1,episode_0093,X,"{A,B}","{B,C}"
event_00280,event_00281,3,C,"B,D",1,episode_0093,X,"{B,C}","{C,D}"
event_00282,event_00283,3,B,"A,C",1,episode_0094,X,"{A,B}","{B,C}"
event_00283,event_00284,3,C,"B,D",1,episode_0094,X,"{B,C}","{C,D}"
event_00285,event_00286,3,B,"A,E",1,episode_0095,Z,"{A,B}","{B,E}"
event_00286,event_00287,3,E,"B,F",1,episode_0095,Z,"{B,E}","{E,F}"
event_00288,event_00289,3,B,"A,C",1,episode_0096,X,"{A,B}","{B,C}"
event_00289,event_00290,3,C,"B,D",1,episode_0096,X,"{B,C}","{C,D}"
event_00291,event_00292,3,B,"A,E",1,episode_0097,Z,"{A,B}","{B,E}"
event_00292,event_00293,3,E,"B,F",1,episode_0097,Z,"{B,E}","{E,F}"
event_00294,event_00295,3,B,"A,C",1,episode_0098,X,"{A,B}","{B,C}"
event_00295,event_00296,3,C,"B,D",1,episode_0098,X,"{B,C}","{C,D}"
event_00297,event_00298,3,B,"A,E",1,episode_0099,Z,"{A,B}","{B,E}"
event_00298,event_00299,3,E,"B,F",1,episode_0099,Z,"{B,E}","{E,F}"
event_00300,event_00301,3,B,"A,E",1,episode_0100,Z,"{A,B}","{B,E}"
event_00301,event_00302,3,E,"B,F",1,episode_0100,Z,"{B,E}","{E,F}"
event_00303,event_00304,3,B,"A,C",1,episode_0101,X,"{A,B}","{B,C}"
event_00304,event_00305,3,C,"B,D",1,episode_0101,X,"{B,C}","{C,D}"
event_00306,event_00307,3,B,"A,C",1,episode_0102,X,"{A,B}","{B,C}"
event_00307,event_00308,3,C,"B,D",1,episode_0102,X,"{B,C}","{C,D}"
event_00309,event_00310,3,B,"A,E",1,episode_0103,Z,"{A,B}","{B,E}"
event_00310,event_00311,3,E,"B,F",1,episode_0103,Z,"{B,E}","{E,F}"
event_00312,event_00313,3,B,"A,E",1,episode_0104,Z,"{A,B}","{B,E}"
event_00313,event_00314,3,E,"B,F",1,episode_0104,Z,"{B,E}","{E,F}"
event_00315,event_00316,3,B,"A,C",1,episode_0105,X,"{A,B}","{B,C}"
event_00316,event_00317,3,C,"B,D",1,episode_0105,X,"{B,C}","{C,D}"
event_00318,event_00319,3,B,"A,C",1,episode_0106,X,"{A,B}","{B,C}"
event_00319,event_00320,3,C,"B,D",1,episode_0106,X,"{B,C}","{C,D}"
event_00321,event_00322,3,B,"A,E",1,episode_0107,Z,"{A,B}","{B,E}"
event_00322,event_00323,3,E,"B,F",1,episode_0107,Z,"{B,E}","{E,F}"
event_00324,event_00325,3,B,"A,C",1,episode_0108,X,"{A,B}","{B,C}"
event_00325,event_00326,3,C,"B,D",1,episode_0108,X,"{B,C}","{C,D}"
event_00327,event_00328,3,B,"A,E",1,episode_0109,Z,"{A,B}","{B,E}"
event_00328,event_00329,3,E,"B,F",1,episode_0109,Z,"{B,E}","{E,F}"
event_00330,event_00331,3,B,"A,E",1,episode_0110,Z,"{A,B}","{B,E}"
event_00331,event_00332,3,E,"B,F",1,episode_0110,Z,"{B,E}","{E,F}"
event_00333,event_00334,3,B,"A,C",1,episode_0111,X,"{A,B}","{B,C}"
event_00334,event_00335,3,C,"B,D",1,episode_0111,X,"{B,C}","{C,D}"
event_00336,event_00337,3,B,"A,E",1,episode_0112,Z,"{A,B}","{B,E}"
event_00337,event_00338,3,E,"B,F",1,episode_0112,Z,"{B,E}","{E,F}"
event_00339,event_00340,3,B,"A,C",1,episode_0113,X,"{A,B}","{B,C}"
event_00340,event_00341,3,C,"B,D",1,episode_0113,X,"{B,C}","{C,D}"
event_00342,event_00343,3,B,"A,E",1,episode_0114,Z,"{A,B}","{B,E}"
event_00343,event_00344,3,E,"B,F",1,episode_0114,Z,"{B,E}","{E,F}"
event_00345,event_00346,3,B,"A,C",1,episode_0115,X,"{A,B}","{B,C}"
event_00346,event_00347,3,C,"B,D",1,episode_0115,X,"{B,C}","{C,D}"
event_00348,event_00349,3,B,"A,C",1,episode_0116,X,"{A,B}","{B,C}"
event_00349,event_00350,3,C,"B,D",1,episode_0116,X,"{B,C}","{C,D}"
event_00351,event_00352,3,B,"A,E",1,episode_0117,Z,"{A,B}","{B,E}"
event_00352,event_00353,3,E,"B,F",1,episode_0117,Z,"{B,E}","{E,F}"
event_00354,event_00355,3,B,"A,E",1,episode_0118,Z,"{A,B}","{B,E}"
event_00355,event_00356,3,E,"B,F",1,episode_0118,Z,"{B,E}","{E,F}"
event_00357,event_00358,3,B,"A,C",1,episode_0119,X,"{A,B}","{B,C}"
event_00358,event_00359,3,C,"B,D",1,episode_0119,X,"{B,C}","{C,D}"
event_00360,event_00361,3,B,"A,C",1,episode_0120,X,"{A,B}","{B,C}"
event_00361,event_00362,3,C,"B,D",1,episode_0120,X,"{B,C}","{C,D}"
event_00363,event_00364,3,B,"A,E",1,episode_0121,Z,"{A,B}","{B,E}"
event_00364,event_00365,3,E,"B,F",1,episode_0121,Z,"{B,E}","{E,F}"
event_00366,event_00367,3,B,"A,C",1,episode_0122,X,"{A,B}","{B,C}"
event_00367,event_00368,3,C,"B,D",1,episode_0122,X,"{B,C}","{C,D}"
event_00369,event_00370,3,B,"A,E",1,episode_0123,Z,"{A,B}","{B,E}"
event_00370,event_00371,3,E,"B,F",1,episode_0123,Z,"{B,E}","{E,F}"
event_00372,event_00373,3,B,"A,E",1,episode_0124,Z,"{A,B}","{B,E}"
event_00373,event_00374,3,E,"B,F",1,episode_0124,Z,"{B,E}","{E,F}"
event_00375,event_00376,3,B,"A,C",1,episode_0125,X,"{A,B}","{B,C}"
event_00376,event_00377,3,C,"B,D",1,episode_0125,X,"{B,C}","{C,D}"
event_00378,event_00379,3,B,"A,C",1,episode_0126,X,"{A,B}","{B,C}"
event_00379,event_00380,3,C,"B,D",1,episode_0126,X,"{B,C}","{C,D}"
event_00381,event_00382,3,B,"A,E",1,episode_0127,Z,"{A,B}","{B,E}"
event_00382,event_00383,3,E,"B,F",1,episode_0127,Z,"{B,E}","{E,F}"
event_00384,event_00385,3,B,"A,E",1,episode_0128,Z,"{A,B}","{B,E}"
event_00385,event_00386,3,E,"B,F",1,episode_0128,Z,"{B,E}","{E,F}"
event_00387,event_00388,3,B,"A,C",1,episode_0129,X,"{A,B}","{B,C}"
event_00388,event_00389,3,C,"B,D",1,episode_0129,X,"{B,C}","{C,D}"
event_00390,event_00391,3,B,"A,C",1,episode_0130,X,"{A,B}","{B,C}"
event_00391,event_00392,3,C,"B,D",1,episode_0130,X,"{B,C}","{C,D}"
event_00393,event_00394,3,B,"A,E",1,episode_0131,Z,"{A,B}","{B,E}"
event_00394,event_00395,3,E,"B,F",1,episode_0131,Z,"{B,E}","{E,F}"
event_00396,event_00397,3,B,"A,C",1,episode_0132,X,"{A,B}","{B,C}"
event_00397,event_00398,3,C,"B,D",1,episode_0132,X,"{B,C}","{C,D}"
event_00399,event_00400,3,B,"A,E",1,episode_0133,Z,"{A,B}","{B,E}"
event_00400,event_00401,3,E,"B,F",1,episode_0133,Z,"{B,E}","{E,F}"
event_00402,event_00403,3,B,"A,E",1,episode_0134,Z,"{A,B}","{B,E}"
event_00403,event_00404,3,E,"B,F",1,episode_0134,Z,"{B,E}","{E,F}"
event_00405,event_00406,3,B,"A,C",1,episode_0135,X,"{A,B}","{B,C}"
event_00406,event_00407,3,C,"B,D",1,episode_0135,X,"{B,C}","{C,D}"
event_00408,event_00409,3,B,"A,E",1,episode_0136,Z,"{A,B}","{B,E}"
event_00409,event_00410,3,E,"B,F",1,episode_0136,Z,"{B,E}","{E,F}"
event_00411,event_00412,3,B,"A,C",1,episode_0137,X,"{A,B}","{B,C}"
event_00412,event_00413,3,C,"B,D",1,episode_0137,X,"{B,C}","{C,D}"
event_00414,event_00415,3,B,"A,C",1,episode_0138,X,"{A,B}","{B,C}"
event_00415,event_00416,3,C,"B,D",1,episode_0138,X,"{B,C}","{C,D}"
event_00417,event_00418,3,B,"A,E",1,episode_0139,Z,"{A,B}","{B,E}"
event_00418,event_00419,3,E,"B,F",1,episode_0139,Z,"{B,E}","{E,F}"
