pattern,support,variants,predicted_next_events,contexts,outcomes
"{U10,U21}",3,"{U06,U10}:1;{U04,U29}:1","{U06,U10};{U04,U29}",CTX_0109:1;CTX_0166:1;CTX_0180:1,OUT_0109:1;OUT_0166:1;OUT_0180:1
"{U06,U29}",3,"{U02,U06}:1;{U06,U35}:1","{U02,U06};{U06,U35}",CTX_0112:1;CTX_0113:1;CTX_0126:1,OUT_0112:1;OUT_0113:1;OUT_0126:1
"{U09,U30}",3,"{U01,U14}:1;{U25,U30}:1;{U09,U25}:1","{U01,U14};{U25,U30};{U09,U25}",CTX_0127:1;CTX_0143:1;CTX_0155:1,OUT_0127:1;OUT_0143:1;OUT_0155:1
"{U09,U26}",3,"{U22,U26}:1;{U11,U26}:1","{U22,U26};{U11,U26}",CTX_0129:1;CTX_0183:1;CTX_0187:1,OUT_0129:1;OUT_0183:1;OUT_0187:1
"{U14,U31}",2,"{U04,U31}:1;{U08,U28}:1","{U04,U31};{U08,U28}",CTX_0000:1;CTX_0175:1,OUT_0000:1;OUT_0175:1
"{U08,U35}",2,"{U28,U38}:1;{U31,U35}:1","{U28,U38};{U31,U35}",CTX_0001:1;CTX_0193:1,OUT_0001:1;OUT_0193:1
"{U08,U13}",2,"{U12,U14}:1;{U01,U04}:1","{U12,U14};{U01,U04}",CTX_0002:1;CTX_0031:1,OUT_0002:1;OUT_0031:1
"{U20,U39}",2,"{U25,U39}:1;{U15,U30}:1","{U25,U39};{U15,U30}",CTX_0003:1;CTX_0021:1,OUT_0003:1;OUT_0021:1
"{U09,U36}",2,"{U32,U36}:1","{U32,U36}",CTX_0003:1;CTX_0110:1,OUT_0003:1;OUT_0110:1
"{U00,U10}",2,"{U00,U10}:1;{U13,U22}:1","{U00,U10};{U13,U22}",CTX_0004:2,OUT_0004:2
"{U24,U28}",2,,,CTX_0004:1;CTX_0186:1,OUT_0004:1;OUT_0186:1
"{U05,U36}",2,"{U07,U14}:1;{U06,U37}:1","{U07,U14};{U06,U37}",CTX_0005:1;CTX_0182:1,OUT_0005:1;OUT_0182:1
"{U04,U12}",2,"{U02,U06}:1;{U26,U34}:1","{U02,U06};{U26,U34}",CTX_0007:1;CTX_0023:1,OUT_0007:1;OUT_0023:1
"{U00,U20}",2,"{U01,U20}:1;{U20,U35}:1","{U01,U20};{U20,U35}",CTX_0008:1;CTX_0125:1,OUT_0008:1;OUT_0125:1
"{U25,U32}",2,"{U09,U13}:1","{U09,U13}",CTX_0008:1;CTX_0135:1,OUT_0008:1;OUT_0135:1
"{U17,U31}",2,"{U24,U32}:1;{U00,U32}:1","{U24,U32};{U00,U32}",CTX_0010:1;CTX_0104:1,OUT_0010:1;OUT_0104:1
"{U16,U30}",2,"{U31,U39}:1;{U27,U30}:1","{U31,U39};{U27,U30}",CTX_0012:1;CTX_0058:1,OUT_0012:1;OUT_0058:1
"{U22,U35}",2,"{U20,U33}:1","{U20,U33}",CTX_0013:1;CTX_0078:1,OUT_0013:1;OUT_0078:1
"{U00,U04}",2,,,CTX_0014:1;CTX_0115:1,OUT_0014:1;OUT_0115:1
"{U06,U22}",2,"{U18,U28}:1;{U22,U32}:1","{U18,U28};{U22,U32}",CTX_0015:1;CTX_0092:1,OUT_0015:1;OUT_0092:1
"{U18,U28}",2,"{U14,U21}:1;{U07,U18}:1","{U14,U21};{U07,U18}",CTX_0015:1;CTX_0045:1,OUT_0015:1;OUT_0045:1
"{U21,U35}",2,"{U18,U21}:1;{U13,U27}:1","{U18,U21};{U13,U27}",CTX_0016:1;CTX_0116:1,OUT_0016:1;OUT_0116:1
"{U02,U18}",2,"{U13,U33}:1;{U02,U16}:1","{U13,U33};{U02,U16}",CTX_0017:1;CTX_0105:1,OUT_0017:1;OUT_0105:1
"{U34,U37}",2,"{U14,U26}:1;{U12,U32}:1","{U14,U26};{U12,U32}",CTX_0018:1;CTX_0033:1,OUT_0018:1;OUT_0033:1
"{U14,U26}",2,"{U02,U26}:1;{U14,U24}:1","{U02,U26};{U14,U24}",CTX_0018:1;CTX_0077:1,OUT_0018:1;OUT_0077:1
"{U20,U36}",2,"{U32,U38}:1;{U26,U36}:1","{U32,U38};{U26,U36}",CTX_0019:1;CTX_0093:1,OUT_0019:1;OUT_0093:1
"{U13,U38}",2,"{U13,U17}:1","{U13,U17}",CTX_0021:1;CTX_0195:1,OUT_0021:1;OUT_0195:1
"{U10,U15}",2,"{U22,U29}:1","{U22,U29}",CTX_0021:1;CTX_0030:1,OUT_0021:1;OUT_0030:1
"{U23,U38}",2,"{U18,U23}:1","{U18,U23}",CTX_0026:1;CTX_0111:1,OUT_0026:1;OUT_0111:1
"{U22,U38}",2,"{U22,U27}:1","{U22,U27}",CTX_0027:1;CTX_0140:1,OUT_0027:1;OUT_0140:1
"{U05,U23}",2,"{U23,U39}:1","{U23,U39}",CTX_0028:1;CTX_0126:1,OUT_0028:1;OUT_0126:1
"{U12,U26}",2,"{U23,U36}:1;{U01,U27}:1","{U23,U36};{U01,U27}",CTX_0029:1;CTX_0045:1,OUT_0029:1;OUT_0045:1
"{U23,U36}",2,"{U08,U36}:1","{U08,U36}",CTX_0029:1;CTX_0157:1,OUT_0029:1;OUT_0157:1
"{U10,U27}",2,"{U11,U19}:1;{U09,U10}:1","{U11,U19};{U09,U10}",CTX_0030:1;CTX_0160:1,OUT_0030:1;OUT_0160:1
"{U22,U29}",2,"{U00,U04}:1","{U00,U04}",CTX_0030:1;CTX_0115:1,OUT_0030:1;OUT_0115:1
"{U28,U33}",2,"{U01,U18}:1;{U13,U35}:1","{U01,U18};{U13,U35}",CTX_0033:1;CTX_0071:1,OUT_0033:1;OUT_0071:1
"{U07,U16}",2,"{U17,U22}:1;{U14,U39}:1","{U17,U22};{U14,U39}",CTX_0035:1;CTX_0143:1,OUT_0035:1;OUT_0143:1
"{U12,U18}",2,"{U18,U39}:1","{U18,U39}",CTX_0035:1;CTX_0099:1,OUT_0035:1;OUT_0099:1
"{U13,U35}",2,"{U15,U35}:1;{U15,U24}:1","{U15,U35};{U15,U24}",CTX_0036:1;CTX_0071:1,OUT_0036:1;OUT_0071:1
"{U08,U24}",2,"{U03,U30}:1;{U08,U37}:1","{U03,U30};{U08,U37}",CTX_0037:1;CTX_0194:1,OUT_0037:1;OUT_0194:1
"{U07,U26}",2,"{U24,U25}:1;{U07,U11}:1","{U24,U25};{U07,U11}",CTX_0040:1;CTX_0070:1,OUT_0040:1;OUT_0070:1
"{U00,U15}",2,"{U00,U23}:1;{U03,U11}:1","{U00,U23};{U03,U11}",CTX_0043:1;CTX_0075:1,OUT_0043:1;OUT_0075:1
"{U00,U23}",2,"{U09,U23}:1","{U09,U23}",CTX_0043:1;CTX_0102:1,OUT_0043:1;OUT_0102:1
"{U12,U23}",2,"{U12,U19}:1;{U12,U26}:1","{U12,U19};{U12,U26}",CTX_0045:2,OUT_0045:2
"{U25,U31}",2,"{U31,U38}:1;{U00,U29}:1","{U31,U38};{U00,U29}",CTX_0046:1;CTX_0167:1,OUT_0046:1;OUT_0167:1
"{U05,U14}",2,,,CTX_0047:1;CTX_0067:1,OUT_0047:1;OUT_0067:1
"{U06,U21}",2,"{U05,U31}:1;{U13,U30}:1","{U05,U31};{U13,U30}",CTX_0049:1;CTX_0152:1,OUT_0049:1;OUT_0152:1
"{U05,U31}",2,"{U18,U31}:1;{U10,U26}:1","{U18,U31};{U10,U26}",CTX_0049:1;CTX_0154:1,OUT_0049:1;OUT_0154:1
"{U31,U36}",2,"{U01,U12}:1;{U02,U36}:1","{U01,U12};{U02,U36}",CTX_0050:1;CTX_0157:1,OUT_0050:1;OUT_0157:1
"{U01,U12}",2,"{U27,U32}:1","{U27,U32}",CTX_0050:1;CTX_0105:1,OUT_0050:1;OUT_0105:1
"{U09,U35}",2,"{U00,U13}:1;{U09,U37}:1","{U00,U13};{U09,U37}",CTX_0051:1;CTX_0122:1,OUT_0051:1;OUT_0122:1
"{U35,U38}",2,"{U19,U25}:1;{U06,U38}:1","{U19,U25};{U06,U38}",CTX_0055:1;CTX_0131:1,OUT_0055:1;OUT_0131:1
"{U09,U28}",2,"{U09,U16}:1","{U09,U16}",CTX_0060:1;CTX_0169:1,OUT_0060:1;OUT_0169:1
"{U11,U28}",2,,,CTX_0062:1;CTX_0072:1,OUT_0062:1;OUT_0072:1
"{U10,U30}",2,"{U10,U38}:1;{U08,U22}:1","{U10,U38};{U08,U22}",CTX_0063:1;CTX_0134:1,OUT_0063:1;OUT_0134:1
"{U13,U39}",2,"{U36,U39}:1;{U12,U28}:1","{U36,U39};{U12,U28}",CTX_0065:1;CTX_0182:1,OUT_0065:1;OUT_0182:1
"{U04,U10}",2,"{U03,U15}:1;{U02,U04}:1","{U03,U15};{U02,U04}",CTX_0065:1;CTX_0099:1,OUT_0065:1;OUT_0099:1
"{U17,U19}",2,"{U11,U27}:1;{U09,U24}:1","{U11,U27};{U09,U24}",CTX_0067:1;CTX_0070:1,OUT_0067:1;OUT_0070:1
"{U03,U07}",2,"{U16,U27}:1","{U16,U27}",CTX_0068:1;CTX_0137:1,OUT_0068:1;OUT_0137:1
"{U30,U38}",2,"{U30,U38}:1;{U03,U17}:1","{U30,U38};{U03,U17}",CTX_0069:2,OUT_0069:2
"{U03,U17}",2,"{U01,U17}:1;{U14,U23}:1","{U01,U17};{U14,U23}",CTX_0069:1;CTX_0148:1,OUT_0069:1;OUT_0148:1
"{U07,U11}",2,"{U12,U14}:1;{U21,U34}:1","{U12,U14};{U21,U34}",CTX_0070:1;CTX_0080:1,OUT_0070:1;OUT_0080:1
"{U15,U24}",2,"{U00,U24}:1","{U00,U24}",CTX_0071:1;CTX_0119:1,OUT_0071:1;OUT_0119:1
"{U13,U19}",2,"{U21,U36}:1;{U19,U32}:1","{U21,U36};{U19,U32}",CTX_0073:1;CTX_0074:1,OUT_0073:1;OUT_0074:1
"{U13,U31}",2,"{U13,U19}:1;{U06,U13}:1","{U13,U19};{U06,U13}",CTX_0074:1;CTX_0141:1,OUT_0074:1;OUT_0141:1
"{U14,U18}",2,"{U00,U15}:1;{U14,U27}:1","{U00,U15};{U14,U27}",CTX_0075:1;CTX_0190:1,OUT_0075:1;OUT_0190:1
"{U04,U11}",2,"{U04,U15}:1;{U08,U12}:1","{U04,U15};{U08,U12}",CTX_0079:1;CTX_0147:1,OUT_0079:1;OUT_0147:1
"{U05,U10}",2,"{U07,U11}:1;{U16,U32}:1","{U07,U11};{U16,U32}",CTX_0080:1;CTX_0118:1,OUT_0080:1;OUT_0118:1
"{U05,U16}",2,"{U05,U08}:1;{U05,U23}:1","{U05,U08};{U05,U23}",CTX_0081:1;CTX_0126:1,OUT_0081:1;OUT_0126:1
"{U00,U33}",2,"{U00,U37}:1","{U00,U37}",CTX_0082:1;CTX_0191:1,OUT_0082:1;OUT_0191:1
"{U27,U31}",2,"{U06,U19}:1;{U00,U27}:1","{U06,U19};{U00,U27}",CTX_0083:1;CTX_0086:1,OUT_0083:1;OUT_0086:1
"{U06,U19}",2,"{U06,U19}:1;{U05,U29}:1","{U06,U19};{U05,U29}",CTX_0083:2,OUT_0083:2
"{U14,U23}",2,"{U02,U29}:1;{U15,U23}:1","{U02,U29};{U15,U23}",CTX_0087:1;CTX_0148:1,OUT_0087:1;OUT_0148:1
"{U02,U29}",2,"{U04,U29}:1;{U15,U31}:1","{U04,U29};{U15,U31}",CTX_0087:1;CTX_0100:1,OUT_0087:1;OUT_0100:1
"{U04,U37}",2,"{U01,U32}:1","{U01,U32}",CTX_0087:1;CTX_0136:1,OUT_0087:1;OUT_0136:1
"{U32,U34}",2,"{U11,U36}:1","{U11,U36}",CTX_0089:1;CTX_0141:1,OUT_0089:1;OUT_0141:1
"{U30,U31}",2,"{U15,U30}:1;{U09,U26}:1","{U15,U30};{U09,U26}",CTX_0091:1;CTX_0183:1,OUT_0091:1;OUT_0183:1
"{U05,U12}",2,"{U11,U32}:1;{U11,U24}:1","{U11,U32};{U11,U24}",CTX_0092:1;CTX_0101:1,OUT_0092:1;OUT_0101:1
"{U08,U10}",2,"{U35,U37}:1;{U10,U12}:1","{U35,U37};{U10,U12}",CTX_0094:1;CTX_0121:1,OUT_0094:1;OUT_0121:1
"{U08,U09}",2,"{U10,U25}:1;{U09,U19}:1","{U10,U25};{U09,U19}",CTX_0095:1;CTX_0161:1,OUT_0095:1;OUT_0161:1
"{U01,U21}",2,"{U10,U21}:1","{U10,U21}",CTX_0109:1;CTX_0139:1,OUT_0109:1;OUT_0139:1
"{U01,U16}",2,"{U09,U36}:1","{U09,U36}",CTX_0110:1;CTX_0192:1,OUT_0110:1;OUT_0192:1
"{U29,U33}",2,"{U24,U33}:1","{U24,U33}",CTX_0113:1;CTX_0146:1,OUT_0113:1;OUT_0146:1
"{U12,U24}",2,"{U15,U38}:1;{U24,U35}:1","{U15,U38};{U24,U35}",CTX_0114:1;CTX_0160:1,OUT_0114:1;OUT_0160:1
"{U10,U24}",2,"{U03,U08}:1","{U03,U08}",CTX_0120:1;CTX_0123:1,OUT_0120:1;OUT_0123:1
"{U20,U27}",2,"{U03,U37}:1","{U03,U37}",CTX_0125:1;CTX_0198:1,OUT_0125:1;OUT_0198:1
"{U15,U18}",2,"{U15,U18}:1;{U09,U30}:1","{U15,U18};{U09,U30}",CTX_0127:2,OUT_0127:2
"{U00,U26}",2,"{U04,U32}:1;{U28,U30}:1","{U04,U32};{U28,U30}",CTX_0128:1;CTX_0152:1,OUT_0128:1;OUT_0152:1
"{U30,U35}",2,"{U26,U35}:1;{U19,U27}:1","{U26,U35};{U19,U27}",CTX_0130:1;CTX_0165:1,OUT_0130:1;OUT_0165:1
"{U04,U30}",2,"{U08,U16}:1;{U10,U30}:1","{U08,U16};{U10,U30}",CTX_0132:1;CTX_0134:1,OUT_0132:1;OUT_0134:1
"{U16,U19}",2,"{U01,U29}:1","{U01,U29}",CTX_0133:1;CTX_0151:1,OUT_0133:1;OUT_0151:1
"{U06,U27}",2,"{U07,U17}:1;{U00,U21}:1","{U07,U17};{U00,U21}",CTX_0138:1;CTX_0168:1,OUT_0138:1;OUT_0168:1
"{U28,U32}",2,"{U21,U28}:1;{U29,U33}:1","{U21,U28};{U29,U33}",CTX_0139:1;CTX_0146:1,OUT_0139:1;OUT_0146:1
"{U22,U27}",2,"{U21,U39}:1;{U10,U37}:1","{U21,U39};{U10,U37}",CTX_0140:1;CTX_0189:1,OUT_0140:1;OUT_0189:1
"{U18,U25}",2,"{U04,U18}:1;{U30,U35}:1","{U04,U18};{U30,U35}",CTX_0141:1;CTX_0165:1,OUT_0141:1;OUT_0165:1
"{U03,U26}",2,,,CTX_0152:1;CTX_0161:1,OUT_0152:1;OUT_0161:1
"{U07,U13}",2,"{U07,U13}:1;{U12,U14}:1","{U07,U13};{U12,U14}",CTX_0153:2,OUT_0153:2
"{U01,U03}",2,"{U03,U22}:1","{U03,U22}",CTX_0153:1;CTX_0193:1,OUT_0153:1;OUT_0193:1
"{U15,U19}",2,"{U31,U36}:1;{U19,U24}:1","{U31,U36};{U19,U24}",CTX_0157:1;CTX_0158:1,OUT_0157:1;OUT_0158:1
"{U14,U37}",2,"{U27,U28}:1;{U14,U34}:1","{U27,U28};{U14,U34}",CTX_0162:1;CTX_0179:1,OUT_0162:1;OUT_0179:1
"{U14,U34}",2,"{U07,U36}:1;{U22,U31}:1","{U07,U36};{U22,U31}",CTX_0163:1;CTX_0179:1,OUT_0163:1;OUT_0179:1
"{U10,U28}",2,"{U11,U17}:1","{U11,U17}",CTX_0164:1;CTX_0191:1,OUT_0164:1;OUT_0191:1
"{U35,U39}",2,,,CTX_0188:1;CTX_0190:1,OUT_0188:1;OUT_0190:1
