event_id,episode_id,t_start,t_end,participants,label,intensities,context,source_window,outcome
event_00075,episode_0023,400,404,"B,E","{B,E}","{""B"": 0.7916, ""E"": 0.7816}",N,400:404,YN
event_00076,episode_0024,408,410,"A,B","{A,B}","{""A"": 0.9618, ""B"": 0.6429}",Z,408:410,Y2
event_00077,episode_0024,412,416,"B,E","{B,E}","{""B"": 0.7528, ""E"": 0.7631}",Z,412:416,Y2
event_00078,episode_0024,417,421,"E,F","{E,F}","{""E"": 0.8077, ""F"": 0.7858}",Z,417:421,Y2
event_00079,episode_0025,425,428,"A,B","{A,B}","{""A"": 0.8616, ""B"": 0.8094}",X,425:428,Y1
event_00080,episode_0025,429,433,"B,C","{B,C}","{""B"": 0.8021, ""C"": 0.784}",X,429:433,Y1
event_00081,episode_0025,435,438,"C,D","{C,D}","{""C"": 0.85, ""D"": 0.8218}",X,435:438,Y1
event_00082,episode_0026,442,445,"A,C","{A,C}","{""A"": 0.8018, ""C"": 0.8747}",N,442:445,YN
event_00083,episode_0026,446,449,"A,E","{A,E}","{""A"": 0.6544, ""E"": 0.8211}",N,446:449,YN
event_00084,episode_0026,452,454,"A,C","{A,C}","{""A"": 1.0365, ""C"": 0.7133}",N,452:454,YN
event_00085,episode_0027,459,462,"A,B","{A,B}","{""A"": 0.8511, ""B"": 0.8652}",X,459:462,Y1
event_00086,episode_0027,464,466,"B,C","{B,C}","{""B"": 1.0072, ""C"": 0.649}",X,464:466,Y1
event_00087,episode_0027,469,472,"C,D","{C,D}","{""C"": 0.6818, ""D"": 0.8237}",X,469:472,Y1
event_00088,episode_0028,476,479,"A,B","{A,B}","{""A"": 0.8129, ""B"": 0.8227}",Z,476:479,Y2
event_00089,episode_0028,481,483,"B,E","{B,E}","{""B"": 0.9745, ""E"": 0.6802}",Z,481:483,Y2
event_00090,episode_0028,485,489,"E,F","{E,F}","{""E"": 0.795, ""F"": 0.7826}",Z,485:489,Y2
event_00091,episode_0029,493,495,"A,B,D","{A,B,D}","{""A"": 1.0193, ""B"": 0.9957, ""D"": 0.6365}",N,493:495,YN
event_00092,episode_0029,494,496,"A,B,G","{A,B,G}","{""A"": 0.6895, ""B"": 0.6731, ""G"": 0.6637}",N,494:496,YN
event_00093,episode_0029,498,501,"A,G","{A,G}","{""A"": 0.671, ""G"": 0.8369}",N,498:501,YN
event_00094,episode_0029,501,507,"D,F","{D,F}","{""D"": 0.8192, ""F"": 0.7151}",N,501:507,YN
event_00095,episode_0030,510,513,"A,B","{A,B}","{""A"": 0.8884, ""B"": 0.9943}",Z,510:513,Y2
event_00096,episode_0030,515,518,"B,E","{B,E}","{""B"": 0.8622, ""E"": 0.7166}",Z,515:518,Y2
event_00097,episode_0030,520,522,"E,F","{E,F}","{""E"": 1.0133, ""F"": 0.6903}",Z,520:522,Y2
event_00098,episode_0031,527,530,"A,B","{A,B}","{""A"": 0.848, ""B"": 0.8675}",X,527:530,Y1
event_00099,episode_0031,531,534,"B,C","{B,C}","{""B"": 0.6544, ""C"": 0.8286}",X,531:534,Y1
event_00100,episode_0031,536,540,"C,D","{C,D}","{""C"": 0.7754, ""D"": 0.7837}",X,536:540,Y1
event_00101,episode_0032,548,550,"C,F","{C,F}","{""C"": 0.7029, ""F"": 0.6663}",N,548:550,YN
event_00102,episode_0032,549,551,"C,D,F","{C,D,F}","{""C"": 1.0463, ""D"": 0.683, ""F"": 0.9828}",N,549:551,YN
event_00103,episode_0032,550,556,"C,F","{C,F}","{""C"": 0.7293, ""F"": 0.8253}",N,550:556,YN
event_00104,episode_0033,561,563,"A,B","{A,B}","{""A"": 0.9961, ""B"": 0.7116}",X,561:563,Y1
event_00105,episode_0033,565,569,"B,C","{B,C}","{""B"": 0.7953, ""C"": 0.803}",X,565:569,Y1
event_00106,episode_0033,570,574,"C,D","{C,D}","{""C"": 0.7966, ""D"": 0.7789}",X,570:574,Y1
event_00107,episode_0034,578,581,"A,B","{A,B}","{""A"": 0.8171, ""B"": 0.8841}",Z,578:581,Y2
event_00108,episode_0034,582,586,"B,E","{B,E}","{""B"": 0.8006, ""E"": 0.7764}",Z,582:586,Y2
event_00109,episode_0034,587,590,"E,F","{E,F}","{""E"": 0.6732, ""F"": 0.8166}",Z,587:590,Y2
event_00110,episode_0035,595,598,"A,E","{A,E}","{""A"": 0.8252, ""E"": 0.8381}",N,595:598,YN
event_00111,episode_0035,599,601,"A,B,F","{A,B,F}","{""A"": 0.9851, ""B"": 0.6525, ""F"": 0.7087}",N,599:601,YN
event_00112,episode_0035,600,603,"A,F","{A,F}","{""A"": 0.8133, ""F"": 1.0428}",N,600:603,YN
event_00113,episode_0035,604,608,"A,D","{A,D}","{""A"": 0.7744, ""D"": 0.8289}",N,604:608,YN
event_00114,episode_0036,612,615,"A,B","{A,B}","{""A"": 0.818, ""B"": 0.8234}",X,612:615,Y1
event_00115,episode_0036,616,620,"B,C","{B,C}","{""B"": 0.7946, ""C"": 0.7849}",X,616:620,Y1
event_00116,episode_0036,621,625,"C,D","{C,D}","{""C"": 0.7673, ""D"": 0.7938}",X,621:625,Y1
event_00117,episode_0037,629,632,"A,B","{A,B}","{""A"": 0.6781, ""B"": 0.804}",Z,629:632,Y2
event_00118,episode_0037,633,637,"B,E","{B,E}","{""B"": 0.8258, ""E"": 0.7413}",Z,633:637,Y2
event_00119,episode_0037,639,641,"E,F","{E,F}","{""E"": 0.9285, ""F"": 0.6793}",Z,639:641,Y2
event_00120,episode_0038,646,649,"A,D","{A,D}","{""A"": 0.8371, ""D"": 0.8254}",N,646:649,YN
event_00121,episode_0038,650,654,"A,G","{A,G}","{""A"": 0.7663, ""G"": 0.7948}",N,650:654,YN
event_00122,episode_0038,655,659,"G,H","{G,H}","{""G"": 0.7818, ""H"": 0.8063}",N,655:659,YN
event_00123,episode_0039,663,666,"A,B","{A,B}","{""A"": 0.6923, ""B"": 0.8223}",X,663:666,Y1
event_00124,episode_0039,667,670,"A,B,C","{A,B,C}","{""A"": 0.6715, ""B"": 0.8293, ""C"": 0.8431}",X,667:670,Y1
event_00125,episode_0039,669,671,"B,C","{B,C}","{""B"": 0.6812, ""C"": 0.6777}",X,669:671,Y1
event_00126,episode_0039,672,676,"C,D","{C,D}","{""C"": 0.7684, ""D"": 0.7708}",X,672:676,Y1
event_00127,episode_0040,680,682,"A,B,C","{A,B,C}","{""A"": 0.994, ""B"": 0.9708, ""C"": 0.6587}",Z,680:682,Y2
event_00128,episode_0040,681,683,"A,B","{A,B}","{""A"": 0.672, ""B"": 0.9832}",Z,681:683,Y2
event_00129,episode_0040,684,688,"B,E","{B,E}","{""B"": 0.8038, ""E"": 0.7652}",Z,684:688,Y2
event_00130,episode_0040,689,693,"E,F","{E,F}","{""E"": 0.7886, ""F"": 0.7881}",Z,689:693,Y2
event_00131,episode_0041,697,700,"G,H","{G,H}","{""G"": 0.8215, ""H"": 0.8225}",N,697:700,YN
event_00132,episode_0041,702,705,"F,G","{F,G}","{""F"": 0.8553, ""G"": 0.6784}",N,702:705,YN
event_00133,episode_0041,706,710,"G,H","{G,H}","{""G"": 0.7387, ""H"": 0.7913}",N,706:710,YN
event_00134,episode_0042,714,717,"A,B","{A,B}","{""A"": 0.8199, ""B"": 0.8409}",X,714:717,Y1
event_00135,episode_0042,718,721,"B,C","{B,C}","{""B"": 0.6924, ""C"": 0.828}",X,718:721,Y1
event_00136,episode_0042,723,726,"C,D","{C,D}","{""C"": 0.6617, ""D"": 0.8868}",X,723:726,Y1
event_00137,episode_0043,731,734,"A,B","{A,B}","{""A"": 0.8434, ""B"": 0.9869}",Z,731:734,Y2
event_00138,episode_0043,735,739,"B,E","{B,E}","{""B"": 0.7676, ""E"": 0.7743}",Z,735:739,Y2
event_00139,episode_0043,741,743,"E,F","{E,F}","{""E"": 1.0181, ""F"": 0.6878}",Z,741:743,Y2
event_00140,episode_0044,748,751,"F,H","{F,H}","{""F"": 0.8476, ""H"": 0.8334}",N,748:751,YN
event_00141,episode_0044,752,756,"B,D","{B,D}","{""B"": 0.7632, ""D"": 0.8168}",N,752:756,YN
event_00142,episode_0044,757,761,"D,E","{D,E}","{""D"": 0.7537, ""E"": 0.8358}",N,757:761,YN
event_00143,episode_0045,765,768,"A,B","{A,B}","{""A"": 0.8144, ""B"": 0.8724}",X,765:768,Y1
event_00144,episode_0045,769,773,"B,C","{B,C}","{""B"": 0.7641, ""C"": 0.7677}",X,769:773,Y1
event_00145,episode_0045,774,778,"C,D","{C,D}","{""C"": 0.7989, ""D"": 0.816}",X,774:778,Y1
event_00146,episode_0046,782,784,"A,B","{A,B}","{""A"": 0.6925, ""B"": 0.9889}",Z,782:784,Y2
event_00147,episode_0046,787,790,"B,E","{B,E}","{""B"": 0.6417, ""E"": 0.8855}",Z,787:790,Y2
event_00148,episode_0046,791,795,"E,F","{E,F}","{""E"": 0.7771, ""F"": 0.731}",Z,791:795,Y2
event_00149,episode_0047,799,802,"D,E","{D,E}","{""D"": 0.8694, ""E"": 0.8247}",N,799:802,YN
event_00150,episode_0047,803,807,"E,H","{E,H}","{""E"": 0.8158, ""H"": 0.754}",N,803:807,YN
event_00151,episode_0047,808,812,"C,E","{C,E}","{""C"": 0.7208, ""E"": 0.9139}",N,808:812,YN
event_00152,episode_0048,816,819,"A,B","{A,B}","{""A"": 0.8588, ""B"": 0.8458}",X,816:819,Y1
event_00153,episode_0048,820,824,"B,C","{B,C}","{""B"": 0.7956, ""C"": 0.7683}",X,820:824,Y1
event_00154,episode_0048,825,829,"C,D","{C,D}","{""C"": 0.786, ""D"": 0.7265}",X,825:829,Y1
event_00155,episode_0049,833,836,"A,B","{A,B}","{""A"": 0.8555, ""B"": 0.8872}",Z,833:836,Y2
event_00156,episode_0049,838,840,"B,E","{B,E}","{""B"": 0.6755, ""E"": 0.7105}",Z,838:840,Y2
event_00157,episode_0049,842,846,"E,F","{E,F}","{""E"": 0.9144, ""F"": 0.7856}",Z,842:846,Y2
event_00158,episode_0050,854,858,"D,E","{D,E}","{""D"": 0.6734, ""E"": 0.773}",N,854:858,YN
event_00159,episode_0050,859,863,"C,D","{C,D}","{""C"": 0.788, ""D"": 0.7875}",N,859:863,YN
event_00160,episode_0051,867,869,"A,B","{A,B}","{""A"": 1.0556, ""B"": 0.6678}",Z,867:869,Y2
event_00161,episode_0051,872,875,"B,E","{B,E}","{""B"": 0.8382, ""E"": 0.6064}",Z,872:875,Y2
event_00162,episode_0051,876,880,"E,F","{E,F}","{""E"": 0.7662, ""F"": 0.888}",Z,876:880,Y2
event_00163,episode_0052,884,887,"A,B","{A,B}","{""A"": 0.8497, ""B"": 0.7774}",X,884:887,Y1
event_00164,episode_0052,888,892,"B,C","{B,C}","{""B"": 0.7607, ""C"": 0.7914}",X,888:892,Y1
event_00165,episode_0052,893,897,"C,D","{C,D}","{""C"": 0.7972, ""D"": 0.797}",X,893:897,Y1
event_00166,episode_0053,901,904,"B,E","{B,E}","{""B"": 0.8214, ""E"": 0.8391}",N,901:904,YN
event_00167,episode_0053,905,909,"A,F","{A,F}","{""A"": 0.814, ""F"": 0.8071}",N,905:909,YN
event_00168,episode_0053,911,913,"F,G","{F,G}","{""F"": 0.6708, ""G"": 1.0096}",N,911:913,YN
event_00169,episode_0054,918,920,"A,B","{A,B}","{""A"": 0.992, ""B"": 0.7248}",X,918:920,Y1
event_00170,episode_0054,922,926,"B,C","{B,C}","{""B"": 0.7498, ""C"": 0.7878}",X,922:926,Y1
event_00171,episode_0054,928,930,"C,D","{C,D}","{""C"": 1.0123, ""D"": 0.6527}",X,928:930,Y1
event_00172,episode_0055,935,938,"A,B","{A,B}","{""A"": 0.8527, ""B"": 0.8846}",Z,935:938,Y2
event_00173,episode_0055,939,943,"B,E","{B,E}","{""B"": 0.7502, ""E"": 0.7912}",Z,939:943,Y2
event_00174,episode_0055,944,948,"E,F","{E,F}","{""E"": 0.7769, ""F"": 0.7988}",Z,944:948,Y2
event_00175,episode_0056,952,955,"D,G","{D,G}","{""D"": 0.9519, ""G"": 0.8732}",N,952:955,YN
event_00176,episode_0056,956,960,"B,G","{B,G}","{""B"": 0.9157, ""G"": 0.7776}",N,956:960,YN
event_00177,episode_0056,961,965,"A,D","{A,D}","{""A"": 0.7964, ""D"": 0.8819}",N,961:965,YN
event_00178,episode_0057,969,972,"A,B","{A,B}","{""A"": 0.8544, ""B"": 0.8789}",X,969:972,Y1
event_00179,episode_0057,973,977,"B,C","{B,C}","{""B"": 0.7634, ""C"": 0.7909}",X,973:977,Y1
event_00180,episode_0057,978,982,"C,D","{C,D}","{""C"": 0.7722, ""D"": 0.7725}",X,978:982,Y1
event_00181,episode_0058,986,988,"A,B,C","{A,B,C}","{""A"": 0.7127, ""B"": 0.6717, ""C"": 0.6596}",Z,986:988,Y2
event_00182,episode_0058,987,989,"A,C","{A,C}","{""A"": 0.7274, ""C"": 0.6659}",Z,987:989,Y2
event_00183,episode_0058,990,994,"B,E","{B,E}","{""B"": 0.7755, ""E"": 0.8077}",Z,990:994,Y2
event_00184,episode_0058,995,999,"E,F","{E,F}","{""E"": 0.7822, ""F"": 0.9157}",Z,995:999,Y2
event_00185,episode_0059,1003,1005,"A,E","{A,E}","{""A"": 0.668, ""E"": 0.7204}",N,1003:1005,YN
event_00186,episode_0059,1006,1008,"D,F","{D,F}","{""D"": 0.6874, ""F"": 0.7132}",N,1006:1008,YN
event_00187,episode_0059,1007,1011,"D,H","{D,H}","{""D"": 0.8931, ""H"": 0.816}",N,1007:1011,YN
event_00188,episode_0059,1012,1016,"A,C","{A,C}","{""A"": 0.8169, ""C"": 0.7861}",N,1012:1016,YN
event_00189,episode_0060,1020,1023,"A,B","{A,B}","{""A"": 0.834, ""B"": 0.8769}",Z,1020:1023,Y2
event_00190,episode_0060,1024,1028,"B,E","{B,E}","{""B"": 0.8328, ""E"": 0.7529}",Z,1024:1028,Y2
event_00191,episode_0060,1029,1033,"E,F","{E,F}","{""E"": 0.8177, ""F"": 0.7989}",Z,1029:1033,Y2
event_00192,episode_0061,1037,1040,"A,B","{A,B}","{""A"": 0.6545, ""B"": 0.8466}",X,1037:1040,Y1
event_00193,episode_0061,1041,1045,"B,C","{B,C}","{""B"": 0.7743, ""C"": 0.7778}",X,1041:1045,Y1
event_00194,episode_0061,1046,1050,"C,D","{C,D}","{""C"": 0.768, ""D"": 0.811}",X,1046:1050,Y1
event_00195,episode_0062,1054,1057,"A,B","{A,B}","{""A"": 0.8605, ""B"": 0.8131}",X,1054:1057,Y1
event_00196,episode_0062,1058,1061,"B,C","{B,C}","{""B"": 0.847, ""C"": 0.6673}",X,1058:1061,Y1
event_00197,episode_0062,1063,1067,"C,D","{C,D}","{""C"": 0.8402, ""D"": 0.7826}",X,1063:1067,Y1
event_00198,episode_0063,1071,1074,"A,B","{A,B}","{""A"": 0.8313, ""B"": 0.8623}",Z,1071:1074,Y2
event_00199,episode_0063,1075,1079,"B,E","{B,E}","{""B"": 0.8026, ""E"": 0.7955}",Z,1075:1079,Y2
event_00200,episode_0063,1080,1084,"E,F","{E,F}","{""E"": 0.7653, ""F"": 0.7712}",Z,1080:1084,Y2
event_00201,episode_0064,1088,1091,"A,B","{A,B}","{""A"": 0.8469, ""B"": 0.8144}",X,1088:1091,Y1
event_00202,episode_0064,1092,1096,"B,C","{B,C}","{""B"": 0.7434, ""C"": 0.9234}",X,1092:1096,Y1
event_00203,episode_0064,1097,1100,"C,D","{C,D}","{""C"": 0.8191, ""D"": 0.6828}",X,1097:1100,Y1
event_00204,episode_0065,1105,1108,"A,B","{A,B}","{""A"": 0.889, ""B"": 0.8103}",Z,1105:1108,Y2
event_00205,episode_0065,1109,1113,"B,E","{B,E}","{""B"": 0.7734, ""E"": 0.7716}",Z,1109:1113,Y2
event_00206,episode_0065,1114,1118,"E,F","{E,F}","{""E"": 0.7297, ""F"": 0.7731}",Z,1114:1118,Y2
event_00207,episode_0066,1122,1124,"A,B","{A,B}","{""A"": 0.9982, ""B"": 1.0343}",X,1122:1124,Y1
event_00208,episode_0066,1123,1125,"A,B,E","{A,B,E}","{""A"": 0.6669, ""B"": 0.7137, ""E"": 0.6724}",X,1123:1125,Y1
event_00209,episode_0066,1126,1130,"B,C","{B,C}","{""B"": 0.7631, ""C"": 0.7939}",X,1126:1130,Y1
event_00210,episode_0066,1131,1135,"C,D","{C,D}","{""C"": 0.781, ""D"": 0.7814}",X,1131:1135,Y1
event_00211,episode_0067,1139,1142,"A,B","{A,B}","{""A"": 0.822, ""B"": 0.8331}",Z,1139:1142,Y2
event_00212,episode_0067,1143,1147,"B,E","{B,E}","{""B"": 0.7959, ""E"": 0.7751}",Z,1143:1147,Y2
event_00213,episode_0067,1148,1152,"E,F","{E,F}","{""E"": 0.7547, ""F"": 0.8046}",Z,1148:1152,Y2
event_00214,episode_0068,1156,1158,"A,B,H","{A,B,H}","{""A"": 0.6232, ""B"": 0.9485, ""H"": 0.6284}",X,1156:1158,Y1
event_00215,episode_0068,1157,1159,"A,B","{A,B}","{""A"": 0.6659, ""B"": 0.6372}",X,1157:1159,Y1
event_00216,episode_0068,1160,1164,"B,C","{B,C}","{""B"": 0.7695, ""C"": 0.7644}",X,1160:1164,Y1
event_00217,episode_0068,1165,1169,"C,D","{C,D}","{""C"": 0.8127, ""D"": 0.7894}",X,1165:1169,Y1
event_00218,episode_0069,1173,1176,"A,B","{A,B}","{""A"": 0.8264, ""B"": 0.8534}",Z,1173:1176,Y2
event_00219,episode_0069,1177,1181,"B,E","{B,E}","{""B"": 0.9362, ""E"": 0.7572}",Z,1177:1181,Y2
event_00220,episode_0069,1182,1186,"E,F","{E,F}","{""E"": 0.7544, ""F"": 0.8779}",Z,1182:1186,Y2
event_00221,episode_0070,1190,1193,"A,B","{A,B}","{""A"": 0.85, ""B"": 0.8502}",Z,1190:1193,Y2
event_00222,episode_0070,1194,1198,"B,E","{B,E}","{""B"": 0.805, ""E"": 0.8018}",Z,1194:1198,Y2
event_00223,episode_0070,1199,1203,"E,F","{E,F}","{""E"": 0.7837, ""F"": 0.7614}",Z,1199:1203,Y2
event_00224,episode_0071,1207,1210,"A,B","{A,B}","{""A"": 0.8354, ""B"": 0.8658}",X,1207:1210,Y1
event_00225,episode_0071,1212,1214,"B,C","{B,C}","{""B"": 0.637, ""C"": 0.9874}",X,1212:1214,Y1
event_00226,episode_0071,1216,1220,"C,D","{C,D}","{""C"": 0.7471, ""D"": 0.7855}",X,1216:1220,Y1
event_00227,episode_0072,1224,1227,"A,B","{A,B}","{""A"": 0.8414, ""B"": 0.8483}",X,1224:1227,Y1
event_00228,episode_0072,1229,1231,"B,C","{B,C}","{""B"": 0.6752, ""C"": 1.019}",X,1229:1231,Y1
event_00229,episode_0072,1233,1237,"C,D","{C,D}","{""C"": 0.8009, ""D"": 0.7953}",X,1233:1237,Y1
