unit_id,t,value,episode_id,context
B,23,0.92955,episode_0001,Z
C,23,0.03855,episode_0001,Z
D,23,0.0285,episode_0001,Z
E,23,0.02629,episode_0001,Z
F,23,0.03637,episode_0001,Z
G,23,0.03217,episode_0001,Z
H,23,0.01829,episode_0001,Z
A,24,0.02823,episode_0001,Z
B,24,1.05561,episode_0001,Z
C,24,0.04063,episode_0001,Z
D,24,0.02526,episode_0001,Z
E,24,0.98304,episode_0001,Z
F,24,0.017,episode_0001,Z
G,24,0.03794,episode_0001,Z
H,24,0.03216,episode_0001,Z
A,25,0.01267,episode_0001,Z
B,25,0.03175,episode_0001,Z
C,25,0.02623,episode_0001,Z
D,25,0.0321,episode_0001,Z
E,25,0.02069,episode_0001,Z
F,25,0.03464,episode_0001,Z
G,25,0.04348,episode_0001,Z
H,25,0.04343,episode_0001,Z
A,26,0.02704,episode_0001,Z
B,26,1.07938,episode_0001,Z
C,26,0.02353,episode_0001,Z
D,26,0.01329,episode_0001,Z
E,26,0.03984,episode_0001,Z
F,26,0.04072,episode_0001,Z
G,26,0.97705,episode_0001,Z
H,26,0.0295,episode_0001,Z
A,27,0.02173,episode_0001,Z
B,27,0.01973,episode_0001,Z
C,27,0.02952,episode_0001,Z
D,27,0.01471,episode_0001,Z
E,27,1.04267,episode_0001,Z
F,27,0.96101,episode_0001,Z
G,27,0.03387,episode_0001,Z
H,27,0.02246,episode_0001,Z
A,28,0.02845,episode_0001,Z
B,28,0.02953,episode_0001,Z
C,28,0.02898,episode_0001,Z
D,28,0.03958,episode_0001,Z
E,28,1.03257,episode_0001,Z
F,28,0.99704,episode_0001,Z
G,28,0.04106,episode_0001,Z
H,28,0.01912,episode_0001,Z
A,29,0.01871,episode_0001,Z
B,29,0.02193,episode_0001,Z
C,29,0.03583,episode_0001,Z
D,29,0.03433,episode_0001,Z
E,29,0.90823,episode_0001,Z
F,29,1.0122,episode_0001,Z
G,29,0.02969,episode_0001,Z
H,29,0.0305,episode_0001,Z
A,30,0.01961,episode_0001,Z
B,30,0.01988,episode_0001,Z
C,30,0.03747,episode_0001,Z
D,30,0.02039,episode_0001,Z
E,30,0.02645,episode_0001,Z
F,30,0.0018,episode_0001,Z
G,30,0.01924,episode_0001,Z
H,30,0.01922,episode_0001,Z
A,31,0.01494,episode_0001,Z
B,31,0.04386,episode_0001,Z
C,31,0.02598,episode_0001,Z
D,31,0.01106,episode_0001,Z
E,31,0.02969,episode_0001,Z
F,31,0.02906,episode_0001,Z
G,31,0.02934,episode_0001,Z
H,31,0.04291,episode_0001,Z
A,34,0.02258,episode_0002,N
B,34,0.01957,episode_0002,N
C,34,0.99085,episode_0002,N
D,34,0.02273,episode_0002,N
E,34,1.0117,episode_0002,N
F,34,0.02996,episode_0002,N
G,34,0.03067,episode_0002,N
H,34,0.02384,episode_0002,N
A,35,0.00925,episode_0002,N
B,35,0.03151,episode_0002,N
C,35,0.95117,episode_0002,N
D,35,0.0273,episode_0002,N
E,35,1.01178,episode_0002,N
F,35,0.03143,episode_0002,N
G,35,0.02561,episode_0002,N
H,35,0.01335,episode_0002,N
A,36,0.03243,episode_0002,N
B,36,0.03383,episode_0002,N
C,36,1.02153,episode_0002,N
D,36,0.03207,episode_0002,N
E,36,1.05048,episode_0002,N
F,36,0.03234,episode_0002,N
G,36,0.87337,episode_0002,N
H,36,0.03377,episode_0002,N
A,37,0.01704,episode_0002,N
B,37,0.04273,episode_0002,N
C,37,0.03271,episode_0002,N
D,37,0.04594,episode_0002,N
E,37,0.02758,episode_0002,N
F,37,0.02306,episode_0002,N
G,37,0.03396,episode_0002,N
H,37,0.03995,episode_0002,N
A,38,0.02944,episode_0002,N
B,38,0.03584,episode_0002,N
C,38,0.03397,episode_0002,N
D,38,0.03362,episode_0002,N
E,38,0.01361,episode_0002,N
F,38,0.02945,episode_0002,N
G,38,0.01302,episode_0002,N
H,38,0.024,episode_0002,N
A,39,0.00745,episode_0002,N
B,39,0.03897,episode_0002,N
C,39,1.03784,episode_0002,N
D,39,0.0024,episode_0002,N
E,39,0.03543,episode_0002,N
F,39,0.04701,episode_0002,N
G,39,1.03935,episode_0002,N
H,39,0.02461,episode_0002,N
A,40,0.03906,episode_0002,N
B,40,0.02841,episode_0002,N
C,40,0.99848,episode_0002,N
D,40,0.04469,episode_0002,N
E,40,1.03933,episode_0002,N
F,40,0.04045,episode_0002,N
G,40,0.96707,episode_0002,N
H,40,0.01478,episode_0002,N
A,41,0.03494,episode_0002,N
B,41,0.02525,episode_0002,N
C,41,0.95442,episode_0002,N
D,41,0.02146,episode_0002,N
E,41,0.02298,episode_0002,N
F,41,0.0326,episode_0002,N
G,41,1.04579,episode_0002,N
H,41,0.02367,episode_0002,N
A,42,0.04211,episode_0002,N
B,42,1.01094,episode_0002,N
C,42,0.04533,episode_0002,N
D,42,0.02024,episode_0002,N
E,42,0.03452,episode_0002,N
F,42,0.01354,episode_0002,N
G,42,0.99293,episode_0002,N
H,42,0.03213,episode_0002,N
A,43,0.02665,episode_0002,N
B,43,0.0211,episode_0002,N
C,43,0.01976,episode_0002,N
D,43,0.02973,episode_0002,N
E,43,0.02648,episode_0002,N
F,43,0.03701,episode_0002,N
G,43,0.01963,episode_0002,N
H,43,0.05532,episode_0002,N
A,44,0.02889,episode_0002,N
B,44,0.98168,episode_0002,N
C,44,0.04212,episode_0002,N
D,44,1.09621,episode_0002,N
E,44,0.0471,episode_0002,N
F,44,0.03684,episode_0002,N
G,44,0.02281,episode_0002,N
H,44,1.03412,episode_0002,N
A,45,0.02659,episode_0002,N
B,45,0.98349,episode_0002,N
C,45,0.02395,episode_0002,N
D,45,1.01267,episode_0002,N
E,45,0.04111,episode_0002,N
F,45,0.03023,episode_0002,N
G,45,0.02106,episode_0002,N
H,45,0.89989,episode_0002,N
A,46,0.03342,episode_0002,N
B,46,0.98432,episode_0002,N
C,46,0.02927,episode_0002,N
D,46,0.99852,episode_0002,N
E,46,0.04846,episode_0002,N
F,46,0.04322,episode_0002,N
G,46,0.02324,episode_0002,N
H,46,0.02944,episode_0002,N
A,47,0.02709,episode_0002,N
B,47,0.02565,episode_0002,N
C,47,0.01915,episode_0002,N
D,47,0.05281,episode_0002,N
E,47,0.02761,episode_0002,N
F,47,0.03708,episode_0002,N
G,47,0.02793,episode_0002,N
H,47,0.0327,episode_0002,N
A,48,0.04554,episode_0002,N
B,48,0.03083,episode_0002,N
C,48,0.0449,episode_0002,N
D,48,0.0233,episode_0002,N
E,48,0.03664,episode_0002,N
F,48,0.04395,episode_0002,N
G,48,0.0375,episode_0002,N
H,48,0.02334,episode_0002,N
A,51,0.92511,episode_0003,Z
B,51,1.0156,episode_0003,Z
C,51,0.04587,episode_0003,Z
D,51,0.01467,episode_0003,Z
E,51,0.02081,episode_0003,Z
F,51,0.03435,episode_0003,Z
G,51,0.01023,episode_0003,Z
H,51,0.02889,episode_0003,Z
A,52,1.0019,episode_0003,Z
B,52,1.0196,episode_0003,Z
C,52,0.0341,episode_0003,Z
D,52,0.02835,episode_0003,Z
E,52,0.03208,episode_0003,Z
F,52,0.04634,episode_0003,Z
G,52,0.01789,episode_0003,Z
H,52,0.02719,episode_0003,Z
A,53,0.96794,episode_0003,Z
B,53,0.99807,episode_0003,Z
C,53,0.03979,episode_0003,Z
D,53,0.01992,episode_0003,Z
E,53,0.0216,episode_0003,Z
F,53,0.01852,episode_0003,Z
G,53,0.0297,episode_0003,Z
H,53,0.02043,episode_0003,Z
A,54,0.009,episode_0003,Z
B,54,0.99071,episode_0003,Z
C,54,0.01226,episode_0003,Z
D,54,0.03798,episode_0003,Z
E,54,1.03156,episode_0003,Z
F,54,0.02421,episode_0003,Z
G,54,0.02198,episode_0003,Z
H,54,0.0322,episode_0003,Z
A,55,0.02521,episode_0003,Z
B,55,1.12432,episode_0003,Z
C,55,0.03767,episode_0003,Z
D,55,0.02915,episode_0003,Z
E,55,0.91293,episode_0003,Z
F,55,0.0272,episode_0003,Z
G,55,0.0311,episode_0003,Z
H,55,0.03317,episode_0003,Z
A,56,0.01899,episode_0003,Z
B,56,1.01268,episode_0003,Z
C,56,0.03154,episode_0003,Z
D,56,0.02073,episode_0003,Z
E,56,0.97813,episode_0003,Z
F,56,0.03307,episode_0003,Z
G,56,0.0312,episode_0003,Z
H,56,0.01858,episode_0003,Z
A,57,0.03877,episode_0003,Z
B,57,0.94651,episode_0003,Z
C,57,0.03183,episode_0003,Z
D,57,0.04135,episode_0003,Z
E,57,1.03701,episode_0003,Z
F,57,1.07739,episode_0003,Z
G,57,0.01681,episode_0003,Z
H,57,0.02951,episode_0003,Z
A,58,0.03187,episode_0003,Z
B,58,1.00179,episode_0003,Z
C,58,0.89331,episode_0003,Z
D,58,0.039,episode_0003,Z
E,58,1.05181,episode_0003,Z
F,58,0.02543,episode_0003,Z
G,58,0.02811,episode_0003,Z
H,58,0.01613,episode_0003,Z
A,59,0.02361,episode_0003,Z
B,59,0.93499,episode_0003,Z
C,59,0.02641,episode_0003,Z
D,59,0.04192,episode_0003,Z
E,59,0.03406,episode_0003,Z
F,59,0.02355,episode_0003,Z
G,59,0.97539,episode_0003,Z
H,59,0.03067,episode_0003,Z
A,60,0.02435,episode_0003,Z
B,60,0.04113,episode_0003,Z
C,60,0.03885,episode_0003,Z
D,60,0.03589,episode_0003,Z
E,60,0.02175,episode_0003,Z
F,60,0.02682,episode_0003,Z
G,60,0.047,episode_0003,Z
H,60,0.02031,episode_0003,Z
A,61,0.0379,episode_0003,Z
B,61,0.02929,episode_0003,Z
C,61,0.03653,episode_0003,Z
D,61,0.04027,episode_0003,Z
E,61,1.04793,episode_0003,Z
F,61,1.0187,episode_0003,Z
G,61,0.02089,episode_0003,Z
H,61,0.01433,episode_0003,Z
A,62,0.03497,episode_0003,Z
B,62,0.02858,episode_0003,Z
C,62,0.03018,episode_0003,Z
D,62,0.03574,episode_0003,Z
E,62,0.02659,episode_0003,Z
F,62,0.95498,episode_0003,Z
G,62,0.04028,episode_0003,Z
H,62,0.03462,episode_0003,Z
A,63,0.03359,episode_0003,Z
B,63,0.02579,episode_0003,Z
C,63,0.03371,episode_0003,Z
D,63,0.03959,episode_0003,Z
E,63,1.00306,episode_0003,Z
F,63,0.90958,episode_0003,Z
G,63,0.02775,episode_0003,Z
H,63,0.03372,episode_0003,Z
A,64,1.01363,episode_0003,Z
B,64,0.01568,episode_0003,Z
C,64,0.01934,episode_0003,Z
D,64,0.02033,episode_0003,Z
E,64,0.01943,episode_0003,Z
F,64,0.01628,episode_0003,Z
G,64,0.0268,episode_0003,Z
H,64,0.03569,episode_0003,Z
A,65,0.03195,episode_0003,Z
B,65,0.02027,episode_0003,Z
C,65,0.02754,episode_0003,Z
D,65,0.02956,episode_0003,Z
E,65,0.01017,episode_0003,Z
F,65,0.03881,episode_0003,Z
G,65,0.02208,episode_0003,Z
H,65,0.0162,episode_0003,Z
A,68,0.94455,episode_0004,X
B,68,1.05022,episode_0004,X
C,68,0.02179,episode_0004,X
D,68,0.03885,episode_0004,X
E,68,0.02626,episode_0004,X
F,68,0.0145,episode_0004,X
G,68,0.9685,episode_0004,X
H,68,0.03481,episode_0004,X
A,69,1.04346,episode_0004,X
B,69,0.95234,episode_0004,X
C,69,0.0289,episode_0004,X
D,69,0.04471,episode_0004,X
E,69,0.01893,episode_0004,X
F,69,0.02773,episode_0004,X
G,69,0.03271,episode_0004,X
H,69,0.04137,episode_0004,X
A,70,1.00663,episode_0004,X
B,70,0.96795,episode_0004,X
C,70,0.03793,episode_0004,X
D,70,0.0232,episode_0004,X
E,70,0.05309,episode_0004,X
F,70,0.03302,episode_0004,X
G,70,0.03784,episode_0004,X
H,70,0.02792,episode_0004,X
A,71,0.02787,episode_0004,X
B,71,0.03745,episode_0004,X
C,71,0.02559,episode_0004,X
D,71,0.0295,episode_0004,X
E,71,0.02819,episode_0004,X
F,71,0.03366,episode_0004,X
G,71,0.03356,episode_0004,X
H,71,0.02873,episode_0004,X
A,72,0.03759,episode_0004,X
B,72,0.04341,episode_0004,X
C,72,0.02251,episode_0004,X
D,72,0.02323,episode_0004,X
E,72,0.02282,episode_0004,X
F,72,0.02218,episode_0004,X
G,72,0.02269,episode_0004,X
H,72,0.0296,episode_0004,X
A,73,0.03648,episode_0004,X
B,73,1.01593,episode_0004,X
C,73,1.12264,episode_0004,X
D,73,0.04297,episode_0004,X
E,73,0.03355,episode_0004,X
F,73,0.02387,episode_0004,X
G,73,0.03052,episode_0004,X
H,73,0.02939,episode_0004,X
A,74,0.05341,episode_0004,X
B,74,0.99391,episode_0004,X
C,74,1.05234,episode_0004,X
D,74,0.0251,episode_0004,X
E,74,0.01359,episode_0004,X
F,74,0.03536,episode_0004,X
G,74,0.01985,episode_0004,X
H,74,0.03031,episode_0004,X
A,75,0.02407,episode_0004,X
B,75,1.08089,episode_0004,X
C,75,1.01096,episode_0004,X
D,75,0.02626,episode_0004,X
E,75,0.99589,episode_0004,X
F,75,0.01122,episode_0004,X
G,75,0.02145,episode_0004,X
H,75,0.03227,episode_0004,X
A,76,0.03897,episode_0004,X
B,76,0.03924,episode_0004,X
C,76,0.04137,episode_0004,X
D,76,0.02854,episode_0004,X
E,76,0.03825,episode_0004,X
F,76,0.03209,episode_0004,X
G,76,0.02631,episode_0004,X
H,76,0.02422,episode_0004,X
A,77,0.02109,episode_0004,X
B,77,0.03888,episode_0004,X
C,77,0.0292,episode_0004,X
D,77,0.02169,episode_0004,X
E,77,0.02752,episode_0004,X
F,77,0.04752,episode_0004,X
G,77,0.01503,episode_0004,X
H,77,1.06526,episode_0004,X
A,78,0.03227,episode_0004,X
B,78,0.03654,episode_0004,X
C,78,0.98313,episode_0004,X
D,78,1.05911,episode_0004,X
E,78,0.04212,episode_0004,X
F,78,0.04362,episode_0004,X
G,78,1.0157,episode_0004,X
H,78,0.02617,episode_0004,X
A,79,0.0264,episode_0004,X
B,79,0.04444,episode_0004,X
C,79,1.05313,episode_0004,X
D,79,0.96622,episode_0004,X
E,79,0.02543,episode_0004,X
F,79,0.03199,episode_0004,X
G,79,0.02515,episode_0004,X
H,79,0.05028,episode_0004,X
A,80,0.01767,episode_0004,X
B,80,0.03426,episode_0004,X
C,80,0.95385,episode_0004,X
D,80,0.96831,episode_0004,X
E,80,0.03331,episode_0004,X
F,80,0.05824,episode_0004,X
G,80,0.04384,episode_0004,X
H,80,0.02873,episode_0004,X
A,81,0.03894,episode_0004,X
B,81,0.03329,episode_0004,X
C,81,0.02462,episode_0004,X
D,81,0.03581,episode_0004,X
E,81,0.03418,episode_0004,X
F,81,0.04517,episode_0004,X
G,81,0.01514,episode_0004,X
H,81,0.01562,episode_0004,X
A,82,0.02153,episode_0004,X
B,82,0.03586,episode_0004,X
C,82,0.04003,episode_0004,X
D,82,0.028,episode_0004,X
E,82,0.03175,episode_0004,X
F,82,0.02967,episode_0004,X
G,82,0.01298,episode_0004,X
H,82,0.02093,episode_0004,X
A,85,0.04107,episode_0005,N
B,85,0.87072,episode_0005,N
C,85,1.0777,episode_0005,N
D,85,0.03287,episode_0005,N
E,85,1.09035,episode_0005,N
F,85,0.03029,episode_0005,N
G,85,0.01381,episode_0005,N
H,85,0.05702,episode_0005,N
A,86,0.04264,episode_0005,N
B,86,0.02015,episode_0005,N
C,86,1.01394,episode_0005,N
D,86,0.03883,episode_0005,N
E,86,0.93553,episode_0005,N
F,86,0.03061,episode_0005,N
G,86,0.01692,episode_0005,N
H,86,0.0251,episode_0005,N
A,87,0.01653,episode_0005,N
B,87,0.03182,episode_0005,N
C,87,0.96602,episode_0005,N
D,87,0.03913,episode_0005,N
E,87,0.98308,episode_0005,N
F,87,0.01844,episode_0005,N
G,87,0.03336,episode_0005,N
H,87,0.01628,episode_0005,N
A,88,0.03535,episode_0005,N
B,88,0.02357,episode_0005,N
C,88,0.03572,episode_0005,N
D,88,0.02688,episode_0005,N
E,88,0.02427,episode_0005,N
F,88,0.02717,episode_0005,N
G,88,0.0458,episode_0005,N
H,88,0.05613,episode_0005,N
A,89,0.03957,episode_0005,N
B,89,0.03983,episode_0005,N
C,89,0.01839,episode_0005,N
D,89,0.02285,episode_0005,N
E,89,0.05829,episode_0005,N
F,89,0.04818,episode_0005,N
G,89,0.04468,episode_0005,N
H,89,0.04555,episode_0005,N
A,90,0.01798,episode_0005,N
B,90,0.00797,episode_0005,N
C,90,0.03092,episode_0005,N
D,90,1.09654,episode_0005,N
E,90,0.04298,episode_0005,N
F,90,0.04209,episode_0005,N
G,90,0.93792,episode_0005,N
H,90,0.02721,episode_0005,N
A,91,0.03117,episode_0005,N
B,91,0.02248,episode_0005,N
C,91,0.02103,episode_0005,N
D,91,1.11812,episode_0005,N
E,91,0.03483,episode_0005,N
F,91,0.03705,episode_0005,N
G,91,1.01399,episode_0005,N
H,91,0.03607,episode_0005,N
A,92,0.02596,episode_0005,N
B,92,0.02558,episode_0005,N
C,92,0.02855,episode_0005,N
D,92,0.92899,episode_0005,N
E,92,0.02187,episode_0005,N
F,92,0.03746,episode_0005,N
G,92,1.07325,episode_0005,N
H,92,0.01486,episode_0005,N
A,93,0.02344,episode_0005,N
B,93,0.05651,episode_0005,N
C,93,0.01968,episode_0005,N
D,93,0.02786,episode_0005,N
E,93,0.01517,episode_0005,N
F,93,0.03468,episode_0005,N
G,93,0.04199,episode_0005,N
H,93,0.05349,episode_0005,N
A,94,0.03259,episode_0005,N
B,94,0.01747,episode_0005,N
C,94,0.02057,episode_0005,N
D,94,0.02938,episode_0005,N
E,94,0.97563,episode_0005,N
F,94,0.03754,episode_0005,N
G,94,0.02423,episode_0005,N
H,94,0.03282,episode_0005,N
A,95,0.04028,episode_0005,N
B,95,0.9914,episode_0005,N
C,95,1.07547,episode_0005,N
D,95,0.02093,episode_0005,N
E,95,1.03719,episode_0005,N
F,95,0.02601,episode_0005,N
G,95,0.01782,episode_0005,N
H,95,0.03507,episode_0005,N
A,96,0.03797,episode_0005,N
B,96,0.02752,episode_0005,N
C,96,1.05881,episode_0005,N
D,96,0.04698,episode_0005,N
E,96,0.96649,episode_0005,N
F,96,0.03417,episode_0005,N
G,96,0.02309,episode_0005,N
H,96,0.02854,episode_0005,N
A,97,0.03463,episode_0005,N
B,97,0.05027,episode_0005,N
C,97,0.03744,episode_0005,N
D,97,0.02909,episode_0005,N
E,97,1.03796,episode_0005,N
F,97,0.05988,episode_0005,N
G,97,0.0402,episode_0005,N
H,97,0.02886,episode_0005,N
A,98,0.01786,episode_0005,N
B,98,0.04502,episode_0005,N
C,98,0.02571,episode_0005,N
D,98,0.02543,episode_0005,N
E,98,0.02068,episode_0005,N
F,98,0.01713,episode_0005,N
G,98,0.02892,episode_0005,N
H,98,0.02994,episode_0005,N
A,99,0.02543,episode_0005,N
B,99,0.01851,episode_0005,N
C,99,1.07924,episode_0005,N
D,99,0.03333,episode_0005,N
E,99,0.02932,episode_0005,N
F,99,0.03968,episode_0005,N
G,99,0.0305,episode_0005,N
H,99,0.02405,episode_0005,N
A,102,0.97548,episode_0006,X
B,102,0.99295,episode_0006,X
C,102,0.02313,episode_0006,X
D,102,0.01279,episode_0006,X
E,102,0.03821,episode_0006,X
F,102,0.03385,episode_0006,X
G,102,0.03668,episode_0006,X
H,102,0.05188,episode_0006,X
A,103,1.02097,episode_0006,X
B,103,0.99152,episode_0006,X
C,103,0.00978,episode_0006,X
D,103,0.02709,episode_0006,X
E,103,0.01309,episode_0006,X
F,103,0.02959,episode_0006,X
G,103,0.93752,episode_0006,X
H,103,0.0277,episode_0006,X
A,104,1.05517,episode_0006,X
B,104,1.01137,episode_0006,X
C,104,0.04078,episode_0006,X
D,104,0.02149,episode_0006,X
E,104,0.01886,episode_0006,X
F,104,0.02138,episode_0006,X
G,104,0.02088,episode_0006,X
H,104,0.03411,episode_0006,X
A,105,0.03134,episode_0006,X
B,105,0.0333,episode_0006,X
C,105,0.02933,episode_0006,X
D,105,0.03277,episode_0006,X
E,105,0.02162,episode_0006,X
F,105,0.04137,episode_0006,X
G,105,0.03192,episode_0006,X
H,105,0.02163,episode_0006,X
A,106,0.05176,episode_0006,X
B,106,0.0247,episode_0006,X
C,106,0.02834,episode_0006,X
D,106,0.03189,episode_0006,X
E,106,0.03214,episode_0006,X
F,106,0.03277,episode_0006,X
G,106,0.99655,episode_0006,X
H,106,0.02757,episode_0006,X
A,107,0.9781,episode_0006,X
B,107,1.02035,episode_0006,X
C,107,1.01453,episode_0006,X
D,107,0.03146,episode_0006,X
E,107,0.02426,episode_0006,X
F,107,0.02942,episode_0006,X
G,107,0.01942,episode_0006,X
H,107,0.03844,episode_0006,X
A,108,0.03783,episode_0006,X
B,108,0.97951,episode_0006,X
C,108,1.00497,episode_0006,X
D,108,0.00865,episode_0006,X
E,108,0.01581,episode_0006,X
F,108,0.02587,episode_0006,X
G,108,0.01629,episode_0006,X
H,108,0.02988,episode_0006,X
A,109,0.03564,episode_0006,X
B,109,1.02249,episode_0006,X
C,109,0.97576,episode_0006,X
D,109,0.02216,episode_0006,X
E,109,0.04033,episode_0006,X
F,109,0.04053,episode_0006,X
G,109,0.0423,episode_0006,X
H,109,0.02901,episode_0006,X
A,110,0.03165,episode_0006,X
B,110,0.02079,episode_0006,X
C,110,0.03778,episode_0006,X
D,110,0.0365,episode_0006,X
E,110,0.03278,episode_0006,X
F,110,0.02897,episode_0006,X
G,110,0.8811,episode_0006,X
H,110,0.03671,episode_0006,X
A,111,0.03871,episode_0006,X
B,111,0.03692,episode_0006,X
C,111,0.03808,episode_0006,X
D,111,0.02382,episode_0006,X
E,111,0.0217,episode_0006,X
F,111,0.02723,episode_0006,X
G,111,0.0419,episode_0006,X
H,111,0.02296,episode_0006,X
A,112,0.04172,episode_0006,X
B,112,0.03822,episode_0006,X
C,112,0.02132,episode_0006,X
D,112,1.04906,episode_0006,X
E,112,0.02328,episode_0006,X
F,112,0.03074,episode_0006,X
G,112,0.03798,episode_0006,X
H,112,0.03486,episode_0006,X
