event_id,episode_id,t_start,t_end,participants,label,intensities,context,source_window,outcome
event_00034,episode_0006,103,103,"A,B,F","{A,B,F}","{""A"": 0.944, ""B"": 0.944, ""F"": 0.8058}",W,union:heu_like:heu:103:103,Y3
event_00035,episode_0006,108,109,"B,G","{B,G}","{""B"": 0.901, ""G"": 0.9583}",W,union:heu_like:heu:108:109,Y3
event_00036,episode_0006,112,114,"E,F","{E,F}","{""E"": 0.9385, ""F"": 0.9361}",W,union:sliding_window:112:114|heu_like:heu:112:112|heu_like:heu:114:114,Y3
event_00037,episode_0006,113,113,"A,E,F","{A,E,F}","{""A"": 0.8159, ""E"": 0.9473, ""F"": 0.9471}",W,union:heu_like:heu:113:113,Y3
event_00038,episode_0007,119,121,"G,H","{G,H}","{""G"": 0.9489, ""H"": 0.9573}",N,union:sliding_window:119:121|heu_like:heu:119:121,YN
event_00039,episode_0007,124,124,"D,E","{D,E}","{""D"": 0.8141, ""E"": 0.8188}",N,union:heu_like:heu:124:124,YN
event_00040,episode_0007,126,126,"D,E","{D,E}","{""D"": 0.9704, ""E"": 0.895}",N,union:heu_like:heu:126:126,YN
event_00041,episode_0007,129,129,"A,E,G","{A,E,G}","{""A"": 0.8135, ""E"": 0.8698, ""G"": 0.8191}",N,union:heu_like:heu:129:129,YN
event_00042,episode_0007,129,131,"A,G","{A,G}","{""A"": 0.9648, ""G"": 0.9818}",N,union:sliding_window:129:131|heu_like:heu:130:130,YN
event_00043,episode_0007,131,131,"A,G,H","{A,G,H}","{""A"": 0.9704, ""G"": 0.9705, ""H"": 0.8174}",N,union:heu_like:heu:131:131,YN
event_00044,episode_0008,136,138,"A,B","{A,B}","{""A"": 0.9655, ""B"": 0.9563}",X,union:sliding_window:136:138|heu_like:heu:136:138,Y1
event_00045,episode_0008,141,141,"B,C,E","{B,C,E}","{""B"": 0.8746, ""C"": 0.8174, ""E"": 0.8132}",X,union:heu_like:heu:141:141,Y1
event_00046,episode_0008,141,143,"B,C","{B,C}","{""B"": 0.9692, ""C"": 0.9788}",X,union:sliding_window:141:143|heu_like:heu:142:142,Y1
event_00047,episode_0008,143,143,"B,C,D","{B,C,D}","{""B"": 0.9723, ""C"": 0.9705, ""D"": 0.8133}",X,union:heu_like:heu:143:143,Y1
event_00048,episode_0008,146,146,"D,E,F","{D,E,F}","{""D"": 0.9616, ""E"": 0.8295, ""F"": 0.8171}",X,union:heu_like:heu:146:146,Y1
event_00049,episode_0008,146,148,"E,F","{E,F}","{""E"": 0.984, ""F"": 0.9902}",X,union:sliding_window:146:148|heu_like:heu:148:148,Y1
event_00050,episode_0008,147,147,"E,F,H","{E,F,H}","{""E"": 0.9493, ""F"": 0.9471, ""H"": 0.8208}",X,union:heu_like:heu:147:147,Y1
event_00051,episode_0009,153,155,"A,B","{A,B}","{""A"": 0.9612, ""B"": 0.9506}",Z,union:sliding_window:153:155|heu_like:heu:153:155,Y2
event_00052,episode_0009,158,158,"B,E,H","{B,E,H}","{""B"": 0.8741, ""E"": 0.895, ""H"": 0.8101}",Z,union:heu_like:heu:158:158,Y2
event_00053,episode_0009,158,160,"B,E","{B,E}","{""B"": 1.0116, ""E"": 0.9497}",Z,union:sliding_window:158:160,Y2
event_00054,episode_0009,159,159,"B,E,G","{B,E,G}","{""B"": 0.9573, ""E"": 0.9611, ""G"": 0.813}",Z,union:heu_like:heu:159:159,Y2
event_00055,episode_0009,160,160,"B,E,F","{B,E,F}","{""B"": 0.9723, ""E"": 0.973, ""F"": 0.8134}",Z,union:heu_like:heu:160:160,Y2
event_00056,episode_0009,163,164,"E,F","{E,F}","{""E"": 0.9168, ""F"": 0.9119}",Z,union:heu_like:heu:163:164,Y2
event_00057,episode_0009,165,165,"F,H","{F,H}","{""F"": 0.9721, ""H"": 0.8218}",Z,union:heu_like:heu:165:165,Y2
event_00058,episode_0009,166,166,"C,F,G","{C,F,G}","{""C"": 0.8154, ""F"": 0.975, ""G"": 0.8198}",Z,union:heu_like:heu:166:166,Y2
event_00059,episode_0010,170,172,"A,B","{A,B}","{""A"": 0.9484, ""B"": 0.9415}",W,union:sliding_window:170:172|heu_like:heu:170:172,Y3
event_00060,episode_0010,175,177,"B,G","{B,G}","{""B"": 0.945, ""G"": 0.9452}",W,union:sliding_window:175:177|heu_like:heu:175:176,Y3
event_00061,episode_0010,177,177,"B,D,G","{B,D,G}","{""B"": 0.9723, ""D"": 0.8136, ""G"": 0.9705}",W,union:heu_like:heu:177:177,Y3
event_00062,episode_0010,180,180,"E,F","{E,F}","{""E"": 0.8155, ""F"": 0.8157}",W,union:heu_like:heu:180:180,Y3
event_00063,episode_0010,182,182,"E,F","{E,F}","{""E"": 0.9704, ""F"": 0.8955}",W,union:heu_like:heu:182:182,Y3
event_00064,episode_0011,187,187,"A,H","{A,H}","{""A"": 0.8, ""H"": 0.8}",N,union:heu_like:heu:187:187,YN
event_00065,episode_0011,188,188,"D,G","{D,G}","{""D"": 0.8056, ""G"": 0.8072}",N,union:heu_like:heu:188:188,YN
event_00066,episode_0011,189,189,"D,H","{D,H}","{""D"": 0.945, ""H"": 0.8935}",N,union:heu_like:heu:189:189,YN
event_00067,episode_0011,192,192,"E,G","{E,G}","{""E"": 0.8154, ""G"": 0.8431}",N,union:heu_like:heu:192:192,YN
event_00068,episode_0011,194,194,"E,G","{E,G}","{""E"": 0.9704, ""G"": 0.8981}",N,union:heu_like:heu:194:194,YN
event_00069,episode_0011,196,196,"C,D","{C,D}","{""C"": 0.812, ""D"": 0.8234}",N,union:heu_like:heu:196:196,YN
event_00070,episode_0011,197,199,"D,G","{D,G}","{""D"": 0.9645, ""G"": 0.9567}",N,union:sliding_window:197:199|heu_like:heu:197:197|heu_like:heu:199:199,YN
event_00071,episode_0011,198,198,"A,D,G","{A,D,G}","{""A"": 0.8171, ""D"": 0.9707, ""G"": 0.9572}",N,union:heu_like:heu:198:198,YN
event_00072,episode_0012,204,204,"A,B","{A,B}","{""A"": 0.8, ""B"": 0.8}",Z,union:heu_like:heu:204:204,Y2
event_00073,episode_0012,206,206,"A,B","{A,B}","{""A"": 0.9699, ""B"": 0.8924}",Z,union:heu_like:heu:206:206,Y2
event_00074,episode_0012,209,211,"B,E","{B,E}","{""B"": 0.9748, ""E"": 0.9554}",Z,union:sliding_window:209:211|heu_like:heu:209:211,Y2
event_00075,episode_0012,215,215,"E,F,H","{E,F,H}","{""E"": 0.9575, ""F"": 0.8637, ""H"": 0.813}",Z,union:heu_like:heu:215:215,Y2
event_00076,episode_0012,218,218,"A,C","{A,C}","{""A"": 0.8177, ""C"": 0.8154}",Z,union:heu_like:heu:218:218,Y2
event_00077,episode_0013,221,223,"A,B","{A,B}","{""A"": 0.9667, ""B"": 0.9554}",X,union:sliding_window:221:223|heu_like:heu:221:223,Y1
event_00078,episode_0013,226,228,"B,C","{B,C}","{""B"": 0.9647, ""C"": 0.962}",X,union:sliding_window:226:228|heu_like:heu:226:228,Y1
event_00079,episode_0013,231,233,"E,F","{E,F}","{""E"": 0.9365, ""F"": 0.9365}",X,union:sliding_window:231:233|heu_like:heu:231:231|heu_like:heu:233:233,Y1
event_00080,episode_0013,232,232,"B,E,F","{B,E,F}","{""B"": 0.8506, ""E"": 0.9473, ""F"": 0.9467}",X,union:heu_like:heu:232:232,Y1
event_00081,episode_0014,238,240,"A,B","{A,B}","{""A"": 0.9615, ""B"": 0.9469}",W,union:sliding_window:238:240|heu_like:heu:238:240,Y3
event_00082,episode_0014,243,244,"B,G","{B,G}","{""B"": 0.9164, ""G"": 0.8788}",W,union:heu_like:heu:243:244,Y3
event_00083,episode_0014,245,245,"C,G","{C,G}","{""C"": 0.8136, ""G"": 0.9703}",W,union:heu_like:heu:245:245,Y3
event_00084,episode_0014,248,250,"E,F","{E,F}","{""E"": 0.9308, ""F"": 0.9285}",W,union:sliding_window:248:250|heu_like:heu:248:248|heu_like:heu:250:250,Y3
event_00085,episode_0014,249,249,"A,D,E,F","{A,D,E,F}","{""A"": 0.8151, ""D"": 0.812, ""E"": 0.9477, ""F"": 0.9472}",W,union:heu_like:heu:249:249,Y3
event_00086,episode_0015,255,256,"D,H","{D,H}","{""D"": 0.872, ""H"": 0.872}",N,union:heu_like:heu:255:256,YN
event_00087,episode_0015,260,260,"A,E,G","{A,E,G}","{""A"": 0.8134, ""E"": 0.8123, ""G"": 0.814}",N,union:heu_like:heu:260:260,YN
event_00088,episode_0015,260,262,"A,G","{A,G}","{""A"": 0.9868, ""G"": 0.9849}",N,union:sliding_window:260:262|heu_like:heu:261:262,YN
event_00089,episode_0015,264,264,"A,F","{A,F}","{""A"": 0.9147, ""F"": 0.8149}",N,union:heu_like:heu:264:264,YN
event_00090,episode_0015,266,267,"E,F","{E,F}","{""E"": 0.9605, ""F"": 0.9284}",N,union:heu_like:heu:266:267,YN
event_00091,episode_0016,272,274,"A,B","{A,B}","{""A"": 0.9742, ""B"": 0.9528}",Z,union:sliding_window:272:274|heu_like:heu:272:274,Y2
event_00092,episode_0016,277,279,"B,E","{B,E}","{""B"": 0.9629, ""E"": 0.9325}",Z,union:sliding_window:277:279|heu_like:heu:277:278,Y2
event_00093,episode_0016,279,279,"B,E,G","{B,E,G}","{""B"": 0.9724, ""E"": 0.9704, ""G"": 0.8121}",Z,union:heu_like:heu:279:279,Y2
event_00094,episode_0016,280,280,"A,G","{A,G}","{""A"": 0.8263, ""G"": 0.9462}",Z,union:heu_like:heu:280:280,Y2
event_00095,episode_0016,282,282,"E,F","{E,F}","{""E"": 0.8756, ""F"": 0.8137}",Z,union:heu_like:heu:282:282,Y2
event_00096,episode_0016,285,285,"A,B","{A,B}","{""A"": 0.8346, ""B"": 0.831}",Z,union:heu_like:heu:285:285,Y2
event_00097,episode_0017,289,291,"A,B","{A,B}","{""A"": 0.9797, ""B"": 0.9341}",W,union:sliding_window:289:291|heu_like:heu:289:291,Y3
event_00098,episode_0017,294,294,"B,D,G","{B,D,G}","{""B"": 0.9143, ""D"": 0.8127, ""G"": 0.8131}",W,union:heu_like:heu:294:294,Y3
event_00099,episode_0017,294,296,"B,G","{B,G}","{""B"": 0.9697, ""G"": 0.9836}",W,union:sliding_window:294:296|heu_like:heu:295:296,Y3
event_00100,episode_0017,299,301,"E,F","{E,F}","{""E"": 0.9667, ""F"": 0.9467}",W,union:sliding_window:299:301|heu_like:heu:299:301,Y3
event_00101,episode_0018,306,306,"A,B,E","{A,B,E}","{""A"": 0.8, ""B"": 0.8, ""E"": 0.8}",X,union:heu_like:heu:306:306,Y1
event_00102,episode_0018,306,308,"A,B","{A,B}","{""A"": 0.9753, ""B"": 0.9908}",X,union:sliding_window:306:308|heu_like:heu:307:308,Y1
event_00103,episode_0018,311,311,"A,B,C","{A,B,C}","{""A"": 0.8745, ""B"": 0.8751, ""C"": 0.8172}",X,union:heu_like:heu:311:311,Y1
event_00104,episode_0018,311,313,"B,C","{B,C}","{""B"": 0.9725, ""C"": 1.0077}",X,union:sliding_window:311:313|heu_like:heu:313:313,Y1
event_00105,episode_0018,312,312,"B,C,F","{B,C,F}","{""B"": 0.9575, ""C"": 0.9471, ""F"": 0.8139}",X,union:heu_like:heu:312:312,Y1
event_00106,episode_0018,316,318,"E,F","{E,F}","{""E"": 0.9443, ""F"": 0.9497}",X,union:sliding_window:316:318|heu_like:heu:316:316|heu_like:heu:318:318,Y1
event_00107,episode_0018,317,317,"C,E,F","{C,E,F}","{""C"": 0.8507, ""E"": 0.9469, ""F"": 0.9524}",X,union:heu_like:heu:317:317,Y1
event_00108,episode_0019,323,325,"B,C","{B,C}","{""B"": 0.9569, ""C"": 0.9183}",N,union:sliding_window:323:325|heu_like:heu:323:325,YN
event_00109,episode_0019,328,328,"C,E,G","{C,E,G}","{""C"": 0.8725, ""E"": 0.8131, ""G"": 0.8129}",N,union:heu_like:heu:328:328,YN
event_00110,episode_0019,329,329,"B,C,D,H","{B,C,D,H}","{""B"": 0.8544, ""C"": 0.9571, ""D"": 0.8147, ""H"": 0.817}",N,union:heu_like:heu:329:329,YN
event_00111,episode_0019,330,330,"B,C","{B,C}","{""B"": 0.9538, ""C"": 0.9723}",N,union:heu_like:heu:330:330,YN
event_00112,episode_0019,331,331,"B,H","{B,H}","{""B"": 0.9717, ""H"": 0.8954}",N,union:heu_like:heu:331:331,YN
event_00113,episode_0019,333,335,"B,D","{B,D}","{""B"": 0.9618, ""D"": 0.9406}",N,union:sliding_window:333:335|heu_like:heu:333:333|heu_like:heu:335:335,YN
event_00114,episode_0019,334,334,"B,D,F","{B,D,F}","{""B"": 0.9644, ""D"": 0.9518, ""F"": 0.8156}",N,union:heu_like:heu:334:334,YN
event_00115,episode_0020,340,340,"A,B,H","{A,B,H}","{""A"": 0.8, ""B"": 0.8, ""H"": 0.8}",X,union:heu_like:heu:340:340,Y1
event_00116,episode_0020,340,342,"A,B","{A,B}","{""A"": 0.9854, ""B"": 0.9633}",X,union:sliding_window:340:342|heu_like:heu:341:342,Y1
event_00117,episode_0020,345,347,"B,C","{B,C}","{""B"": 0.9571, ""C"": 0.9042}",X,union:sliding_window:345:347|heu_like:heu:345:345,Y1
event_00118,episode_0020,346,347,"A,B,C","{A,B,C}","{""A"": 0.9347, ""B"": 0.965, ""C"": 0.9586}",X,union:heu_like:heu:346:347,Y1
event_00119,episode_0020,350,350,"E,G","{E,G}","{""E"": 0.8143, ""G"": 0.8947}",X,union:heu_like:heu:350:350,Y1
event_00120,episode_0020,351,351,"A,E,F","{A,E,F}","{""A"": 0.8542, ""E"": 0.9466, ""F"": 0.8178}",X,union:heu_like:heu:351:351,Y1
event_00121,episode_0020,352,352,"E,F","{E,F}","{""E"": 0.9704, ""F"": 0.9472}",X,union:heu_like:heu:352:352,Y1
event_00122,episode_0021,357,359,"A,B","{A,B}","{""A"": 0.936, ""B"": 0.9433}",Z,union:sliding_window:357:359|heu_like:heu:357:358,Y2
event_00123,episode_0021,359,359,"A,B,C","{A,B,C}","{""A"": 0.9699, ""B"": 0.9699, ""C"": 0.8119}",Z,union:heu_like:heu:359:359,Y2
event_00124,episode_0021,362,364,"B,E","{B,E}","{""B"": 0.9438, ""E"": 0.9167}",Z,union:sliding_window:362:364|heu_like:heu:362:363,Y2
event_00125,episode_0021,364,364,"B,D,E","{B,D,E}","{""B"": 0.9723, ""D"": 0.8102, ""E"": 0.9704}",Z,union:heu_like:heu:364:364,Y2
event_00126,episode_0021,367,369,"E,F","{E,F}","{""E"": 0.9666, ""F"": 0.961}",Z,union:sliding_window:367:369|heu_like:heu:367:369,Y2
event_00127,episode_0022,374,376,"A,B","{A,B}","{""A"": 0.9279, ""B"": 0.9226}",W,union:sliding_window:374:376|heu_like:heu:374:375,Y3
event_00128,episode_0022,376,376,"A,B,F,H","{A,B,F,H}","{""A"": 0.9699, ""B"": 0.9699, ""F"": 0.8103, ""H"": 0.8075}",W,union:heu_like:heu:376:376,Y3
event_00129,episode_0022,379,379,"A,B,G","{A,B,G}","{""A"": 0.8768, ""B"": 0.8759, ""G"": 0.8092}",W,union:heu_like:heu:379:379,Y3
event_00130,episode_0022,379,381,"B,G","{B,G}","{""B"": 0.9673, ""G"": 0.9627}",W,union:sliding_window:379:381|heu_like:heu:380:381,Y3
event_00131,episode_0022,384,386,"E,F","{E,F}","{""E"": 0.9509, ""F"": 0.9426}",W,union:sliding_window:384:386|heu_like:heu:384:384|heu_like:heu:386:386,Y3
event_00132,episode_0022,385,385,"D,E,F","{D,E,F}","{""D"": 0.8153, ""E"": 0.9469, ""F"": 0.9482}",W,union:heu_like:heu:385:385,Y3
event_00133,episode_0023,391,393,"C,E","{C,E}","{""C"": 0.9426, ""E"": 0.9295}",N,union:sliding_window:391:393|heu_like:heu:391:391|heu_like:heu:393:393,YN
event_00134,episode_0023,392,392,"A,C,E","{A,C,E}","{""A"": 0.8036, ""C"": 0.944, ""E"": 0.944}",N,union:heu_like:heu:392:392,YN
event_00135,episode_0023,396,398,"E,F","{E,F}","{""E"": 0.9534, ""F"": 0.9332}",N,union:sliding_window:396:398|heu_like:heu:396:396|heu_like:heu:398:398,YN
event_00136,episode_0023,397,397,"D,E,F","{D,E,F}","{""D"": 0.8131, ""E"": 0.957, ""F"": 0.9463}",N,union:heu_like:heu:397:397,YN
event_00137,episode_0023,401,403,"B,C","{B,C}","{""B"": 0.9749, ""C"": 0.9591}",N,union:sliding_window:401:403|heu_like:heu:401:403,YN
event_00138,episode_0023,405,405,"C,E","{C,E}","{""C"": 0.9113, ""E"": 0.8191}",N,union:heu_like:heu:405:405,YN
event_00139,episode_0024,408,408,"A,B,G","{A,B,G}","{""A"": 0.8, ""B"": 0.8, ""G"": 0.8}",W,union:heu_like:heu:408:408,Y3
event_00140,episode_0024,409,409,"A,B,E","{A,B,E}","{""A"": 0.944, ""B"": 0.944, ""E"": 0.8078}",W,union:heu_like:heu:409:409,Y3
event_00141,episode_0024,413,415,"B,G","{B,G}","{""B"": 0.9379, ""G"": 0.9383}",W,union:sliding_window:413:415|heu_like:heu:413:413|heu_like:heu:415:415,Y3
event_00142,episode_0024,414,414,"B,G,H","{B,G,H}","{""B"": 0.9527, ""G"": 0.9501, ""H"": 0.8177}",W,union:heu_like:heu:414:414,Y3
event_00143,episode_0024,418,420,"E,F","{E,F}","{""E"": 0.9733, ""F"": 0.9562}",W,union:sliding_window:418:420|heu_like:heu:418:420,Y3
event_00144,episode_0025,425,427,"A,B","{A,B}","{""A"": 0.9414, ""B"": 0.9302}",Z,union:sliding_window:425:427|heu_like:heu:425:425|heu_like:heu:427:427,Y2
event_00145,episode_0025,426,426,"A,B,D","{A,B,D}","{""A"": 0.944, ""B"": 0.944, ""D"": 0.8047}",Z,union:heu_like:heu:426:426,Y2
event_00146,episode_0025,430,432,"B,E","{B,E}","{""B"": 0.9797, ""E"": 0.9608}",Z,union:sliding_window:430:432|heu_like:heu:430:432,Y2
event_00147,episode_0025,435,435,"C,E","{C,E}","{""C"": 0.8134, ""E"": 0.8769}",Z,union:heu_like:heu:435:435,Y2
event_00148,episode_0025,436,436,"E,F","{E,F}","{""E"": 0.9578, ""F"": 0.8116}",Z,union:heu_like:heu:436:436,Y2
event_00149,episode_0025,437,437,"E,F,G","{E,F,G}","{""E"": 0.9724, ""F"": 0.9461, ""G"": 0.8189}",Z,union:heu_like:heu:437:437,Y2
event_00150,episode_0026,442,444,"A,B","{A,B}","{""A"": 0.9446, ""B"": 0.9636}",X,union:sliding_window:442:444|heu_like:heu:442:444,Y1
event_00151,episode_0026,445,445,"B,D","{B,D}","{""B"": 0.9746, ""D"": 0.8095}",X,union:heu_like:heu:445:445,Y1
event_00152,episode_0026,447,448,"B,C","{B,C}","{""B"": 0.9386, ""C"": 0.8777}",X,union:heu_like:heu:447:448,Y1
event_00153,episode_0026,449,449,"B,F","{B,F}","{""B"": 0.9736, ""F"": 0.8144}",X,union:heu_like:heu:449:449,Y1
event_00154,episode_0026,452,452,"E,F","{E,F}","{""E"": 0.8138, ""F"": 0.8634}",X,union:heu_like:heu:452:452,Y1
event_00155,episode_0026,454,454,"E,F","{E,F}","{""E"": 0.9704, ""F"": 0.9023}",X,union:heu_like:heu:454:454,Y1
event_00156,episode_0027,459,461,"D,E","{D,E}","{""D"": 0.926, ""E"": 0.9356}",N,union:sliding_window:459:461|heu_like:heu:459:461,YN
event_00157,episode_0027,464,465,"A,B","{A,B}","{""A"": 0.8804, ""B"": 0.8817}",N,union:heu_like:heu:464:465,YN
event_00158,episode_0027,469,471,"F,H","{F,H}","{""F"": 0.9757, ""H"": 0.9371}",N,union:sliding_window:469:471|heu_like:heu:469:469|heu_like:heu:471:471,YN
event_00159,episode_0027,470,470,"C,F,H","{C,F,H}","{""C"": 0.8126, ""F"": 0.9703, ""H"": 0.9461}",N,union:heu_like:heu:470:470,YN
event_00160,episode_0028,476,476,"A,B,D","{A,B,D}","{""A"": 0.8, ""B"": 0.8, ""D"": 0.8}",W,union:heu_like:heu:476:476,Y3
event_00161,episode_0028,476,478,"A,B","{A,B}","{""A"": 0.9692, ""B"": 0.9639}",W,union:sliding_window:476:478|heu_like:heu:477:478,Y3
event_00162,episode_0028,481,483,"B,G","{B,G}","{""B"": 0.9502, ""G"": 0.9494}",W,union:sliding_window:481:483|heu_like:heu:481:481|heu_like:heu:483:483,Y3
event_00163,episode_0028,482,482,"B,E,G,H","{B,E,G,H}","{""B"": 0.9572, ""E"": 0.8128, ""G"": 0.9464, ""H"": 0.8131}",W,union:heu_like:heu:482:482,Y3
event_00164,episode_0028,486,486,"F,H","{F,H}","{""F"": 0.8132, ""H"": 0.8439}",W,union:heu_like:heu:486:486,Y3
event_00165,episode_0028,488,488,"E,F","{E,F}","{""E"": 0.8264, ""F"": 0.9703}",W,union:heu_like:heu:488:488,Y3
event_00166,episode_0029,493,493,"A,E","{A,E}","{""A"": 0.8, ""E"": 0.8}",Z,union:heu_like:heu:493:493,Y2
event_00167,episode_0029,494,494,"A,B,H","{A,B,H}","{""A"": 0.944, ""B"": 0.8065, ""H"": 0.8055}",Z,union:heu_like:heu:494:494,Y2
event_00168,episode_0029,495,495,"A,B,E","{A,B,E}","{""A"": 0.9699, ""B"": 0.9452, ""E"": 0.8931}",Z,union:heu_like:heu:495:495,Y2
event_00169,episode_0029,499,500,"B,E","{B,E}","{""B"": 0.9025, ""E"": 0.9642}",Z,union:heu_like:heu:499:500,Y2
event_00170,episode_0029,501,501,"D,G","{D,G}","{""D"": 0.8148, ""G"": 0.8119}",Z,union:heu_like:heu:501:501,Y2
event_00171,episode_0029,502,502,"D,E","{D,E}","{""D"": 0.9467, ""E"": 0.9126}",Z,union:heu_like:heu:502:502,Y2
event_00172,episode_0029,503,505,"E,F","{E,F}","{""E"": 0.9641, ""F"": 0.9317}",Z,union:sliding_window:503:505|heu_like:heu:503:503|heu_like:heu:505:505,Y2
event_00173,episode_0029,504,504,"B,E,F","{B,E,F}","{""B"": 0.8533, ""E"": 0.9736, ""F"": 0.9469}",Z,union:heu_like:heu:504:504,Y2
event_00174,episode_0030,510,512,"A,B","{A,B}","{""A"": 0.9811, ""B"": 0.9778}",X,union:sliding_window:510:512|heu_like:heu:510:512,Y1
event_00175,episode_0030,515,517,"B,C","{B,C}","{""B"": 0.9881, ""C"": 0.9627}",X,union:sliding_window:515:517|heu_like:heu:515:517,Y1
