from_event,to_event,delta_t,shared_participants,changed_participants,weight,episode_id,context,from_label,to_label
event_00094,event_00095,2,,"A,E,F,G",1,episode_0016,Z,"{A,G}","{E,F}"
event_00095,event_00096,3,,"A,B,E,F",1,episode_0016,Z,"{E,F}","{A,B}"
event_00097,event_00098,3,B,"A,D,G",1,episode_0017,W,"{A,B}","{B,D,G}"
event_00098,event_00099,0,"B,G",D,1,episode_0017,W,"{B,D,G}","{B,G}"
event_00099,event_00100,3,,"B,E,F,G",1,episode_0017,W,"{B,G}","{E,F}"
event_00101,event_00102,0,"A,B",E,1,episode_0018,X,"{A,B,E}","{A,B}"
event_00102,event_00103,3,"A,B",C,1,episode_0018,X,"{A,B}","{A,B,C}"
event_00103,event_00104,0,"B,C",A,1,episode_0018,X,"{A,B,C}","{B,C}"
event_00104,event_00105,-1,"B,C",F,1,episode_0018,X,"{B,C}","{B,C,F}"
event_00105,event_00106,4,F,"B,C,E",1,episode_0018,X,"{B,C,F}","{E,F}"
event_00106,event_00107,-1,"E,F",C,1,episode_0018,X,"{E,F}","{C,E,F}"
event_00108,event_00109,3,C,"B,E,G",1,episode_0019,N,"{B,C}","{C,E,G}"
event_00109,event_00110,1,C,"B,D,E,G,H",1,episode_0019,N,"{C,E,G}","{B,C,D,H}"
event_00110,event_00111,1,"B,C","D,H",1,episode_0019,N,"{B,C,D,H}","{B,C}"
event_00111,event_00112,1,B,"C,H",1,episode_0019,N,"{B,C}","{B,H}"
event_00112,event_00113,2,B,"D,H",1,episode_0019,N,"{B,H}","{B,D}"
event_00113,event_00114,-1,"B,D",F,1,episode_0019,N,"{B,D}","{B,D,F}"
event_00115,event_00116,0,"A,B",H,1,episode_0020,X,"{A,B,H}","{A,B}"
event_00116,event_00117,3,B,"A,C",1,episode_0020,X,"{A,B}","{B,C}"
event_00117,event_00118,-1,"B,C",A,1,episode_0020,X,"{B,C}","{A,B,C}"
event_00118,event_00119,3,,"A,B,C,E,G",1,episode_0020,X,"{A,B,C}","{E,G}"
event_00119,event_00120,1,E,"A,F,G",1,episode_0020,X,"{E,G}","{A,E,F}"
event_00120,event_00121,1,"E,F",A,1,episode_0020,X,"{A,E,F}","{E,F}"
event_00122,event_00123,0,"A,B",C,1,episode_0021,Z,"{A,B}","{A,B,C}"
event_00123,event_00124,3,B,"A,C,E",1,episode_0021,Z,"{A,B,C}","{B,E}"
event_00124,event_00125,0,"B,E",D,1,episode_0021,Z,"{B,E}","{B,D,E}"
event_00125,event_00126,3,E,"B,D,F",1,episode_0021,Z,"{B,D,E}","{E,F}"
event_00127,event_00128,0,"A,B","F,H",1,episode_0022,W,"{A,B}","{A,B,F,H}"
event_00128,event_00129,3,"A,B","F,G,H",1,episode_0022,W,"{A,B,F,H}","{A,B,G}"
event_00129,event_00130,0,"B,G",A,1,episode_0022,W,"{A,B,G}","{B,G}"
event_00130,event_00131,3,,"B,E,F,G",1,episode_0022,W,"{B,G}","{E,F}"
event_00131,event_00132,-1,"E,F",D,1,episode_0022,W,"{E,F}","{D,E,F}"
event_00133,event_00134,-1,"C,E",A,1,episode_0023,N,"{C,E}","{A,C,E}"
event_00134,event_00135,4,E,"A,C,F",1,episode_0023,N,"{A,C,E}","{E,F}"
event_00135,event_00136,-1,"E,F",D,1,episode_0023,N,"{E,F}","{D,E,F}"
event_00136,event_00137,4,,"B,C,D,E,F",1,episode_0023,N,"{D,E,F}","{B,C}"
event_00137,event_00138,2,C,"B,E",1,episode_0023,N,"{B,C}","{C,E}"
event_00139,event_00140,1,"A,B","E,G",1,episode_0024,W,"{A,B,G}","{A,B,E}"
event_00140,event_00141,4,B,"A,E,G",1,episode_0024,W,"{A,B,E}","{B,G}"
event_00141,event_00142,-1,"B,G",H,1,episode_0024,W,"{B,G}","{B,G,H}"
event_00142,event_00143,4,,"B,E,F,G,H",1,episode_0024,W,"{B,G,H}","{E,F}"
event_00144,event_00145,-1,"A,B",D,1,episode_0025,Z,"{A,B}","{A,B,D}"
event_00145,event_00146,4,B,"A,D,E",1,episode_0025,Z,"{A,B,D}","{B,E}"
event_00146,event_00147,3,E,"B,C",1,episode_0025,Z,"{B,E}","{C,E}"
event_00147,event_00148,1,E,"C,F",1,episode_0025,Z,"{C,E}","{E,F}"
event_00148,event_00149,1,"E,F",G,1,episode_0025,Z,"{E,F}","{E,F,G}"
event_00150,event_00151,1,B,"A,D",1,episode_0026,X,"{A,B}","{B,D}"
event_00151,event_00152,2,B,"C,D",1,episode_0026,X,"{B,D}","{B,C}"
event_00152,event_00153,1,B,"C,F",1,episode_0026,X,"{B,C}","{B,F}"
event_00153,event_00154,3,F,"B,E",1,episode_0026,X,"{B,F}","{E,F}"
event_00154,event_00155,2,"E,F",,1,episode_0026,X,"{E,F}","{E,F}"
event_00156,event_00157,3,,"A,B,D,E",1,episode_0027,N,"{D,E}","{A,B}"
event_00157,event_00158,4,,"A,B,F,H",1,episode_0027,N,"{A,B}","{F,H}"
event_00158,event_00159,-1,"F,H",C,1,episode_0027,N,"{F,H}","{C,F,H}"
event_00160,event_00161,0,"A,B",D,1,episode_0028,W,"{A,B,D}","{A,B}"
event_00161,event_00162,3,B,"A,G",1,episode_0028,W,"{A,B}","{B,G}"
event_00162,event_00163,-1,"B,G","E,H",1,episode_0028,W,"{B,G}","{B,E,G,H}"
event_00163,event_00164,4,H,"B,E,F,G",1,episode_0028,W,"{B,E,G,H}","{F,H}"
event_00164,event_00165,2,F,"E,H",1,episode_0028,W,"{F,H}","{E,F}"
event_00166,event_00167,1,A,"B,E,H",1,episode_0029,Z,"{A,E}","{A,B,H}"
event_00167,event_00168,1,"A,B","E,H",1,episode_0029,Z,"{A,B,H}","{A,B,E}"
event_00168,event_00169,4,"B,E",A,1,episode_0029,Z,"{A,B,E}","{B,E}"
event_00169,event_00170,1,,"B,D,E,G",1,episode_0029,Z,"{B,E}","{D,G}"
event_00170,event_00171,1,D,"E,G",1,episode_0029,Z,"{D,G}","{D,E}"
event_00171,event_00172,1,E,"D,F",1,episode_0029,Z,"{D,E}","{E,F}"
event_00172,event_00173,-1,"E,F",B,1,episode_0029,Z,"{E,F}","{B,E,F}"
event_00174,event_00175,3,B,"A,C",1,episode_0030,X,"{A,B}","{B,C}"
event_00175,event_00176,3,,"B,C,E,F,G",1,episode_0030,X,"{B,C}","{E,F,G}"
event_00176,event_00177,-1,"E,F",G,1,episode_0030,X,"{E,F,G}","{E,F}"
event_00178,event_00179,3,,"A,B,E,F,H",1,episode_0031,N,"{B,E}","{A,F,H}"
event_00179,event_00180,1,"A,H",F,1,episode_0031,N,"{A,F,H}","{A,H}"
event_00180,event_00181,4,A,"D,H",1,episode_0031,N,"{A,H}","{A,D}"
event_00181,event_00182,0,"A,D","B,E,H",1,episode_0031,N,"{A,D}","{A,B,D,E,H}"
event_00183,event_00184,1,"A,B","E,H",1,episode_0032,W,"{A,B,E}","{A,B,H}"
event_00184,event_00185,4,B,"A,G,H",1,episode_0032,W,"{A,B,H}","{B,G}"
event_00185,event_00186,1,"B,G",E,1,episode_0032,W,"{B,G}","{B,E,G}"
event_00186,event_00187,1,"E,G",B,1,episode_0032,W,"{B,E,G}","{E,G}"
event_00187,event_00188,1,,"A,D,E,G",1,episode_0032,W,"{E,G}","{A,D}"
event_00188,event_00189,2,,"A,D,F,G",1,episode_0032,W,"{A,D}","{F,G}"
event_00189,event_00190,1,F,"E,G",1,episode_0032,W,"{F,G}","{E,F}"
event_00190,event_00191,1,"E,F",A,1,episode_0032,W,"{E,F}","{A,E,F}"
event_00192,event_00193,1,,"A,B,D,H",1,episode_0033,Z,"{A,B}","{D,H}"
event_00193,event_00194,2,,"B,D,E,H",1,episode_0033,Z,"{D,H}","{B,E}"
event_00194,event_00195,3,E,"B,F",1,episode_0033,Z,"{B,E}","{E,F}"
event_00195,event_00196,0,"E,F",C,1,episode_0033,Z,"{E,F}","{C,E,F}"
event_00197,event_00198,0,"A,B",C,1,episode_0034,X,"{A,B}","{A,B,C}"
event_00198,event_00199,3,"B,C",A,1,episode_0034,X,"{A,B,C}","{B,C}"
event_00199,event_00200,2,"B,C",,1,episode_0034,X,"{B,C}","{B,C}"
event_00200,event_00201,3,,"B,C,E,F",1,episode_0034,X,"{B,C}","{E,F}"
event_00201,event_00202,-1,"E,F",D,1,episode_0034,X,"{E,F}","{D,E,F}"
event_00203,event_00204,1,,"C,D,G,H",1,episode_0035,N,"{C,D}","{G,H}"
event_00204,event_00205,2,H,"A,E,G",1,episode_0035,N,"{G,H}","{A,E,H}"
event_00205,event_00206,0,"A,E",H,1,episode_0035,N,"{A,E,H}","{A,E}"
event_00206,event_00207,3,E,"A,C,G",1,episode_0035,N,"{A,E}","{C,E,G}"
event_00207,event_00208,0,"E,G",C,1,episode_0035,N,"{C,E,G}","{E,G}"
event_00208,event_00209,-1,"E,G",F,1,episode_0035,N,"{E,G}","{E,F,G}"
event_00210,event_00211,0,"A,B","C,G",1,episode_0036,W,"{A,B,C,G}","{A,B}"
event_00211,event_00212,3,B,"A,G",1,episode_0036,W,"{A,B}","{B,G}"
event_00212,event_00213,4,,"B,E,F,G",1,episode_0036,W,"{B,G}","{E,F}"
event_00214,event_00215,0,"A,B",E,1,episode_0037,Z,"{A,B,E}","{A,B}"
event_00215,event_00216,4,B,"A,E",1,episode_0037,Z,"{A,B}","{B,E}"
event_00216,event_00217,1,"B,E",C,1,episode_0037,Z,"{B,E}","{B,C,E}"
event_00217,event_00218,3,E,"B,C,F",1,episode_0037,Z,"{B,C,E}","{E,F}"
event_00218,event_00219,0,"E,F",H,1,episode_0037,Z,"{E,F}","{E,F,H}"
event_00220,event_00221,4,B,"A,C,G",1,episode_0038,X,"{A,B,G}","{B,C}"
event_00221,event_00222,3,,"B,C,E,F",1,episode_0038,X,"{B,C}","{E,F}"
event_00222,event_00223,3,,"C,E,F,G",1,episode_0038,X,"{E,F}","{C,G}"
event_00224,event_00225,4,H,"C,F",1,episode_0039,N,"{F,H}","{C,H}"
event_00225,event_00226,3,,"C,E,G,H",1,episode_0039,N,"{C,H}","{E,G}"
event_00226,event_00227,-1,"E,G",C,1,episode_0039,N,"{E,G}","{C,E,G}"
event_00228,event_00229,0,"A,B","E,H",1,episode_0040,Z,"{A,B,E,H}","{A,B}"
event_00229,event_00230,0,"A,B",H,1,episode_0040,Z,"{A,B}","{A,B,H}"
event_00230,event_00231,3,B,"A,E,H",1,episode_0040,Z,"{A,B,H}","{B,E}"
event_00231,event_00232,3,E,"B,F",1,episode_0040,Z,"{B,E}","{E,F}"
event_00233,event_00234,0,"A,B",D,1,episode_0041,X,"{A,B}","{A,B,D}"
event_00234,event_00235,3,B,"A,C,D",1,episode_0041,X,"{A,B,D}","{B,C}"
event_00235,event_00236,3,,"B,C,E,F",1,episode_0041,X,"{B,C}","{E,F}"
event_00237,event_00238,-1,"A,B",F,1,episode_0042,W,"{A,B}","{A,B,F}"
event_00238,event_00239,1,"A,B","C,F",1,episode_0042,W,"{A,B,F}","{A,B,C}"
event_00239,event_00240,3,B,"A,C,G",1,episode_0042,W,"{A,B,C}","{B,G}"
event_00240,event_00241,0,"B,G",D,1,episode_0042,W,"{B,G}","{B,D,G}"
event_00241,event_00242,3,,"B,D,E,F,G",1,episode_0042,W,"{B,D,G}","{E,F}"
event_00242,event_00243,0,"E,F",D,1,episode_0042,W,"{E,F}","{D,E,F}"
event_00244,event_00245,4,,"A,B,D,F",1,episode_0043,N,"{A,D}","{B,F}"
event_00245,event_00246,1,F,"B,E",1,episode_0043,N,"{B,F}","{E,F}"
event_00246,event_00247,4,F,"A,E",1,episode_0043,N,"{E,F}","{A,F}"
event_00248,event_00249,2,"A,B",D,1,episode_0044,W,"{A,B}","{A,B,D}"
event_00249,event_00250,4,B,"A,D,G",1,episode_0044,W,"{A,B,D}","{B,G}"
event_00250,event_00251,3,,"B,E,F,G",1,episode_0044,W,"{B,G}","{E,F}"
event_00251,event_00252,1,E,"F,G",1,episode_0044,W,"{E,F}","{E,G}"
event_00252,event_00253,1,E,"F,G",1,episode_0044,W,"{E,G}","{E,F}"
event_00254,event_00255,-1,"A,B",D,1,episode_0045,Z,"{A,B}","{A,B,D}"
event_00255,event_00256,4,B,"A,D,E",1,episode_0045,Z,"{A,B,D}","{B,E}"
event_00256,event_00257,2,"B,E",,1,episode_0045,Z,"{B,E}","{B,E}"
event_00257,event_00258,3,E,"B,G",1,episode_0045,Z,"{B,E}","{E,G}"
event_00258,event_00259,1,E,"F,G",1,episode_0045,Z,"{E,G}","{E,F}"
event_00260,event_00261,0,"A,B",H,1,episode_0046,X,"{A,B,H}","{A,B}"
event_00261,event_00262,0,"A,B",F,1,episode_0046,X,"{A,B}","{A,B,F}"
event_00262,event_00263,3,"B,F","A,C",1,episode_0046,X,"{A,B,F}","{B,C,F}"
event_00263,event_00264,0,"B,C",F,1,episode_0046,X,"{B,C,F}","{B,C}"
event_00264,event_00265,3,B,"C,E,F",1,episode_0046,X,"{B,C}","{B,E,F}"
event_00265,event_00266,0,"E,F",B,1,episode_0046,X,"{B,E,F}","{E,F}"
event_00267,event_00268,0,"B,H",G,1,episode_0047,N,"{B,H}","{B,G,H}"
event_00268,event_00269,3,G,"B,C,H",1,episode_0047,N,"{B,G,H}","{C,G}"
event_00269,event_00270,3,"C,G",F,1,episode_0047,N,"{C,G}","{C,F,G}"
event_00270,event_00271,0,"F,G",C,1,episode_0047,N,"{C,F,G}","{F,G}"
event_00272,event_00273,3,B,"A,C",1,episode_0048,X,"{A,B}","{B,C}"
event_00273,event_00274,3,,"B,C,E,F",1,episode_0048,X,"{B,C}","{E,F}"
event_00274,event_00275,2,"E,F",C,1,episode_0048,X,"{E,F}","{C,E,F}"
event_00276,event_00277,3,B,"A,G",1,episode_0049,W,"{A,B}","{B,G}"
event_00277,event_00278,3,,"B,E,F,G",1,episode_0049,W,"{B,G}","{E,F}"
event_00279,event_00280,0,"A,B",F,1,episode_0050,Z,"{A,B,F}","{A,B}"
event_00280,event_00281,3,B,"A,D,E,H",1,episode_0050,Z,"{A,B}","{B,D,E,H}"
event_00281,event_00282,0,"B,E","D,H",1,episode_0050,Z,"{B,D,E,H}","{B,E}"
event_00282,event_00283,3,"B,E",F,1,episode_0050,Z,"{B,E}","{B,E,F}"
event_00283,event_00284,0,"E,F",B,1,episode_0050,Z,"{B,E,F}","{E,F}"
event_00284,event_00285,0,"E,F",G,1,episode_0050,Z,"{E,F}","{E,F,G}"
event_00286,event_00287,2,"F,G",,1,episode_0051,N,"{F,G}","{F,G}"
event_00287,event_00288,3,,"D,E,F,G,H",1,episode_0051,N,"{F,G}","{D,E,H}"
event_00288,event_00289,0,"D,H",E,1,episode_0051,N,"{D,E,H}","{D,H}"
event_00289,event_00290,3,,"B,D,F,G,H",1,episode_0051,N,"{D,H}","{B,F,G}"
event_00290,event_00291,0,"B,G",F,1,episode_0051,N,"{B,F,G}","{B,G}"
event_00291,event_00292,0,"B,G","A,E,H",1,episode_0051,N,"{B,G}","{A,B,E,G,H}"
event_00293,event_00294,1,B,"A,E,G",1,episode_0052,Z,"{A,B,G}","{B,E}"
event_00294,event_00295,1,B,"E,G",1,episode_0052,Z,"{B,E}","{B,G}"
event_00295,event_00296,3,B,"E,G",1,episode_0052,Z,"{B,G}","{B,E}"
event_00296,event_00297,-1,"B,E",C,1,episode_0052,Z,"{B,E}","{B,C,E}"
event_00297,event_00298,4,E,"B,C,F",1,episode_0052,Z,"{B,C,E}","{E,F}"
event_00299,event_00300,-1,"A,B",H,1,episode_0053,X,"{A,B}","{A,B,H}"
event_00300,event_00301,3,,"A,B,D,F,H",1,episode_0053,X,"{A,B,H}","{D,F}"
event_00301,event_00302,1,,"B,C,D,F",1,episode_0053,X,"{D,F}","{B,C}"
event_00302,event_00303,3,,"B,C,E,F",1,episode_0053,X,"{B,C}","{E,F}"
event_00303,event_00304,0,"E,F",B,1,episode_0053,X,"{E,F}","{B,E,F}"
event_00305,event_00306,2,"A,B","D,E,F",1,episode_0054,W,"{A,B}","{A,B,D,E,F}"
event_00306,event_00307,3,B,"A,D,E,F,G",1,episode_0054,W,"{A,B,D,E,F}","{B,G}"
event_00307,event_00308,3,,"B,E,F,G",1,episode_0054,W,"{B,G}","{E,F}"
event_00309,event_00310,-1,"E,H",B,1,episode_0055,N,"{E,H}","{B,E,H}"
event_00310,event_00311,2,B,"C,E,H",1,episode_0055,N,"{B,E,H}","{B,C}"
event_00311,event_00312,3,B,"C,H",1,episode_0055,N,"{B,C}","{B,H}"
event_00312,event_00313,3,,"B,D,G,H",1,episode_0055,N,"{B,H}","{D,G}"
event_00313,event_00314,-1,"D,G",E,1,episode_0055,N,"{D,G}","{D,E,G}"
event_00315,event_00316,1,B,"A,E",1,episode_0056,Z,"{A,B}","{B,E}"
event_00316,event_00317,1,B,"A,E",1,episode_0056,Z,"{B,E}","{A,B}"
event_00317,event_00318,3,B,"A,E",1,episode_0056,Z,"{A,B}","{B,E}"
event_00318,event_00319,0,"B,E",C,1,episode_0056,Z,"{B,E}","{B,C,E}"
event_00319,event_00320,3,E,"B,C,F",1,episode_0056,Z,"{B,C,E}","{E,F}"
event_00320,event_00321,1,,"C,D,E,F",1,episode_0056,Z,"{E,F}","{C,D}"
event_00322,event_00323,-1,"A,B",C,1,episode_0057,W,"{A,B}","{A,B,C}"
event_00323,event_00324,4,B,"A,C,G",1,episode_0057,W,"{A,B,C}","{B,G}"
event_00324,event_00325,3,B,"E,F,G",1,episode_0057,W,"{B,G}","{B,E,F}"
event_00326,event_00327,0,"A,B",C,1,episode_0058,X,"{A,B,C}","{A,B}"
event_00327,event_00328,0,"A,B",E,1,episode_0058,X,"{A,B}","{A,B,E}"
event_00328,event_00329,3,B,"A,C,E",1,episode_0058,X,"{A,B,E}","{B,C}"
event_00329,event_00330,0,"B,C",E,1,episode_0058,X,"{B,C}","{B,C,E}"
event_00330,event_00331,3,E,"B,C,F",1,episode_0058,X,"{B,C,E}","{E,F}"
event_00331,event_00332,-1,"E,F",A,1,episode_0058,X,"{E,F}","{A,E,F}"
event_00333,event_00334,2,"C,F",H,1,episode_0059,N,"{C,F,H}","{C,F}"
event_00334,event_00335,2,,"A,C,F,G",1,episode_0059,N,"{C,F}","{A,G}"
event_00335,event_00336,1,A,"D,E,G",1,episode_0059,N,"{A,G}","{A,D,E}"
event_00336,event_00337,0,"D,E",A,1,episode_0059,N,"{A,D,E}","{D,E}"
event_00337,event_00338,0,"D,E",A,1,episode_0059,N,"{D,E}","{A,D,E}"
event_00338,event_00339,3,E,"A,B,D",1,episode_0059,N,"{A,D,E}","{B,E}"
event_00339,event_00340,-1,"B,E","A,H",1,episode_0059,N,"{B,E}","{A,B,E,H}"
event_00340,event_00341,1,"B,E","A,D,F,H",1,episode_0059,N,"{A,B,E,H}","{B,D,E,F}"
event_00342,event_00343,0,"A,B",F,1,episode_0060,W,"{A,B}","{A,B,F}"
event_00343,event_00344,3,B,"A,F,G",1,episode_0060,W,"{A,B,F}","{B,G}"
event_00344,event_00345,0,"B,G",D,1,episode_0060,W,"{B,G}","{B,D,G}"
event_00345,event_00346,3,,"B,D,E,F,G",1,episode_0060,W,"{B,D,G}","{E,F}"
event_00346,event_00347,1,,"A,E,F,G",1,episode_0060,W,"{E,F}","{A,G}"
event_00348,event_00349,0,"A,B",C,1,episode_0061,Z,"{A,B,C}","{A,B}"
event_00349,event_00350,-1,"A,B",E,1,episode_0061,Z,"{A,B}","{A,B,E}"
event_00350,event_00351,4,"B,E",A,1,episode_0061,Z,"{A,B,E}","{B,E}"
event_00351,event_00352,0,"B,E",A,1,episode_0061,Z,"{B,E}","{A,B,E}"
event_00352,event_00353,3,E,"A,B,F",1,episode_0061,Z,"{A,B,E}","{E,F}"
event_00353,event_00354,0,"E,F",A,1,episode_0061,Z,"{E,F}","{A,E,F}"
event_00355,event_00356,3,B,"A,C",1,episode_0062,X,"{A,B}","{B,C}"
event_00356,event_00357,3,B,"C,E,F",1,episode_0062,X,"{B,C}","{B,E,F}"
event_00357,event_00358,0,"E,F",B,1,episode_0062,X,"{B,E,F}","{E,F}"
event_00359,event_00360,2,"B,G",E,1,episode_0063,N,"{B,G}","{B,E,G}"
event_00360,event_00361,1,E,"B,D,G",1,episode_0063,N,"{B,E,G}","{D,E}"
event_00361,event_00362,2,,"D,E,F,G",1,episode_0063,N,"{D,E}","{F,G}"
event_00362,event_00363,3,G,"E,F",1,episode_0063,N,"{F,G}","{E,G}"
event_00364,event_00365,0,"A,B",C,1,episode_0064,W,"{A,B}","{A,B,C}"
