unit_id,t,value,episode_id,context
G,19,0.02654,episode_0001,W
H,19,0.02933,episode_0001,W
A,20,0.02607,episode_0001,W
B,20,0.02779,episode_0001,W
C,20,0.01407,episode_0001,W
D,20,0.02146,episode_0001,W
E,20,0.02229,episode_0001,W
F,20,0.01626,episode_0001,W
G,20,0.02686,episode_0001,W
H,20,0.03191,episode_0001,W
A,21,0.02006,episode_0001,W
B,21,0.05016,episode_0001,W
C,21,0.02797,episode_0001,W
D,21,0.03319,episode_0001,W
E,21,0.01893,episode_0001,W
F,21,0.02095,episode_0001,W
G,21,0.04524,episode_0001,W
H,21,0.03553,episode_0001,W
A,22,0.02803,episode_0001,W
B,22,1.07396,episode_0001,W
C,22,0.0396,episode_0001,W
D,22,0.02145,episode_0001,W
E,22,0.03292,episode_0001,W
F,22,0.03214,episode_0001,W
G,22,1.01033,episode_0001,W
H,22,0.02916,episode_0001,W
A,23,0.04871,episode_0001,W
B,23,1.0194,episode_0001,W
C,23,0.01053,episode_0001,W
D,23,0.03855,episode_0001,W
E,23,0.0285,episode_0001,W
F,23,1.03184,episode_0001,W
G,23,0.96103,episode_0001,W
H,23,0.01829,episode_0001,W
A,24,0.02823,episode_0001,W
B,24,1.05561,episode_0001,W
C,24,0.04063,episode_0001,W
D,24,0.02526,episode_0001,W
E,24,0.02868,episode_0001,W
F,24,0.02661,episode_0001,W
G,24,0.99044,episode_0001,W
H,24,0.03216,episode_0001,W
A,25,0.01267,episode_0001,W
B,25,0.03175,episode_0001,W
C,25,0.02623,episode_0001,W
D,25,0.0321,episode_0001,W
E,25,0.02069,episode_0001,W
F,25,0.03464,episode_0001,W
G,25,0.04348,episode_0001,W
H,25,0.04343,episode_0001,W
A,26,0.02704,episode_0001,W
B,26,1.07938,episode_0001,W
C,26,0.02353,episode_0001,W
D,26,0.01329,episode_0001,W
E,26,0.03984,episode_0001,W
F,26,0.04072,episode_0001,W
G,26,0.97705,episode_0001,W
H,26,0.0295,episode_0001,W
A,27,0.02173,episode_0001,W
B,27,0.01973,episode_0001,W
C,27,0.02952,episode_0001,W
D,27,0.01471,episode_0001,W
E,27,1.04267,episode_0001,W
F,27,0.96101,episode_0001,W
G,27,0.03387,episode_0001,W
H,27,0.02246,episode_0001,W
A,28,0.02845,episode_0001,W
B,28,0.02953,episode_0001,W
C,28,0.02898,episode_0001,W
D,28,0.03958,episode_0001,W
E,28,1.03257,episode_0001,W
F,28,0.99704,episode_0001,W
G,28,0.04106,episode_0001,W
H,28,0.01912,episode_0001,W
A,29,0.01871,episode_0001,W
B,29,0.02193,episode_0001,W
C,29,0.03583,episode_0001,W
D,29,0.03433,episode_0001,W
E,29,0.90823,episode_0001,W
F,29,1.0122,episode_0001,W
G,29,0.02969,episode_0001,W
H,29,0.0305,episode_0001,W
A,30,0.01961,episode_0001,W
B,30,0.01988,episode_0001,W
C,30,0.03747,episode_0001,W
D,30,0.02039,episode_0001,W
E,30,0.02645,episode_0001,W
F,30,0.0018,episode_0001,W
G,30,0.01924,episode_0001,W
H,30,0.01922,episode_0001,W
A,31,0.01494,episode_0001,W
B,31,0.04386,episode_0001,W
C,31,0.02598,episode_0001,W
D,31,0.01106,episode_0001,W
E,31,0.02969,episode_0001,W
F,31,0.02906,episode_0001,W
G,31,0.02934,episode_0001,W
H,31,0.04291,episode_0001,W
A,34,0.99675,episode_0002,Z
B,34,0.99707,episode_0002,Z
C,34,0.01957,episode_0002,Z
D,34,0.02896,episode_0002,Z
E,34,0.02817,episode_0002,Z
F,34,0.02052,episode_0002,Z
G,34,0.02451,episode_0002,Z
H,34,0.02996,episode_0002,Z
A,35,0.96918,episode_0002,Z
B,35,1.00458,episode_0002,Z
C,35,0.03151,episode_0002,Z
D,35,0.02576,episode_0002,Z
E,35,0.97237,episode_0002,Z
F,35,0.03092,episode_0002,Z
G,35,0.03236,episode_0002,Z
H,35,0.03427,episode_0002,Z
A,36,0.91677,episode_0002,Z
B,36,1.01417,episode_0002,Z
C,36,0.03383,episode_0002,Z
D,36,0.02741,episode_0002,Z
E,36,0.03431,episode_0002,Z
F,36,0.01486,episode_0002,Z
G,36,0.04169,episode_0002,Z
H,36,0.03234,episode_0002,Z
A,37,0.87337,episode_0002,Z
B,37,0.03377,episode_0002,Z
C,37,0.01704,episode_0002,Z
D,37,0.04273,episode_0002,Z
E,37,0.03271,episode_0002,Z
F,37,0.04594,episode_0002,Z
G,37,0.02758,episode_0002,Z
H,37,0.02306,episode_0002,Z
A,38,0.03396,episode_0002,Z
B,38,0.03995,episode_0002,Z
C,38,0.02944,episode_0002,Z
D,38,0.03584,episode_0002,Z
E,38,0.03397,episode_0002,Z
F,38,0.03362,episode_0002,Z
G,38,0.01361,episode_0002,Z
H,38,0.02945,episode_0002,Z
A,39,0.01302,episode_0002,Z
B,39,0.88725,episode_0002,Z
C,39,0.02665,episode_0002,Z
D,39,0.03381,episode_0002,Z
E,39,0.86198,episode_0002,Z
F,39,1.03411,episode_0002,Z
G,39,0.04701,episode_0002,Z
H,39,0.03313,episode_0002,Z
A,40,0.03787,episode_0002,Z
B,40,1.09787,episode_0002,Z
C,40,0.02841,episode_0002,Z
D,40,0.03198,episode_0002,Z
E,40,0.95167,episode_0002,Z
F,40,1.03933,episode_0002,Z
G,40,0.04045,episode_0002,Z
H,40,0.02085,episode_0002,Z
A,41,0.02341,episode_0002,Z
B,41,1.02466,episode_0002,Z
C,41,0.02525,episode_0002,Z
D,41,0.0276,episode_0002,Z
E,41,1.01023,episode_0002,Z
F,41,0.02298,episode_0002,Z
G,41,0.0326,episode_0002,Z
H,41,0.03073,episode_0002,Z
A,42,0.03916,episode_0002,Z
B,42,0.02561,episode_0002,Z
C,42,0.05239,episode_0002,Z
D,42,0.03063,episode_0002,Z
E,42,0.04533,episode_0002,Z
F,42,0.02024,episode_0002,Z
G,42,0.03452,episode_0002,Z
H,42,0.01354,episode_0002,Z
A,43,0.99293,episode_0002,Z
B,43,0.03213,episode_0002,Z
C,43,0.02665,episode_0002,Z
D,43,0.0211,episode_0002,Z
E,43,0.01976,episode_0002,Z
F,43,0.02973,episode_0002,Z
G,43,0.02648,episode_0002,Z
H,43,0.03701,episode_0002,Z
A,44,0.01963,episode_0002,Z
B,44,0.05532,episode_0002,Z
C,44,0.02889,episode_0002,Z
D,44,0.05057,episode_0002,Z
E,44,1.02471,episode_0002,Z
F,44,1.09621,episode_0002,Z
G,44,0.0471,episode_0002,Z
H,44,0.03684,episode_0002,Z
A,45,0.02281,episode_0002,Z
B,45,1.03412,episode_0002,Z
C,45,0.02659,episode_0002,Z
D,45,0.03368,episode_0002,Z
E,45,0.98292,episode_0002,Z
F,45,1.01267,episode_0002,Z
G,45,0.04111,episode_0002,Z
H,45,0.03023,episode_0002,Z
A,46,0.02106,episode_0002,Z
B,46,0.89989,episode_0002,Z
C,46,0.03342,episode_0002,Z
D,46,0.03297,episode_0002,Z
E,46,0.97301,episode_0002,Z
F,46,0.99852,episode_0002,Z
G,46,0.04846,episode_0002,Z
H,46,0.04322,episode_0002,Z
A,47,0.02324,episode_0002,Z
B,47,0.02944,episode_0002,Z
C,47,0.02709,episode_0002,Z
D,47,0.02565,episode_0002,Z
E,47,0.01915,episode_0002,Z
F,47,0.05281,episode_0002,Z
G,47,0.02761,episode_0002,Z
H,47,0.03708,episode_0002,Z
A,48,0.02793,episode_0002,Z
B,48,0.0327,episode_0002,Z
C,48,0.04554,episode_0002,Z
D,48,0.03083,episode_0002,Z
E,48,0.0449,episode_0002,Z
F,48,0.0233,episode_0002,Z
G,48,0.03664,episode_0002,Z
H,48,0.04395,episode_0002,Z
A,51,0.0208,episode_0003,N
B,51,0.0263,episode_0003,N
C,51,0.02351,episode_0003,N
D,51,0.99002,episode_0003,N
E,51,0.01467,episode_0003,N
F,51,0.02081,episode_0003,N
G,51,0.90113,episode_0003,N
H,51,0.03697,episode_0003,N
A,52,0.03357,episode_0003,N
B,52,0.03632,episode_0003,N
C,52,0.04236,episode_0003,N
D,52,0.92717,episode_0003,N
E,52,0.02835,episode_0003,N
F,52,0.03208,episode_0003,N
G,52,0.93943,episode_0003,N
H,52,0.01291,episode_0003,N
A,53,0.0291,episode_0003,N
B,53,1.02758,episode_0003,N
C,53,0.02275,episode_0003,N
D,53,0.94962,episode_0003,N
E,53,0.02535,episode_0003,N
F,53,0.03784,episode_0003,N
G,53,0.95107,episode_0003,N
H,53,0.02043,episode_0003,N
A,54,0.009,episode_0003,N
B,54,0.99071,episode_0003,N
C,54,0.01226,episode_0003,N
D,54,0.03798,episode_0003,N
E,54,1.03156,episode_0003,N
F,54,0.02421,episode_0003,N
G,54,0.02198,episode_0003,N
H,54,0.0322,episode_0003,N
A,55,0.02521,episode_0003,N
B,55,1.12432,episode_0003,N
C,55,0.03767,episode_0003,N
D,55,0.02915,episode_0003,N
E,55,0.91293,episode_0003,N
F,55,0.0272,episode_0003,N
G,55,0.0311,episode_0003,N
H,55,0.03317,episode_0003,N
A,56,0.01899,episode_0003,N
B,56,0.05096,episode_0003,N
C,56,0.03254,episode_0003,N
D,56,0.99444,episode_0003,N
E,56,0.0346,episode_0003,N
F,56,0.02563,episode_0003,N
G,56,0.02722,episode_0003,N
H,56,0.02868,episode_0003,N
A,57,0.02979,episode_0003,N
B,57,0.02033,episode_0003,N
C,57,0.03665,episode_0003,N
D,57,1.05673,episode_0003,N
E,57,0.05313,episode_0003,N
F,57,0.02781,episode_0003,N
G,57,0.03121,episode_0003,N
H,57,0.04548,episode_0003,N
A,58,0.04055,episode_0003,N
B,58,0.04409,episode_0003,N
C,58,0.02327,episode_0003,N
D,58,1.0244,episode_0003,N
E,58,0.02478,episode_0003,N
F,58,0.039,episode_0003,N
G,58,1.05181,episode_0003,N
H,58,0.02543,episode_0003,N
A,59,0.02811,episode_0003,N
B,59,0.01613,episode_0003,N
C,59,0.02361,episode_0003,N
D,59,0.93499,episode_0003,N
E,59,0.02641,episode_0003,N
F,59,0.04192,episode_0003,N
G,59,0.03406,episode_0003,N
H,59,0.02355,episode_0003,N
A,60,0.97539,episode_0003,N
B,60,0.03067,episode_0003,N
C,60,0.02435,episode_0003,N
D,60,0.04113,episode_0003,N
E,60,0.03885,episode_0003,N
F,60,0.03589,episode_0003,N
G,60,0.02175,episode_0003,N
H,60,0.02682,episode_0003,N
A,61,0.047,episode_0003,N
B,61,0.02031,episode_0003,N
C,61,0.0379,episode_0003,N
D,61,1.03265,episode_0003,N
E,61,0.02922,episode_0003,N
F,61,0.00741,episode_0003,N
G,61,0.01966,episode_0003,N
H,61,1.0187,episode_0003,N
A,62,0.02089,episode_0003,N
B,62,0.01433,episode_0003,N
C,62,0.03497,episode_0003,N
D,62,1.0009,episode_0003,N
E,62,0.02907,episode_0003,N
F,62,0.04058,episode_0003,N
G,62,0.02756,episode_0003,N
H,62,1.0514,episode_0003,N
A,63,0.026,episode_0003,N
B,63,0.02175,episode_0003,N
C,63,0.03392,episode_0003,N
D,63,1.08885,episode_0003,N
E,63,0.03959,episode_0003,N
F,63,0.02618,episode_0003,N
G,63,0.03061,episode_0003,N
H,63,0.98873,episode_0003,N
A,64,0.9637,episode_0003,N
B,64,1.01363,episode_0003,N
C,64,0.01568,episode_0003,N
D,64,0.01934,episode_0003,N
E,64,0.02033,episode_0003,N
F,64,0.01943,episode_0003,N
G,64,0.01628,episode_0003,N
H,64,0.0268,episode_0003,N
A,65,0.03569,episode_0003,N
B,65,0.03195,episode_0003,N
C,65,0.02027,episode_0003,N
D,65,0.02754,episode_0003,N
E,65,0.02956,episode_0003,N
F,65,0.01017,episode_0003,N
G,65,0.03881,episode_0003,N
H,65,0.02208,episode_0003,N
A,68,1.05725,episode_0004,X
B,68,0.97976,episode_0004,X
C,68,0.04004,episode_0004,X
D,68,0.0231,episode_0004,X
E,68,0.94411,episode_0004,X
F,68,0.0145,episode_0004,X
G,68,0.9685,episode_0004,X
H,68,0.03481,episode_0004,X
A,69,1.04346,episode_0004,X
B,69,0.95234,episode_0004,X
C,69,0.0289,episode_0004,X
D,69,0.04471,episode_0004,X
E,69,0.01893,episode_0004,X
F,69,0.02773,episode_0004,X
G,69,0.03271,episode_0004,X
H,69,0.04137,episode_0004,X
A,70,1.00663,episode_0004,X
B,70,0.96795,episode_0004,X
C,70,0.03793,episode_0004,X
D,70,0.0232,episode_0004,X
E,70,0.05309,episode_0004,X
F,70,0.03302,episode_0004,X
G,70,0.03784,episode_0004,X
H,70,0.02792,episode_0004,X
A,71,0.02787,episode_0004,X
B,71,0.03745,episode_0004,X
C,71,0.02559,episode_0004,X
D,71,0.0295,episode_0004,X
E,71,0.02819,episode_0004,X
F,71,0.03366,episode_0004,X
G,71,0.03356,episode_0004,X
H,71,0.02873,episode_0004,X
A,72,0.03759,episode_0004,X
B,72,0.04341,episode_0004,X
C,72,0.02251,episode_0004,X
D,72,0.02323,episode_0004,X
E,72,0.02282,episode_0004,X
F,72,0.02218,episode_0004,X
G,72,0.02269,episode_0004,X
H,72,0.0296,episode_0004,X
A,73,0.03648,episode_0004,X
B,73,1.01593,episode_0004,X
C,73,1.12264,episode_0004,X
D,73,0.04297,episode_0004,X
E,73,0.03355,episode_0004,X
F,73,0.02387,episode_0004,X
G,73,0.03052,episode_0004,X
H,73,0.02939,episode_0004,X
A,74,0.05341,episode_0004,X
B,74,0.99391,episode_0004,X
C,74,1.05234,episode_0004,X
D,74,0.0251,episode_0004,X
E,74,0.01359,episode_0004,X
F,74,0.03536,episode_0004,X
G,74,0.01985,episode_0004,X
H,74,0.03031,episode_0004,X
A,75,0.02407,episode_0004,X
B,75,1.08089,episode_0004,X
C,75,1.01096,episode_0004,X
D,75,0.02626,episode_0004,X
E,75,0.99589,episode_0004,X
F,75,0.01122,episode_0004,X
G,75,0.02145,episode_0004,X
H,75,0.03227,episode_0004,X
A,76,0.03897,episode_0004,X
B,76,0.03924,episode_0004,X
C,76,0.04137,episode_0004,X
D,76,0.02854,episode_0004,X
E,76,0.03825,episode_0004,X
F,76,0.03209,episode_0004,X
G,76,0.02631,episode_0004,X
H,76,0.02422,episode_0004,X
A,77,0.02109,episode_0004,X
B,77,0.03888,episode_0004,X
C,77,0.0292,episode_0004,X
D,77,0.02169,episode_0004,X
E,77,0.02752,episode_0004,X
F,77,0.04752,episode_0004,X
G,77,0.01503,episode_0004,X
H,77,1.06526,episode_0004,X
A,78,0.03227,episode_0004,X
B,78,0.03654,episode_0004,X
C,78,0.0264,episode_0004,X
D,78,0.02663,episode_0004,X
E,78,1.06062,episode_0004,X
F,78,1.03307,episode_0004,X
G,78,1.0157,episode_0004,X
H,78,0.02617,episode_0004,X
A,79,0.0264,episode_0004,X
B,79,0.04444,episode_0004,X
C,79,0.03219,episode_0004,X
D,79,0.04063,episode_0004,X
E,79,0.97717,episode_0004,X
F,79,1.05961,episode_0004,X
G,79,0.02515,episode_0004,X
H,79,0.05028,episode_0004,X
A,80,0.01767,episode_0004,X
B,80,0.03426,episode_0004,X
C,80,0.0379,episode_0004,X
D,80,0.02077,episode_0004,X
E,80,1.01653,episode_0004,X
F,80,0.96457,episode_0004,X
G,80,0.04384,episode_0004,X
H,80,0.02873,episode_0004,X
A,81,0.03894,episode_0004,X
B,81,0.03329,episode_0004,X
C,81,0.02462,episode_0004,X
D,81,0.03581,episode_0004,X
E,81,0.03418,episode_0004,X
F,81,0.04517,episode_0004,X
G,81,0.01514,episode_0004,X
H,81,0.01562,episode_0004,X
A,82,0.02153,episode_0004,X
B,82,0.03586,episode_0004,X
C,82,0.04003,episode_0004,X
D,82,0.028,episode_0004,X
E,82,0.03175,episode_0004,X
F,82,0.02967,episode_0004,X
G,82,0.01298,episode_0004,X
H,82,0.02093,episode_0004,X
A,85,1.03865,episode_0005,Z
B,85,0.96984,episode_0005,Z
C,85,0.87072,episode_0005,Z
D,85,0.02244,episode_0005,Z
E,85,0.04554,episode_0005,Z
F,85,0.03258,episode_0005,Z
G,85,0.04431,episode_0005,Z
H,85,0.03029,episode_0005,Z
A,86,1.13511,episode_0005,Z
B,86,1.0271,episode_0005,Z
C,86,0.02015,episode_0005,Z
D,86,0.01765,episode_0005,Z
E,86,0.03279,episode_0005,Z
F,86,0.03416,episode_0005,Z
G,86,0.02239,episode_0005,Z
H,86,0.03061,episode_0005,Z
A,87,0.97549,episode_0005,Z
B,87,0.91824,episode_0005,Z
C,87,0.03182,episode_0005,Z
D,87,0.05007,episode_0005,Z
E,87,0.0232,episode_0005,Z
F,87,1.08546,episode_0005,Z
G,87,0.02662,episode_0005,Z
H,87,0.01683,episode_0005,Z
A,88,0.03305,episode_0005,Z
B,88,0.02015,episode_0005,Z
C,88,0.03577,episode_0005,Z
D,88,0.03622,episode_0005,Z
E,88,0.01217,episode_0005,Z
F,88,0.03415,episode_0005,Z
G,88,0.00861,episode_0005,Z
H,88,0.03752,episode_0005,Z
A,89,0.00809,episode_0005,Z
B,89,0.01873,episode_0005,Z
C,89,0.04234,episode_0005,Z
D,89,0.0315,episode_0005,Z
E,89,0.03627,episode_0005,Z
F,89,0.00477,episode_0005,Z
G,89,0.03708,episode_0005,Z
H,89,0.02088,episode_0005,Z
A,90,0.0459,episode_0005,Z
B,90,0.99113,episode_0005,Z
C,90,0.00797,episode_0005,Z
D,90,0.03092,episode_0005,Z
E,90,1.09654,episode_0005,Z
F,90,0.04298,episode_0005,Z
G,90,0.04209,episode_0005,Z
H,90,0.02663,episode_0005,Z
A,91,0.01758,episode_0005,Z
B,91,1.08163,episode_0005,Z
C,91,0.02248,episode_0005,Z
D,91,0.02103,episode_0005,Z
E,91,1.11812,episode_0005,Z
F,91,0.03483,episode_0005,Z
G,91,0.03705,episode_0005,Z
H,91,0.03801,episode_0005,Z
A,92,0.0328,episode_0005,Z
B,92,0.91394,episode_0005,Z
C,92,0.02558,episode_0005,Z
D,92,0.02855,episode_0005,Z
E,92,0.92899,episode_0005,Z
F,92,0.02187,episode_0005,Z
G,92,0.03746,episode_0005,Z
H,92,0.03852,episode_0005,Z
A,93,0.04465,episode_0005,Z
B,93,0.04499,episode_0005,Z
C,93,0.0022,episode_0005,Z
D,93,0.04578,episode_0005,Z
E,93,0.03169,episode_0005,Z
F,93,0.03102,episode_0005,Z
G,93,0.02319,episode_0005,Z
H,93,0.03223,episode_0005,Z
A,94,0.0308,episode_0005,Z
B,94,0.02284,episode_0005,Z
C,94,0.01084,episode_0005,Z
D,94,0.04329,episode_0005,Z
E,94,0.03531,episode_0005,Z
F,94,0.01955,episode_0005,Z
G,94,0.02486,episode_0005,Z
H,94,0.03754,episode_0005,Z
A,95,0.02423,episode_0005,Z
B,95,0.03282,episode_0005,Z
C,95,0.04028,episode_0005,Z
D,95,0.9914,episode_0005,Z
E,95,1.07547,episode_0005,Z
F,95,0.98023,episode_0005,Z
G,95,0.02573,episode_0005,Z
H,95,0.02601,episode_0005,Z
A,96,0.01782,episode_0005,Z
B,96,0.03507,episode_0005,Z
C,96,0.03797,episode_0005,Z
D,96,0.02752,episode_0005,Z
E,96,1.05881,episode_0005,Z
F,96,1.03826,episode_0005,Z
G,96,0.0428,episode_0005,Z
H,96,0.03417,episode_0005,Z
A,97,0.02309,episode_0005,Z
B,97,0.02854,episode_0005,Z
C,97,0.03463,episode_0005,Z
D,97,0.05027,episode_0005,Z
E,97,0.03744,episode_0005,Z
F,97,1.02107,episode_0005,Z
G,97,0.01279,episode_0005,Z
H,97,0.05988,episode_0005,Z
A,98,0.0402,episode_0005,Z
B,98,0.02886,episode_0005,Z
C,98,0.01786,episode_0005,Z
D,98,0.04502,episode_0005,Z
E,98,0.02571,episode_0005,Z
F,98,0.02543,episode_0005,Z
G,98,0.02068,episode_0005,Z
H,98,0.01713,episode_0005,Z
A,99,0.02892,episode_0005,Z
B,99,0.02994,episode_0005,Z
C,99,0.02543,episode_0005,Z
D,99,0.01851,episode_0005,Z
E,99,1.07924,episode_0005,Z
F,99,0.03333,episode_0005,Z
G,99,0.02932,episode_0005,Z
H,99,0.03968,episode_0005,Z
A,102,0.97027,episode_0006,W
B,102,1.09391,episode_0006,W
C,102,0.01837,episode_0006,W
D,102,0.03747,episode_0006,W
E,102,0.02859,episode_0006,W
F,102,0.03025,episode_0006,W
G,102,0.01662,episode_0006,W
H,102,0.02507,episode_0006,W
A,103,1.00106,episode_0006,W
B,103,0.98178,episode_0006,W
C,103,0.03753,episode_0006,W
D,103,0.0212,episode_0006,W
E,103,0.0283,episode_0006,W
F,103,0.97747,episode_0006,W
G,103,0.01309,episode_0006,W
H,103,0.02959,episode_0006,W
A,104,0.01833,episode_0006,W
B,104,1.06708,episode_0006,W
C,104,0.02288,episode_0006,W
D,104,0.04103,episode_0006,W
E,104,0.02695,episode_0006,W
F,104,0.04078,episode_0006,W
G,104,0.02149,episode_0006,W
H,104,0.01886,episode_0006,W
A,105,0.02138,episode_0006,W
B,105,0.02088,episode_0006,W
C,105,0.03411,episode_0006,W
D,105,0.03134,episode_0006,W
E,105,0.0333,episode_0006,W
F,105,0.02933,episode_0006,W
G,105,0.03277,episode_0006,W
H,105,0.02162,episode_0006,W
A,106,0.04137,episode_0006,W
B,106,0.03192,episode_0006,W
C,106,0.02163,episode_0006,W
D,106,0.05176,episode_0006,W
E,106,0.0247,episode_0006,W
F,106,0.02834,episode_0006,W
G,106,0.03189,episode_0006,W
H,106,0.03214,episode_0006,W
A,107,0.03277,episode_0006,W
B,107,0.01556,episode_0006,W
C,107,0.02931,episode_0006,W
D,107,0.00847,episode_0006,W
E,107,0.02613,episode_0006,W
F,107,0.02745,episode_0006,W
G,107,0.95345,episode_0006,W
H,107,0.03291,episode_0006,W
A,108,0.02623,episode_0006,W
B,108,1.05904,episode_0006,W
C,108,0.01942,episode_0006,W
D,108,0.03844,episode_0006,W
E,108,0.03783,episode_0006,W
F,108,0.01268,episode_0006,W
G,108,0.97424,episode_0006,W
H,108,0.03099,episode_0006,W
A,109,0.03495,episode_0006,W
B,109,0.94219,episode_0006,W
C,109,0.01629,episode_0006,W
D,109,0.02988,episode_0006,W
E,109,0.03564,episode_0006,W
F,109,0.02208,episode_0006,W
G,109,1.06192,episode_0006,W
H,109,0.02515,episode_0006,W
A,110,0.03339,episode_0006,W
B,110,0.03343,episode_0006,W
C,110,0.03134,episode_0006,W
D,110,0.04245,episode_0006,W
E,110,0.04439,episode_0006,W
F,110,0.03087,episode_0006,W
G,110,0.02711,episode_0006,W
H,110,1.01743,episode_0006,W
A,111,0.03278,episode_0006,W
B,111,0.02897,episode_0006,W
C,111,0.8811,episode_0006,W
D,111,0.03671,episode_0006,W
E,111,0.03871,episode_0006,W
F,111,0.03692,episode_0006,W
G,111,0.03808,episode_0006,W
H,111,0.02382,episode_0006,W
A,112,0.0217,episode_0006,W
B,112,0.02723,episode_0006,W
C,112,0.0419,episode_0006,W
D,112,0.02296,episode_0006,W
E,112,1.04108,episode_0006,W
F,112,0.99158,episode_0006,W
G,112,0.01616,episode_0006,W
H,112,0.03981,episode_0006,W
