from_event,to_event,delta_t,shared_participants,changed_participants,weight,episode_id,context,from_label,to_label
event_00092,event_00093,2,U37,"U07,U08,U15,U20,U36",1,episode_0006,CTX_0006,"{U07,U08,U15,U37}","{U20,U36,U37}"
event_00094,event_00095,-1,"U04,U12","U20,U38",1,episode_0007,CTX_0007,"{U04,U12}","{U04,U12,U20,U38}"
event_00095,event_00096,1,"U04,U12","U14,U18,U20,U22,U28,U38",1,episode_0007,CTX_0007,"{U04,U12,U20,U38}","{U04,U12,U14,U18,U22,U28}"
event_00096,event_00097,1,,"U04,U12,U14,U18,U22,U27,U28,U30",1,episode_0007,CTX_0007,"{U04,U12,U14,U18,U22,U28}","{U27,U30}"
event_00097,event_00098,2,,"U02,U06,U07,U15,U21,U27,U30",1,episode_0007,CTX_0007,"{U27,U30}","{U02,U06,U07,U15,U21}"
event_00098,event_00099,0,"U02,U06","U07,U15,U21",1,episode_0007,CTX_0007,"{U02,U06,U07,U15,U21}","{U02,U06}"
event_00099,event_00100,-1,"U02,U06","U19,U31,U37",1,episode_0007,CTX_0007,"{U02,U06}","{U02,U06,U19,U31,U37}"
event_00100,event_00101,1,"U02,U06","U19,U29,U31,U37",1,episode_0007,CTX_0007,"{U02,U06,U19,U31,U37}","{U02,U06,U29}"
event_00101,event_00102,1,,"U02,U05,U06,U22,U29,U37",1,episode_0007,CTX_0007,"{U02,U06,U29}","{U05,U22,U37}"
event_00102,event_00103,2,,"U05,U14,U15,U21,U22,U37",1,episode_0007,CTX_0007,"{U05,U22,U37}","{U14,U15,U21}"
event_00103,event_00104,0,"U15,U21",U14,1,episode_0007,CTX_0007,"{U14,U15,U21}","{U15,U21}"
event_00104,event_00105,-1,"U15,U21","U26,U37",1,episode_0007,CTX_0007,"{U15,U21}","{U15,U21,U26,U37}"
event_00105,event_00106,1,"U15,U21","U11,U26,U27,U31,U32,U35,U36,U37",1,episode_0007,CTX_0007,"{U15,U21,U26,U37}","{U11,U15,U21,U27,U31,U32,U35,U36}"
event_00106,event_00107,2,U36,"U03,U11,U15,U21,U27,U31,U32,U35",1,episode_0007,CTX_0007,"{U11,U15,U21,U27,U31,U32,U35,U36}","{U03,U36}"
event_00108,event_00109,0,"U01,U20",U00,1,episode_0008,CTX_0008,"{U00,U01,U20}","{U01,U20}"
event_00109,event_00110,-1,"U01,U20",U34,1,episode_0008,CTX_0008,"{U01,U20}","{U01,U20,U34}"
event_00110,event_00111,2,,"U01,U20,U25,U34,U36",1,episode_0008,CTX_0008,"{U01,U20,U34}","{U25,U36}"
event_00111,event_00112,1,,"U25,U28,U31,U36",1,episode_0008,CTX_0008,"{U25,U36}","{U28,U31}"
event_00112,event_00113,1,,"U28,U31,U37,U38",1,episode_0008,CTX_0008,"{U28,U31}","{U37,U38}"
event_00113,event_00114,-1,"U37,U38","U08,U26,U32",1,episode_0008,CTX_0008,"{U37,U38}","{U08,U26,U32,U37,U38}"
event_00114,event_00115,1,"U37,U38","U08,U26,U32,U34",1,episode_0008,CTX_0008,"{U08,U26,U32,U37,U38}","{U34,U37,U38}"
event_00115,event_00116,1,,"U04,U34,U36,U37,U38",1,episode_0008,CTX_0008,"{U34,U37,U38}","{U04,U36}"
event_00116,event_00117,1,,"U04,U07,U14,U19,U36",1,episode_0008,CTX_0008,"{U04,U36}","{U07,U14,U19}"
event_00117,event_00118,1,,"U07,U14,U19,U25,U32,U35,U38",1,episode_0008,CTX_0008,"{U07,U14,U19}","{U25,U32,U35,U38}"
event_00118,event_00119,0,"U25,U38","U32,U35",1,episode_0008,CTX_0008,"{U25,U32,U35,U38}","{U25,U38}"
event_00119,event_00120,-1,"U25,U38","U04,U09,U21,U22,U37",1,episode_0008,CTX_0008,"{U25,U38}","{U04,U09,U21,U22,U25,U37,U38}"
event_00120,event_00121,1,"U25,U38","U04,U09,U21,U22,U32,U37",1,episode_0008,CTX_0008,"{U04,U09,U21,U22,U25,U37,U38}","{U25,U32,U38}"
event_00121,event_00122,1,U25,"U03,U32,U35,U38",1,episode_0008,CTX_0008,"{U25,U32,U38}","{U03,U25,U35}"
event_00123,event_00124,-1,"U31,U33",U02,1,episode_0009,CTX_0009,"{U31,U33}","{U02,U31,U33}"
event_00124,event_00125,1,"U31,U33","U02,U08,U10",1,episode_0009,CTX_0009,"{U02,U31,U33}","{U08,U10,U31,U33}"
event_00125,event_00126,1,,"U06,U07,U08,U10,U30,U31,U33",1,episode_0009,CTX_0009,"{U08,U10,U31,U33}","{U06,U07,U30}"
event_00126,event_00127,1,,"U02,U06,U07,U18,U30",1,episode_0009,CTX_0009,"{U06,U07,U30}","{U02,U18}"
event_00127,event_00128,1,,"U02,U03,U07,U09,U17,U18,U30",1,episode_0009,CTX_0009,"{U02,U18}","{U03,U07,U09,U17,U30}"
event_00128,event_00129,0,"U07,U09","U03,U17,U30",1,episode_0009,CTX_0009,"{U03,U07,U09,U17,U30}","{U07,U09}"
event_00129,event_00130,-1,"U07,U09","U13,U35",1,episode_0009,CTX_0009,"{U07,U09}","{U07,U09,U13,U35}"
event_00130,event_00131,1,"U07,U09","U13,U18,U26,U35",1,episode_0009,CTX_0009,"{U07,U09,U13,U35}","{U07,U09,U18,U26}"
event_00131,event_00132,1,,"U07,U08,U09,U18,U26,U32",1,episode_0009,CTX_0009,"{U07,U09,U18,U26}","{U08,U32}"
event_00132,event_00133,2,,"U04,U08,U12,U32,U34",1,episode_0009,CTX_0009,"{U08,U32}","{U04,U12,U34}"
event_00133,event_00134,0,"U12,U34",U04,1,episode_0009,CTX_0009,"{U04,U12,U34}","{U12,U34}"
event_00134,event_00135,2,U12,"U34,U38",1,episode_0009,CTX_0009,"{U12,U34}","{U12,U38}"
event_00136,event_00137,0,"U06,U33","U02,U21",1,episode_0010,CTX_0010,"{U02,U06,U21,U33}","{U06,U33}"
event_00137,event_00138,-1,"U06,U33","U10,U20,U32",1,episode_0010,CTX_0010,"{U06,U33}","{U06,U10,U20,U32,U33}"
event_00138,event_00139,1,"U06,U33","U10,U20,U26,U32,U36",1,episode_0010,CTX_0010,"{U06,U10,U20,U32,U33}","{U06,U26,U33,U36}"
event_00139,event_00140,2,,"U06,U14,U16,U19,U26,U33,U36",1,episode_0010,CTX_0010,"{U06,U26,U33,U36}","{U14,U16,U19}"
event_00140,event_00141,1,,"U09,U14,U16,U17,U19,U31",1,episode_0010,CTX_0010,"{U14,U16,U19}","{U09,U17,U31}"
event_00141,event_00142,1,"U17,U31","U09,U18",1,episode_0010,CTX_0010,"{U09,U17,U31}","{U17,U18,U31}"
event_00142,event_00143,1,U17,"U04,U18,U21,U31",1,episode_0010,CTX_0010,"{U17,U18,U31}","{U04,U17,U21}"
event_00143,event_00144,1,,"U04,U10,U12,U16,U17,U20,U21,U26",1,episode_0010,CTX_0010,"{U04,U17,U21}","{U10,U12,U16,U20,U26}"
event_00144,event_00145,1,,"U07,U10,U12,U15,U16,U20,U26",1,episode_0010,CTX_0010,"{U10,U12,U16,U20,U26}","{U07,U15}"
event_00145,event_00146,1,,"U07,U15,U24,U32,U36",1,episode_0010,CTX_0010,"{U07,U15}","{U24,U32,U36}"
event_00146,event_00147,0,"U24,U32",U36,1,episode_0010,CTX_0010,"{U24,U32,U36}","{U24,U32}"
event_00147,event_00148,-1,"U24,U32",U39,1,episode_0010,CTX_0010,"{U24,U32}","{U24,U32,U39}"
event_00148,event_00149,1,"U24,U32","U06,U08,U30,U39",1,episode_0010,CTX_0010,"{U24,U32,U39}","{U06,U08,U24,U30,U32}"
event_00149,event_00150,1,,"U06,U08,U09,U24,U27,U30,U32",1,episode_0010,CTX_0010,"{U06,U08,U24,U30,U32}","{U09,U27}"
event_00150,event_00151,1,,"U09,U26,U27,U36,U37,U38",1,episode_0010,CTX_0010,"{U09,U27}","{U26,U36,U37,U38}"
event_00152,event_00153,0,"U33,U36","U08,U34",1,episode_0011,CTX_0011,"{U33,U36}","{U08,U33,U34,U36}"
event_00153,event_00154,1,,"U08,U11,U12,U27,U29,U33,U34,U36",1,episode_0011,CTX_0011,"{U08,U33,U34,U36}","{U11,U12,U27,U29}"
event_00154,event_00155,2,,"U02,U11,U12,U25,U27,U28,U29",1,episode_0011,CTX_0011,"{U11,U12,U27,U29}","{U02,U25,U28}"
event_00155,event_00156,1,,"U00,U02,U04,U21,U25,U28,U35",1,episode_0011,CTX_0011,"{U02,U25,U28}","{U00,U04,U21,U35}"
event_00156,event_00157,1,,"U00,U04,U21,U25,U28,U35",1,episode_0011,CTX_0011,"{U00,U04,U21,U35}","{U25,U28}"
event_00157,event_00158,1,U25,"U17,U24,U28,U36",1,episode_0011,CTX_0011,"{U25,U28}","{U17,U24,U25,U36}"
event_00158,event_00159,2,,"U08,U09,U17,U21,U24,U25,U36,U38",1,episode_0011,CTX_0011,"{U17,U24,U25,U36}","{U08,U09,U21,U38}"
event_00159,event_00160,0,"U08,U38","U09,U21",1,episode_0011,CTX_0011,"{U08,U09,U21,U38}","{U08,U38}"
event_00160,event_00161,0,"U08,U38","U06,U15,U25",1,episode_0011,CTX_0011,"{U08,U38}","{U06,U08,U15,U25,U38}"
event_00161,event_00162,2,,"U06,U07,U08,U15,U17,U22,U25,U38",1,episode_0011,CTX_0011,"{U06,U08,U15,U25,U38}","{U07,U17,U22}"
event_00163,event_00164,0,"U16,U39","U07,U11,U14,U24,U25,U30,U31",1,episode_0012,CTX_0012,"{U07,U11,U14,U16,U24,U25,U30,U31,U39}","{U16,U39}"
event_00164,event_00165,-1,"U16,U39","U10,U12,U30",1,episode_0012,CTX_0012,"{U16,U39}","{U10,U12,U16,U30,U39}"
event_00165,event_00166,1,"U16,U39","U10,U12,U23,U30,U31",1,episode_0012,CTX_0012,"{U10,U12,U16,U30,U39}","{U16,U23,U31,U39}"
event_00166,event_00167,1,,"U07,U14,U16,U23,U31,U39",1,episode_0012,CTX_0012,"{U16,U23,U31,U39}","{U07,U14}"
event_00167,event_00168,2,,"U02,U07,U11,U14,U30,U33",1,episode_0012,CTX_0012,"{U07,U14}","{U02,U11,U30,U33}"
event_00168,event_00169,0,"U30,U33","U02,U11",1,episode_0012,CTX_0012,"{U02,U11,U30,U33}","{U30,U33}"
event_00169,event_00170,-1,"U30,U33","U08,U14,U19,U27,U37",1,episode_0012,CTX_0012,"{U30,U33}","{U08,U14,U19,U27,U30,U33,U37}"
event_00170,event_00171,2,,"U03,U08,U14,U17,U19,U27,U30,U33,U37",1,episode_0012,CTX_0012,"{U08,U14,U19,U27,U30,U33,U37}","{U03,U17}"
event_00171,event_00172,1,U03,"U17,U29",1,episode_0012,CTX_0012,"{U03,U17}","{U03,U29}"
event_00172,event_00173,1,,"U03,U28,U29,U31,U36,U38",1,episode_0012,CTX_0012,"{U03,U29}","{U28,U31,U36,U38}"
event_00173,event_00174,2,"U28,U36","U05,U31,U38",1,episode_0012,CTX_0012,"{U28,U31,U36,U38}","{U05,U28,U36}"
event_00174,event_00175,1,,"U05,U28,U29,U36,U39",1,episode_0012,CTX_0012,"{U05,U28,U36}","{U29,U39}"
event_00176,event_00177,1,U38,"U27,U28,U30",1,episode_0013,CTX_0013,"{U27,U30,U38}","{U28,U38}"
event_00177,event_00178,2,,"U18,U19,U22,U28,U35,U38",1,episode_0013,CTX_0013,"{U28,U38}","{U18,U19,U22,U35}"
event_00178,event_00179,1,"U22,U35","U03,U07,U18,U19",1,episode_0013,CTX_0013,"{U18,U19,U22,U35}","{U03,U07,U22,U35}"
event_00179,event_00180,1,,"U03,U06,U07,U20,U22,U32,U33,U35",1,episode_0013,CTX_0013,"{U03,U07,U22,U35}","{U06,U20,U32,U33}"
event_00180,event_00181,0,"U20,U33","U06,U32",1,episode_0013,CTX_0013,"{U06,U20,U32,U33}","{U20,U33}"
event_00181,event_00182,-1,"U20,U33","U00,U38",1,episode_0013,CTX_0013,"{U20,U33}","{U00,U20,U33,U38}"
event_00182,event_00183,2,,"U00,U02,U10,U12,U20,U21,U26,U28,U33,U38",1,episode_0013,CTX_0013,"{U00,U20,U33,U38}","{U02,U10,U12,U21,U26,U28}"
event_00183,event_00184,2,,"U02,U10,U12,U21,U26,U28,U29,U37",1,episode_0013,CTX_0013,"{U02,U10,U12,U21,U26,U28}","{U29,U37}"
event_00184,event_00185,-1,"U29,U37","U22,U36",1,episode_0013,CTX_0013,"{U29,U37}","{U22,U29,U36,U37}"
event_00185,event_00186,1,"U29,U37","U01,U12,U22,U36",1,episode_0013,CTX_0013,"{U22,U29,U36,U37}","{U01,U12,U29,U37}"
event_00186,event_00187,1,,"U01,U12,U20,U29,U33,U37",1,episode_0013,CTX_0013,"{U01,U12,U29,U37}","{U20,U33}"
event_00187,event_00188,1,,"U04,U13,U14,U20,U22,U33,U38",1,episode_0013,CTX_0013,"{U20,U33}","{U04,U13,U14,U22,U38}"
event_00189,event_00190,0,"U17,U38",U34,1,episode_0014,CTX_0014,"{U17,U34,U38}","{U17,U38}"
event_00190,event_00191,-1,"U17,U38","U08,U11",1,episode_0014,CTX_0014,"{U17,U38}","{U08,U11,U17,U38}"
event_00191,event_00192,1,"U17,U38","U08,U11,U33,U37",1,episode_0014,CTX_0014,"{U08,U11,U17,U38}","{U17,U33,U37,U38}"
event_00192,event_00193,1,,"U17,U26,U31,U33,U37,U38",1,episode_0014,CTX_0014,"{U17,U33,U37,U38}","{U26,U31}"
event_00193,event_00194,1,,"U11,U25,U26,U31,U35,U37",1,episode_0014,CTX_0014,"{U26,U31}","{U11,U25,U35,U37}"
event_00194,event_00195,1,,"U11,U14,U20,U25,U28,U35,U37,U38",1,episode_0014,CTX_0014,"{U11,U25,U35,U37}","{U14,U20,U28,U38}"
event_00195,event_00196,0,"U14,U28","U20,U38",1,episode_0014,CTX_0014,"{U14,U20,U28,U38}","{U14,U28}"
event_00196,event_00197,-1,"U14,U28","U16,U30,U33",1,episode_0014,CTX_0014,"{U14,U28}","{U14,U16,U28,U30,U33}"
event_00197,event_00198,1,"U14,U28","U10,U16,U22,U30,U33,U36",1,episode_0014,CTX_0014,"{U14,U16,U28,U30,U33}","{U10,U14,U22,U28,U36}"
event_00198,event_00199,2,U14,"U10,U22,U26,U28,U36",1,episode_0014,CTX_0014,"{U10,U14,U22,U28,U36}","{U14,U26}"
event_00199,event_00200,1,,"U00,U04,U11,U13,U14,U19,U26,U33",1,episode_0014,CTX_0014,"{U14,U26}","{U00,U04,U11,U13,U19,U33}"
event_00200,event_00201,1,U00,"U04,U06,U11,U13,U19,U33",1,episode_0014,CTX_0014,"{U00,U04,U11,U13,U19,U33}","{U00,U06}"
event_00201,event_00202,1,U00,"U04,U06,U11,U21,U26,U28,U34",1,episode_0014,CTX_0014,"{U00,U06}","{U00,U04,U11,U21,U26,U28,U34}"
event_00203,event_00204,0,"U06,U22",U07,1,episode_0015,CTX_0015,"{U06,U07,U22}","{U06,U22}"
event_00204,event_00205,-1,"U06,U22","U07,U21,U28",1,episode_0015,CTX_0015,"{U06,U22}","{U06,U07,U21,U22,U28}"
event_00205,event_00206,1,"U06,U22","U03,U07,U17,U21,U27,U28",1,episode_0015,CTX_0015,"{U06,U07,U21,U22,U28}","{U03,U06,U17,U22,U27}"
event_00206,event_00207,1,,"U03,U06,U17,U22,U24,U27,U29,U30,U39",1,episode_0015,CTX_0015,"{U03,U06,U17,U22,U27}","{U24,U29,U30,U39}"
